PULocationID,day_of_week,pickup_hour,min,p10,p25,p50,p75,p90,max,normalised_busyness
4,0,0,5,7.0,9.0,12.5,15.0,19.300000000000004,59,0.05791615406454055
4,0,1,2,3.0,5.0,6.5,11.0,16.5,73,0.05375224756316835
4,0,2,2,3.6,4.0,5.0,7.0,18.200000000000003,68,0.04126052805905177
4,0,3,1,2.0,2.75,5.0,6.25,9.700000000000001,67,0.02119806946153118
4,0,4,1,2.0,3.0,3.0,5.0,6.0,64,0.01059903473076559
4,0,5,1,1.0,2.0,3.0,5.0,6.800000000000001,18,0.0029336613986940476
4,0,6,1,3.0,4.0,7.0,9.0,11.0,13,0.0071922021387337935
4,0,7,4,6.1000000000000005,8.0,12.0,18.0,20.9,27,0.014762941232137786
4,0,8,1,6.0,11.0,16.0,19.0,24.0,30,0.017507334153496732
4,0,9,4,6.0,9.0,13.0,15.0,19.0,23,0.016750260244156333
4,0,10,4,7.0,9.0,11.0,13.0,16.0,24,0.014857575470805335
4,0,11,5,7.0,8.25,11.0,12.75,14.5,18,0.017412699914829185
4,0,12,4,7.0,9.0,12.0,15.0,17.0,23,0.019116116210845083
4,0,13,6,8.0,11.0,12.0,14.0,19.200000000000003,25,0.02100880098419608
4,0,14,6,10.0,12.0,16.0,18.5,20.999999999999993,56,0.02394246238289013
4,0,15,8,13.0,14.5,18.0,21.0,22.4,29,0.028106368884262326
4,0,16,6,12.3,15.75,18.5,21.0,23.400000000000006,27,0.030472224850951073
4,0,17,11,17.0,20.0,24.0,28.0,32.6,41,0.04173369925238951
4,0,18,13,17.0,23.0,26.0,31.5,37.0,42,0.05157566007381471
4,0,19,11,16.5,19.0,22.5,27.0,32.5,47,0.0504400492098041
4,0,20,15,17.3,19.0,24.0,29.25,34.0,43,0.04599223999242926
4,0,21,13,18.3,20.0,26.5,30.0,34.400000000000006,49,0.04854736443645311
4,0,22,15,16.9,22.5,25.0,32.25,37.0,42,0.0564966404845273
4,0,23,6,11.0,13.0,16.5,23.0,24.0,32,0.05772688558720544
4,1,0,2,6.800000000000001,10.0,13.0,14.0,17.0,22,0.05791615406454055
4,1,1,3,4.800000000000001,6.0,8.0,10.0,13.0,17,0.05375224756316835
4,1,2,1,2.0,3.0,5.0,6.75,8.5,10,0.04126052805905177
4,1,3,1,1.0,1.25,2.5,3.0,4.0,4,0.02119806946153118
4,1,4,1,1.0,1.0,2.0,2.5,4.0,5,0.01059903473076559
4,1,5,1,1.0,1.0,2.0,3.0,4.0,7,0.0029336613986940476
4,1,6,1,2.8000000000000007,5.0,7.0,9.0,10.0,16,0.0071922021387337935
4,1,7,2,7.0,9.0,14.0,19.0,23.799999999999997,30,0.014762941232137786
4,1,8,2,10.2,13.0,17.0,20.0,21.800000000000004,31,0.017507334153496732
4,1,9,6,10.100000000000001,12.75,16.0,19.0,21.9,29,0.016750260244156333
4,1,10,6,8.0,10.0,12.0,14.0,16.800000000000004,20,0.014857575470805335
4,1,11,6,7.800000000000001,9.0,11.0,12.0,14.200000000000003,21,0.017412699914829185
4,1,12,6,8.0,10.0,13.0,15.0,18.0,21,0.019116116210845083
4,1,13,5,8.0,10.0,13.0,15.5,20.0,23,0.02100880098419608
4,1,14,8,10.0,12.25,15.0,17.0,19.1,26,0.02394246238289013
4,1,15,10,12.0,16.25,18.0,20.0,23.0,35,0.028106368884262326
4,1,16,7,14.0,15.75,18.5,21.0,25.0,36,0.030472224850951073
4,1,17,16,18.8,24.0,29.0,35.0,41.2,58,0.04173369925238951
4,1,18,15,24.0,27.0,35.0,42.5,60.0,86,0.05157566007381471
4,1,19,18,22.8,27.0,31.0,38.0,55.2,90,0.0504400492098041
4,1,20,10,21.7,27.5,34.0,42.25,53.0,83,0.04599223999242926
4,1,21,20,25.6,28.0,38.0,54.0,64.0,82,0.04854736443645311
4,1,22,15,22.1,29.5,39.5,50.0,58.9,86,0.0564966404845273
4,1,23,11,17.0,20.0,25.0,31.0,36.6,59,0.05772688558720544
4,2,0,7,10.0,12.0,16.0,20.0,24.4,39,0.05791615406454055
4,2,1,4,5.2,7.0,9.0,11.0,14.800000000000004,28,0.05375224756316835
4,2,2,1,3.0,4.0,5.0,7.0,8.0,10,0.04126052805905177
4,2,3,2,2.0,2.25,4.0,6.0,7.0,7,0.02119806946153118
4,2,4,2,2.0,2.5,3.0,4.0,4.0,5,0.01059903473076559
4,2,5,1,1.0,1.0,2.0,3.0,5.0,6,0.0029336613986940476
4,2,6,2,3.0,4.75,7.0,9.0,12.0,14,0.0071922021387337935
4,2,7,3,8.100000000000001,11.0,15.0,20.0,22.9,25,0.014762941232137786
4,2,8,3,8.0,13.0,18.0,22.0,24.0,33,0.017507334153496732
4,2,9,2,9.0,13.0,16.0,20.0,22.0,27,0.016750260244156333
4,2,10,2,6.0,9.0,10.0,12.0,14.0,31,0.014857575470805335
4,2,11,4,8.0,11.0,13.5,15.75,18.0,25,0.017412699914829185
4,2,12,5,7.0,9.75,12.0,14.0,17.900000000000013,25,0.019116116210845083
4,2,13,5,8.9,10.25,12.0,15.0,18.0,30,0.02100880098419608
4,2,14,9,11.9,14.25,17.0,19.0,24.0,28,0.02394246238289013
4,2,15,10,13.8,16.0,19.0,23.0,25.0,31,0.028106368884262326
4,2,16,13,16.0,18.0,21.0,24.0,30.200000000000003,41,0.030472224850951073
4,2,17,15,21.9,26.25,33.5,40.0,45.1,84,0.04173369925238951
4,2,18,18,25.0,29.75,40.5,51.0,66.8,89,0.05157566007381471
4,2,19,18,23.0,27.25,35.0,45.0,57.0,86,0.0504400492098041
4,2,20,12,22.0,28.0,35.0,44.5,58.0,83,0.04599223999242926
4,2,21,9,22.0,32.0,41.0,51.0,65.0,106,0.04854736443645311
4,2,22,11,27.0,32.75,48.0,54.0,64.0,80,0.0564966404845273
4,2,23,9,20.0,23.0,31.0,41.0,53.0,63,0.05772688558720544
4,3,0,6,12.0,13.25,19.0,25.75,30.300000000000004,48,0.05791615406454055
4,3,1,4,5.0,6.5,10.0,13.5,19.0,28,0.05375224756316835
4,3,2,1,2.3000000000000003,4.0,6.0,8.0,10.7,19,0.04126052805905177
4,3,3,2,2.2,3.0,4.0,7.0,7.800000000000001,11,0.02119806946153118
4,3,4,1,2.0,2.0,3.0,5.0,8.0,9,0.01059903473076559
4,3,5,1,2.0,2.0,3.0,5.0,7.0,9,0.0029336613986940476
4,3,6,2,3.9000000000000004,7.0,8.0,11.0,14.0,21,0.0071922021387337935
4,3,7,2,8.9,13.0,17.0,21.0,23.1,32,0.014762941232137786
4,3,8,5,11.0,14.0,18.0,22.25,26.799999999999997,30,0.017507334153496732
4,3,9,4,8.0,12.0,16.5,20.25,24.9,29,0.016750260244156333
4,3,10,5,7.0,8.0,12.0,15.0,20.0,26,0.014857575470805335
4,3,11,6,9.0,10.75,13.5,16.0,18.0,24,0.017412699914829185
4,3,12,7,9.0,10.0,12.0,15.0,19.200000000000003,24,0.019116116210845083
4,3,13,8,11.0,12.0,14.0,17.0,19.60000000000001,23,0.02100880098419608
4,3,14,7,10.0,14.0,17.0,20.0,23.0,28,0.02394246238289013
4,3,15,9,13.0,18.0,22.0,25.0,27.4,42,0.028106368884262326
4,3,16,14,16.7,19.0,22.0,27.0,30.0,36,0.030472224850951073
4,3,17,16,25.0,29.0,35.0,39.0,47.0,58,0.04173369925238951
4,3,18,17,27.8,36.0,45.0,58.0,61.2,90,0.05157566007381471
4,3,19,17,25.200000000000003,29.75,43.5,50.75,59.9,94,0.0504400492098041
4,3,20,17,24.0,31.0,41.0,52.0,64.4,91,0.04599223999242926
4,3,21,19,27.0,35.75,44.0,51.5,69.39999999999999,97,0.04854736443645311
4,3,22,13,32.300000000000004,44.5,53.5,67.0,75.9,92,0.0564966404845273
4,3,23,10,29.500000000000004,38.75,52.0,61.75,73.9,89,0.05772688558720544
4,4,0,16,21.0,31.0,39.0,47.5,54.0,102,0.05791615406454055
4,4,1,7,15.100000000000001,19.75,24.0,32.25,38.0,80,0.05375224756316835
4,4,2,8,10.0,12.0,16.0,19.0,26.0,80,0.04126052805905177
4,4,3,3,4.4,5.5,7.0,11.0,15.0,37,0.02119806946153118
4,4,4,2,3.0,4.25,6.5,9.0,11.0,14,0.01059903473076559
4,4,5,1,1.8000000000000003,2.5,4.0,6.5,8.0,15,0.0029336613986940476
4,4,6,1,3.0,5.0,9.0,12.0,16.0,23,0.0071922021387337935
4,4,7,1,7.9,12.0,16.0,19.0,23.0,28,0.014762941232137786
4,4,8,4,6.1000000000000005,10.0,15.5,21.0,25.0,34,0.017507334153496732
4,4,9,5,8.0,10.0,12.0,16.0,20.0,39,0.016750260244156333
4,4,10,4,7.0,9.0,12.0,16.0,18.0,24,0.014857575470805335
4,4,11,6,9.0,11.0,13.0,16.0,19.1,23,0.017412699914829185
4,4,12,5,11.0,14.0,16.0,19.75,21.0,25,0.019116116210845083
4,4,13,8,12.4,14.0,18.0,22.0,26.6,40,0.02100880098419608
4,4,14,10,13.0,16.5,20.0,23.0,28.0,42,0.02394246238289013
4,4,15,7,15.0,18.0,24.0,28.0,32.0,40,0.028106368884262326
4,4,16,11,16.1,23.0,25.0,30.25,37.599999999999994,47,0.030472224850951073
4,4,17,15,21.9,27.0,33.0,44.5,58.1,71,0.04173369925238951
4,4,18,22,31.0,36.5,50.0,60.5,72.0,88,0.05157566007381471
4,4,19,25,29.1,38.5,55.5,67.5,80.0,112,0.0504400492098041
4,4,20,20,23.1,30.75,42.0,56.25,64.69999999999999,79,0.04599223999242926
4,4,21,13,28.0,35.0,43.0,50.0,56.9,90,0.04854736443645311
4,4,22,20,32.0,39.25,52.5,63.5,74.69999999999999,95,0.0564966404845273
4,4,23,22,48.2,62.0,80.0,99.0,111.5,146,0.05772688558720544
4,5,0,25,60.900000000000006,87.5,106.5,129.0,140.9,167,0.05791615406454055
4,5,1,27,68.9,94.25,112.0,133.0,146.7,177,0.05375224756316835
4,5,2,24,44.2,75.75,94.0,108.0,114.0,132,0.04126052805905177
4,5,3,11,28.1,35.75,46.0,60.25,73.0,97,0.02119806946153118
4,5,4,5,9.0,14.0,20.0,24.0,30.0,37,0.01059903473076559
4,5,5,2,2.0,3.25,4.5,7.0,11.0,13,0.0029336613986940476
4,5,6,1,2.0,3.0,3.0,5.0,7.0,11,0.0071922021387337935
4,5,7,2,3.0,5.0,6.0,8.0,10.600000000000009,14,0.014762941232137786
4,5,8,2,3.6000000000000005,5.0,8.0,11.0,14.0,20,0.017507334153496732
4,5,9,2,7.0,9.5,12.0,16.0,17.0,23,0.016750260244156333
4,5,10,6,7.1000000000000005,11.0,14.5,19.25,22.9,31,0.014857575470805335
4,5,11,5,11.0,15.0,19.0,22.5,29.0,39,0.017412699914829185
4,5,12,9,15.0,18.0,21.0,28.0,35.9,45,0.019116116210845083
4,5,13,10,15.7,19.0,25.0,32.0,44.60000000000001,58,0.02100880098419608
4,5,14,11,17.0,20.0,24.0,30.0,37.300000000000004,64,0.02394246238289013
4,5,15,18,19.0,23.0,31.0,37.0,46.0,73,0.028106368884262326
4,5,16,14,25.0,29.5,36.0,46.0,51.0,61,0.030472224850951073
4,5,17,15,25.0,32.0,43.5,53.25,59.8,88,0.04173369925238951
4,5,18,20,29.0,37.75,52.0,65.25,72.9,86,0.05157566007381471
4,5,19,18,25.6,41.75,57.5,71.0,82.5,112,0.0504400492098041
4,5,20,11,26.3,37.0,48.0,59.25,76.0,110,0.04599223999242926
4,5,21,14,26.200000000000003,34.0,48.0,57.5,70.8,105,0.04854736443645311
4,5,22,26,37.400000000000006,48.0,67.0,81.25,95.6,114,0.0564966404845273
4,5,23,30,48.7,66.25,92.0,113.0,127.8,140,0.05772688558720544
4,6,0,28,60.900000000000006,88.0,107.0,127.25,154.1,164,0.05791615406454055
4,6,1,29,69.2,93.0,121.5,137.5,156.79999999999998,222,0.05375224756316835
4,6,2,29,53.0,72.0,94.0,115.5,129.0,171,0.04126052805905177
4,6,3,14,32.1,39.5,50.5,63.5,77.0,120,0.02119806946153118
4,6,4,10,14.8,20.0,25.5,30.0,33.1,46,0.01059903473076559
4,6,5,1,2.0,3.0,4.0,6.0,7.0,14,0.0029336613986940476
4,6,6,1,2.0,3.0,4.0,6.0,8.200000000000003,15,0.0071922021387337935
4,6,7,1,3.0,3.0,5.0,7.0,9.200000000000003,18,0.014762941232137786
4,6,8,3,4.0,5.0,7.0,10.0,13.700000000000003,16,0.017507334153496732
4,6,9,2,6.4,8.0,10.0,16.0,18.0,28,0.016750260244156333
4,6,10,2,10.0,11.0,14.0,20.5,26.0,34,0.014857575470805335
4,6,11,9,11.0,13.0,18.0,22.25,27.9,32,0.017412699914829185
4,6,12,7,10.3,17.0,22.0,29.0,34.0,48,0.019116116210845083
4,6,13,8,16.0,18.0,24.0,29.25,33.60000000000001,49,0.02100880098419608
4,6,14,12,15.0,19.0,24.5,28.0,32.1,47,0.02394246238289013
4,6,15,10,14.0,18.0,23.5,32.0,37.1,47,0.028106368884262326
4,6,16,15,17.1,21.0,27.0,30.0,37.8,57,0.030472224850951073
4,6,17,15,21.9,25.25,29.5,38.0,45.1,66,0.04173369925238951
4,6,18,13,22.1,26.75,31.0,36.25,42.0,57,0.05157566007381471
4,6,19,9,19.7,22.0,28.5,34.0,39.300000000000004,47,0.0504400492098041
4,6,20,8,17.0,21.5,26.0,30.0,37.60000000000001,60,0.04599223999242926
4,6,21,13,17.0,18.0,23.0,30.0,35.4,52,0.04854736443645311
4,6,22,10,15.5,16.25,20.0,26.75,31.0,40,0.0564966404845273
4,6,23,6,9.9,11.0,15.5,21.5,29.1,54,0.05772688558720544
12,0,0,1,1.0,1.0,1.5,2.5,3.4000000000000004,4,0.00028390271600264963
12,0,2,1,1.0,1.0,1.0,1.0,1.0,1,0.0
12,0,3,2,2.0,2.0,2.0,2.0,2.0,2,0.0006624396706728494
12,0,4,1,1.0,1.0,1.0,1.0,1.0,1,0.0006624396706728494
12,0,6,1,1.0,1.0,1.0,1.0,1.0,1,0.0
12,0,7,3,3.0,3.5,6.0,7.5,9.0,9,0.006813665184063594
12,0,8,6,8.6,10.5,14.0,15.5,22.4,31,0.015141478186807986
12,0,9,4,6.9,8.0,9.5,15.25,17.0,24,0.013343427652124538
12,0,10,2,6.0,7.75,10.5,12.25,14.900000000000002,23,0.012207816788113938
12,0,11,3,5.0,6.0,8.0,11.0,18.0,25,0.01059903473076559
12,0,12,2,4.0,5.0,8.0,12.0,13.0,26,0.010977571685435792
12,0,13,2,5.1000000000000005,7.0,10.0,13.25,16.9,33,0.01192391407211129
12,0,14,2,4.0,7.0,9.0,12.0,16.0,31,0.01003122929876029
12,0,15,2,5.0,6.75,8.5,12.5,15.899999999999999,25,0.00955805810542254
12,0,16,2,3.0,4.0,6.0,9.0,11.200000000000003,17,0.007854641809406643
12,0,17,1,2.0,3.0,5.0,8.75,11.0,18,0.006435128229393393
12,0,18,1,1.0,2.0,3.0,5.0,7.399999999999999,12,0.004163906501372197
12,0,19,1,1.0,2.0,2.0,5.0,6.0,10,0.002176587489353648
12,0,20,1,1.0,1.0,2.0,2.75,3.900000000000002,6,0.0015141478186807985
12,0,21,1,1.0,1.0,1.5,2.0,2.5,3,0.0014195135800132489
12,0,22,1,1.0,1.0,1.5,2.0,2.0,3,0.0014195135800132489
12,0,23,1,1.0,1.0,1.0,1.0,1.0,1,0.001135610864010599
12,1,0,1,1.0,1.0,1.0,1.0,1.0,1,0.00028390271600264963
12,1,1,1,1.0,1.0,1.0,1.0,1.0,1,0.0005299517365382794
12,1,3,1,1.0,1.0,1.0,1.0,1.0,1,0.0006624396706728494
12,1,5,1,1.0,1.0,1.0,1.0,1.0,1,0.0
12,1,6,1,1.0,1.0,1.0,1.0,1.0,1,0.0
12,1,7,1,1.7000000000000002,3.5,6.5,9.75,12.3,13,0.006813665184063594
12,1,8,4,8.2,9.5,14.0,15.5,20.8,26,0.015141478186807986
12,1,9,3,7.0,9.0,11.0,15.0,16.0,19,0.013343427652124538
12,1,10,2,5.0,7.5,10.0,14.0,16.0,29,0.012207816788113938
12,1,11,4,4.0,6.0,8.0,10.0,15.599999999999994,20,0.01059903473076559
12,1,12,2,5.7,7.0,9.0,11.0,14.0,20,0.010977571685435792
12,1,13,2,5.0,7.0,10.0,13.0,16.0,28,0.01192391407211129
12,1,14,2,4.0,6.0,8.0,10.0,11.0,27,0.01003122929876029
12,1,15,1,2.1000000000000005,5.0,7.0,11.0,12.899999999999999,25,0.00955805810542254
12,1,16,1,2.0,3.0,6.0,8.5,12.0,17,0.007854641809406643
12,1,17,1,1.8000000000000007,3.0,5.0,7.0,9.0,13,0.006435128229393393
12,1,18,1,1.0,2.0,3.5,5.0,10.0,18,0.004163906501372197
12,1,19,1,1.0,2.0,2.0,3.0,4.0,11,0.002176587489353648
12,1,20,1,1.0,2.0,2.0,3.0,4.0,6,0.0015141478186807985
12,1,21,1,1.0,1.0,2.0,3.25,4.0,8,0.0014195135800132489
12,1,22,1,1.0,1.0,2.0,3.75,5.900000000000002,8,0.0014195135800132489
12,1,23,1,1.0,1.5,3.0,3.0,6.600000000000003,12,0.001135610864010599
12,2,0,1,1.0,1.0,1.0,2.0,2.6,3,0.00028390271600264963
12,2,1,1,1.0,1.0,1.0,1.0,1.0,1,0.0005299517365382794
12,2,6,1,1.0,1.0,1.0,1.0,1.0,1,0.0
12,2,7,3,3.0,4.0,4.0,7.0,10.2,11,0.006813665184063594
12,2,8,5,6.0,8.0,10.0,15.5,18.0,20,0.015141478186807986
12,2,9,1,4.5,6.0,8.0,10.75,12.0,13,0.013343427652124538
12,2,10,2,3.8000000000000003,6.0,8.0,11.0,13.0,20,0.012207816788113938
12,2,11,2,3.0,5.0,7.0,9.5,11.800000000000004,19,0.01059903473076559
12,2,12,3,4.800000000000001,5.0,8.0,10.0,13.200000000000003,17,0.010977571685435792
12,2,13,2,3.9000000000000004,6.0,8.0,10.0,14.0,20,0.01192391407211129
12,2,14,1,3.8000000000000007,5.0,7.0,12.0,14.0,20,0.01003122929876029
12,2,15,1,3.0,4.0,6.0,8.0,11.100000000000001,15,0.00955805810542254
12,2,16,1,2.0,3.0,5.0,7.75,9.200000000000003,14,0.007854641809406643
12,2,17,1,2.0,3.0,4.0,6.0,7.300000000000004,11,0.006435128229393393
12,2,18,1,1.0,2.0,3.5,5.25,7.0,8,0.004163906501372197
12,2,19,1,1.0,2.0,3.0,5.25,7.0,9,0.002176587489353648
12,2,20,1,1.0,2.0,2.0,3.0,4.0,5,0.0015141478186807985
12,2,21,1,1.0,1.0,2.0,2.0,3.0,5,0.0014195135800132489
12,2,22,1,1.0,1.75,3.0,3.0,3.9000000000000004,5,0.0014195135800132489
12,2,23,1,1.0,1.0,2.0,2.75,4.1,5,0.001135610864010599
12,3,0,1,1.0,1.0,1.0,1.0,1.0,1,0.00028390271600264963
12,3,6,1,1.0,1.0,1.0,1.0,1.0,1,0.0
12,3,7,1,2.0,3.0,3.5,4.75,6.5,8,0.006813665184063594
12,3,8,4,5.3,7.25,9.0,12.0,16.500000000000007,23,0.015141478186807986
12,3,9,2,6.0,7.75,12.0,13.25,16.0,17,0.013343427652124538
12,3,10,4,5.0,7.0,11.0,14.0,17.200000000000003,24,0.012207816788113938
12,3,11,1,5.0,6.0,8.0,9.75,12.899999999999999,17,0.01059903473076559
12,3,12,2,4.0,5.0,7.0,10.0,13.0,20,0.010977571685435792
12,3,13,1,3.0,5.25,9.0,10.75,14.100000000000001,17,0.01192391407211129
12,3,14,1,2.0,4.0,7.0,11.0,16.1,23,0.01003122929876029
12,3,15,1,2.0,4.0,6.0,11.0,14.0,23,0.00955805810542254
12,3,16,1,2.0,3.0,6.0,9.0,10.0,20,0.007854641809406643
12,3,17,1,1.0,2.0,5.0,7.0,9.200000000000003,19,0.006435128229393393
12,3,18,1,2.0,3.0,4.0,6.75,8.0,12,0.004163906501372197
12,3,19,1,1.0,2.0,3.0,4.5,5.600000000000001,10,0.002176587489353648
12,3,20,1,1.0,2.0,3.0,4.5,7.0,8,0.0015141478186807985
12,3,21,1,1.0,2.0,2.0,3.0,5.199999999999999,7,0.0014195135800132489
12,3,22,1,1.0,1.75,2.0,3.0,3.5,4,0.0014195135800132489
12,3,23,1,1.7000000000000002,2.0,2.0,2.25,3.5999999999999996,5,0.001135610864010599
12,4,0,1,1.0,1.0,1.0,1.0,1.2000000000000002,2,0.00028390271600264963
12,4,1,1,1.0,1.0,1.0,1.0,1.0,1,0.0005299517365382794
12,4,2,1,1.0,1.0,1.0,1.0,1.0,1,0.0
12,4,5,1,1.0,1.0,1.0,1.0,1.0,1,0.0
12,4,6,1,1.0,1.0,1.0,1.0,1.0,1,0.0
12,4,7,4,5.2,7.0,10.0,12.5,13.4,14,0.006813665184063594
12,4,8,2,5.9,8.0,10.5,13.0,15.0,19,0.015141478186807986
12,4,9,6,8.7,11.0,12.0,14.75,18.0,20,0.013343427652124538
12,4,10,4,7.0,9.0,10.0,13.0,18.799999999999997,22,0.012207816788113938
12,4,11,2,5.0,6.0,9.0,13.0,17.6,21,0.01059903473076559
12,4,12,2,7.0,8.75,11.0,14.0,16.0,24,0.010977571685435792
12,4,13,3,6.0,8.0,10.0,13.0,17.0,28,0.01192391407211129
12,4,14,3,5.0,6.0,9.0,12.0,19.0,38,0.01003122929876029
12,4,15,2,4.0,6.0,9.0,12.0,16.0,22,0.00955805810542254
12,4,16,2,4.0,6.0,8.0,10.0,14.0,23,0.007854641809406643
12,4,17,1,3.0,4.0,7.0,9.0,12.0,18,0.006435128229393393
12,4,18,2,2.0,3.5,6.0,8.0,10.0,17,0.004163906501372197
12,4,19,1,1.0,1.0,2.5,4.0,5.0,8,0.002176587489353648
12,4,20,1,1.0,1.0,2.0,3.0,3.0,6,0.0015141478186807985
12,4,21,1,1.0,1.0,2.0,3.0,4.0,5,0.0014195135800132489
12,4,22,1,1.0,1.0,2.0,3.0,5.199999999999999,6,0.0014195135800132489
12,4,23,1,1.0,1.0,2.0,3.0,5.0,7,0.001135610864010599
12,5,0,1,1.0,1.0,1.0,2.0,2.0,2,0.00028390271600264963
12,5,1,1,1.0,1.0,1.0,1.0,1.6,2,0.0005299517365382794
12,5,2,1,1.0,1.0,1.0,1.0,1.0,1,0.0
12,5,6,1,1.0,1.0,1.0,1.0,1.0,1,0.0
12,5,7,4,4.3,4.75,5.0,5.25,5.7,6,0.006813665184063594
12,5,8,6,6.0,8.0,14.0,14.0,21.0,21,0.015141478186807986
12,5,9,6,8.8,12.0,13.0,14.5,18.2,20,0.013343427652124538
12,5,10,2,6.3,9.75,12.0,14.0,16.700000000000003,21,0.012207816788113938
12,5,11,5,7.0,8.0,13.0,15.25,18.0,27,0.01059903473076559
12,5,12,2,7.0,9.0,11.0,15.0,19.0,29,0.010977571685435792
12,5,13,3,6.0,8.5,12.0,18.0,22.0,34,0.01192391407211129
12,5,14,3,5.0,8.0,11.0,16.0,21.0,27,0.01003122929876029
12,5,15,1,6.1000000000000005,8.75,12.0,16.0,20.0,29,0.00955805810542254
12,5,16,2,5.0,8.0,10.0,15.0,18.0,22,0.007854641809406643
12,5,17,1,3.0,6.0,9.0,12.0,15.0,22,0.006435128229393393
12,5,18,1,3.0,4.0,6.0,9.0,10.600000000000001,17,0.004163906501372197
12,5,19,1,1.0,2.0,3.0,5.0,6.399999999999999,15,0.002176587489353648
12,5,20,1,1.0,2.0,2.0,3.0,4.0,10,0.0015141478186807985
12,5,21,1,1.0,1.0,3.0,3.25,4.0,5,0.0014195135800132489
12,5,22,1,1.0,1.0,2.0,3.0,4.0,9,0.0014195135800132489
12,5,23,1,1.0,1.25,2.0,3.0,4.0,8,0.001135610864010599
12,6,0,1,1.0,1.0,2.0,3.0,4.0,4,0.00028390271600264963
12,6,1,1,1.4,2.0,3.0,3.5,3.8,4,0.0005299517365382794
12,6,2,1,1.0,1.0,1.0,1.0,1.0,1,0.0
12,6,4,1,1.2,1.5,2.0,2.5,2.8,3,0.0006624396706728494
12,6,7,5,5.6,6.5,8.0,16.0,20.8,24,0.006813665184063594
12,6,8,8,12.5,13.25,15.5,18.25,24.599999999999998,30,0.015141478186807986
12,6,9,7,8.0,11.25,12.0,15.0,16.900000000000002,19,0.013343427652124538
12,6,10,2,5.600000000000001,9.0,10.0,13.0,17.0,19,0.012207816788113938
12,6,11,3,4.0,7.0,10.0,13.0,15.0,22,0.01059903473076559
12,6,12,3,5.0,7.0,11.0,15.0,18.0,24,0.010977571685435792
12,6,13,1,5.0,7.0,11.0,14.0,19.0,28,0.01192391407211129
12,6,14,1,3.1000000000000005,6.0,9.0,12.0,15.899999999999999,23,0.01003122929876029
12,6,15,2,4.0,6.0,9.0,13.0,15.0,24,0.00955805810542254
12,6,16,1,3.1000000000000005,5.0,7.5,9.0,12.899999999999999,18,0.007854641809406643
12,6,17,1,3.0,4.0,6.0,9.0,10.300000000000004,15,0.006435128229393393
12,6,18,1,1.0,2.0,3.0,6.75,9.300000000000004,14,0.004163906501372197
12,6,19,1,2.0,2.0,3.0,4.25,5.900000000000002,9,0.002176587489353648
12,6,20,1,1.0,1.0,2.0,4.0,4.600000000000001,6,0.0015141478186807985
12,6,21,1,1.0,1.0,2.0,2.75,4.0,5,0.0014195135800132489
12,6,22,1,1.0,1.0,2.0,2.0,2.0,2,0.0014195135800132489
12,6,23,1,1.0,1.0,1.0,1.5,1.8,2,0.001135610864010599
13,0,0,2,4.0,4.25,6.0,11.0,17.200000000000003,57,0.032838080817639816
13,0,1,2,2.3,3.0,3.5,4.75,6.0,86,0.020819532506860982
13,0,2,1,1.5,2.0,2.5,6.0,24.5,42,0.012018548310778839
13,0,3,1,1.8,2.0,2.0,3.0,9.400000000000006,35,0.007665373332071543
13,0,4,1,1.5,2.0,2.0,3.25,4.5,21,0.003974638024037096
13,0,5,2,3.0,4.0,4.0,7.0,10.0,11,0.004353174978707296
13,0,6,2,10.3,18.0,21.0,31.25,41.8,49,0.024226365098892776
13,0,7,5,19.0,39.0,51.0,66.5,76.0,100,0.06151225513390745
13,0,8,11,41.10000000000001,59.75,85.0,102.5,114.8,142,0.10371912557963471
13,0,9,16,48.0,54.0,69.0,78.0,86.60000000000001,117,0.09132204031418567
13,0,10,30,39.2,52.0,55.0,66.0,74.0,94,0.08223715340210087
13,0,11,41,48.0,51.0,59.0,67.0,76.0,91,0.09236301693952871
13,0,12,31,47.4,52.0,59.0,67.0,75.4,103,0.09709472887290622
13,0,13,42,57.0,61.0,68.0,76.0,86.60000000000001,97,0.10324595438629695
13,0,14,47,52.0,61.0,72.0,80.0,86.60000000000001,107,0.10646351850099366
13,0,15,37,54.2,63.0,72.0,80.0,86.60000000000001,103,0.10845083751301221
13,0,16,35,58.0,68.0,75.0,86.0,91.0,102,0.11687328475442413
13,0,17,39,71.0,87.0,101.0,112.0,121.0,143,0.14204599223999242
13,0,18,45,62.2,83.0,99.0,114.0,130.00000000000003,144,0.14668306993470237
13,0,19,32,53.2,62.0,71.0,86.0,102.80000000000001,116,0.12236207059714205
13,0,20,20,37.2,58.0,69.0,78.0,94.00000000000003,120,0.1109113277183685
13,0,21,16,35.4,50.0,67.0,78.0,94.0,108,0.10826156903567709
13,0,22,10,19.0,28.0,41.0,54.0,64.0,73,0.08621179142613797
13,0,23,7,9.0,15.0,17.0,23.5,27.0,47,0.05318444213116306
13,1,0,3,4.0,5.0,8.0,12.0,15.0,22,0.032838080817639816
13,1,1,1,2.0,3.0,4.0,5.0,7.0,9,0.020819532506860982
13,1,2,1,1.5,2.0,2.0,2.75,3.0,3,0.012018548310778839
13,1,3,2,2.1,2.25,2.5,2.75,2.9,3,0.007665373332071543
13,1,4,1,1.0,1.0,2.0,2.75,3.0,3,0.003974638024037096
13,1,5,1,3.0,4.0,5.0,7.0,8.0,12,0.004353174978707296
