PULocationID,day_of_week,pickup_hour,min,p10,p25,p50,p75,p90,max,normalised_busyness
43,5,10,115,133.5,153.25,183.0,220.25,247.2,275,0.2326109586448377
43,5,11,101,152.5,177.25,211.5,240.25,277.8,334,0.2631778177344563
43,5,12,108,189.1,229.0,253.5,286.25,323.2,373,0.2902432099933756
43,5,13,109,218.2,232.0,253.5,320.0,342.0,385,0.30046370776947096
43,5,14,112,206.5,240.0,292.5,316.0,362.5,421,0.3342481309737863
43,5,15,144,243.2,262.5,290.5,332.0,386.0,437,0.33576227879246706
43,5,16,165,246.0,262.0,290.5,319.75,374.0,411,0.3211886060376644
43,5,17,215,231.2,252.75,278.5,311.25,336.7,400,0.2984763887574524
43,5,18,174,196.5,207.75,229.5,254.25,283.8,327,0.2538090281063689
43,5,19,109,154.8,174.75,191.5,215.5,232.9,250,0.20223336803255415
43,5,20,118,125.2,138.75,151.5,178.25,191.39999999999998,277,0.16958455569224945
43,5,21,58,80.1,91.5,113.5,130.25,178.79999999999998,209,0.14545282483202424
43,5,22,31,56.300000000000004,74.5,91.5,112.25,144.7,207,0.11147913315037379
43,5,23,23,40.2,50.5,61.5,73.25,104.69999999999999,138,0.05829469101921075
43,6,0,17,21.1,26.0,35.0,44.5,55.0,86,0.024226365098892776
43,6,1,6,9.0,13.5,19.0,24.5,34.0,43,0.010977571685435792
43,6,2,3,5.0,8.0,11.0,13.5,15.0,23,0.005488785842717896
43,6,3,2,3.0,5.0,7.0,9.0,9.600000000000001,11,0.0036907353080344466
43,6,4,1,2.0,3.0,5.0,6.5,8.0,15,0.003122929876029147
43,6,5,1,2.0,3.0,3.0,4.0,6.0,17,0.005488785842717896
43,6,6,5,9.0,10.75,14.0,16.0,21.0,55,0.026970758020251725
43,6,7,11,16.0,18.0,25.0,32.5,56.19999999999999,121,0.08507618056212736
43,6,8,25,34.1,40.75,52.5,61.0,74.69999999999999,101,0.12898646730387053
43,6,9,57,88.1,94.5,111.5,130.5,145.9,173,0.17819627141099648
43,6,10,82,117.1,143.75,168.5,197.0,234.0,255,0.2326109586448377
43,6,11,103,145.8,174.75,208.0,236.25,268.7,317,0.2631778177344563
43,6,12,95,166.3,192.75,229.0,264.25,283.9,361,0.2902432099933756
43,6,13,84,196.3,211.0,244.0,271.25,328.0,361,0.30046370776947096
43,6,14,133,182.3,221.75,259.0,294.25,326.4,368,0.3342481309737863
43,6,15,109,176.5,201.75,245.5,281.0,296.2,326,0.33576227879246706
43,6,16,105,177.6,205.0,246.0,272.5,291.7,361,0.3211886060376644
43,6,17,53,141.2,159.75,186.5,207.25,229.6,266,0.2984763887574524
43,6,18,60,87.1,105.25,122.5,150.25,169.6,227,0.2538090281063689
43,6,19,37,67.3,80.25,99.0,117.25,137.39999999999998,163,0.20223336803255415
43,6,20,37,49.400000000000006,64.0,77.5,89.5,102.0,133,0.16958455569224945
43,6,21,21,46.0,49.0,57.0,73.0,92.8,111,0.14545282483202424
43,6,22,12,24.1,29.0,39.0,51.25,60.0,99,0.11147913315037379
43,6,23,8,11.0,13.0,18.5,28.0,32.0,45,0.05829469101921075
45,0,0,2,3.0,4.0,5.5,8.75,10.300000000000004,23,0.02072489826819343
45,0,1,1,2.0,2.0,3.0,5.0,10.999999999999998,34,0.014762941232137786
45,0,2,1,1.0,2.0,2.0,4.0,9.000000000000004,31,0.009841960821425192
45,0,3,1,1.0,1.0,1.0,1.25,10.399999999999995,30,0.005961957036055645
45,0,4,1,1.0,1.5,3.0,4.0,6.0,24,0.004447809217374845
45,0,5,1,1.5,2.0,2.5,3.0,3.0,3,0.002176587489353648
45,0,6,1,2.0,3.0,4.0,5.0,7.900000000000002,9,0.002744392921358948
45,0,7,1,2.0,6.0,8.0,13.0,16.200000000000003,20,0.008327813002744391
45,0,8,2,6.3,17.0,23.0,30.5,36.0,43,0.02261758304154443
45,0,9,5,9.0,15.0,19.0,24.0,26.800000000000004,34,0.02413173086022523
45,0,10,5,10.0,13.0,17.0,20.0,23.0,31,0.02299611999621463
45,0,11,6,11.2,13.0,16.0,18.0,20.800000000000004,28,0.025078073246900725
45,0,12,9,15.0,17.0,20.0,24.0,26.800000000000004,34,0.029052711270937823
45,0,13,11,15.0,17.0,21.0,25.0,29.0,33,0.030945396044288823
45,0,14,12,15.2,19.0,22.0,24.0,30.800000000000004,35,0.029999053657613323
45,0,15,7,13.0,16.0,20.0,23.0,26.0,34,0.028958077032270275
45,0,16,11,15.0,16.0,19.0,25.0,27.0,34,0.03104003028295637
45,0,17,9,14.2,18.0,22.0,27.0,29.800000000000004,38,0.035014668306993464
45,0,18,11,17.0,19.0,23.0,29.0,35.0,44,0.041639065013721964
45,0,19,10,15.0,19.0,24.0,27.25,32.0,43,0.03917857480836567
45,0,20,7,11.2,14.0,18.0,22.0,24.0,34,0.03274344657897227
45,0,21,6,10.0,12.0,15.0,20.0,23.800000000000004,30,0.029620516702943123
45,0,22,4,7.0,9.0,12.0,17.5,20.0,24,0.028674174316267623
45,0,23,2,4.0,6.0,8.0,10.0,13.0,27,0.024226365098892776
45,1,0,1,2.1000000000000005,4.0,5.0,6.75,9.899999999999999,12,0.02072489826819343
45,1,1,1,1.6,2.0,3.0,3.0,5.4,7,0.014762941232137786
45,1,2,1,1.0,2.0,2.5,3.0,3.0999999999999996,4,0.009841960821425192
45,1,3,1,1.2,1.5,2.0,2.5,2.8,3,0.005961957036055645
45,1,4,1,1.2,1.5,2.0,2.0,2.0,2,0.004447809217374845
45,1,5,2,2.2,2.5,3.0,3.0,3.0,3,0.002176587489353648
45,1,6,1,2.0,2.0,3.0,4.0,5.100000000000001,6,0.002744392921358948
45,1,7,1,4.9,6.0,8.0,10.0,12.100000000000001,18,0.008327813002744391
45,1,8,9,16.0,20.0,25.0,31.0,36.0,41,0.02261758304154443
45,1,9,9,13.200000000000001,17.0,22.0,27.0,30.0,38,0.02413173086022523
45,1,10,8,11.0,13.0,18.0,21.0,22.9,29,0.02299611999621463
45,1,11,5,13.0,15.0,17.0,21.0,24.800000000000004,31,0.025078073246900725
45,1,12,8,14.2,16.0,20.0,23.0,27.0,33,0.029052711270937823
45,1,13,11,14.0,16.0,22.0,25.0,30.800000000000004,44,0.030945396044288823
45,1,14,11,14.0,16.0,19.0,24.0,28.0,38,0.029999053657613323
45,1,15,9,12.2,16.0,18.0,23.0,29.800000000000004,36,0.028958077032270275
45,1,16,10,13.2,16.0,20.0,23.0,27.0,38,0.03104003028295637
45,1,17,6,14.2,17.0,25.0,28.0,33.0,41,0.035014668306993464
45,1,18,14,19.2,22.0,27.0,33.0,40.800000000000004,54,0.041639065013721964
45,1,19,7,16.2,20.0,27.0,34.0,38.800000000000004,52,0.03917857480836567
45,1,20,9,14.2,20.0,23.0,29.0,36.800000000000004,55,0.03274344657897227
45,1,21,6,13.4,19.0,23.0,27.0,30.800000000000004,47,0.029620516702943123
45,1,22,7,13.2,16.0,21.0,31.0,37.0,44,0.028674174316267623
45,1,23,4,7.9,9.25,13.5,20.0,25.1,37,0.024226365098892776
45,2,0,2,4.0,6.25,7.5,11.0,13.5,20,0.02072489826819343
45,2,1,1,2.0,3.0,4.0,5.0,6.0,9,0.014762941232137786
45,2,2,1,1.0,2.0,2.5,4.75,6.700000000000001,7,0.009841960821425192
45,2,3,2,2.0,2.0,2.5,3.75,4.199999999999999,6,0.005961957036055645
45,2,4,1,1.5,2.0,2.5,3.0,3.0,3,0.004447809217374845
45,2,5,1,1.0,1.0,1.0,2.0,2.2,3,0.002176587489353648
45,2,6,1,1.8000000000000003,2.0,3.0,4.0,5.0,6,0.002744392921358948
45,2,7,1,3.0,7.0,9.0,11.0,14.0,19,0.008327813002744391
45,2,8,7,15.0,19.0,24.0,29.0,32.0,39,0.02261758304154443
45,2,9,6,14.100000000000001,17.0,22.5,26.25,29.9,40,0.02413173086022523
45,2,10,10,12.0,14.5,19.0,23.0,24.0,39,0.02299611999621463
45,2,11,6,13.0,15.0,18.0,21.25,23.9,28,0.025078073246900725
45,2,12,11,15.0,17.0,22.0,27.0,30.0,50,0.029052711270937823
45,2,13,12,15.0,17.75,20.0,26.0,27.9,41,0.030945396044288823
45,2,14,7,14.100000000000001,17.0,21.0,25.25,29.9,62,0.029999053657613323
45,2,15,12,14.0,16.0,20.0,24.0,29.0,55,0.028958077032270275
45,2,16,10,12.100000000000001,16.75,20.5,25.0,27.0,55,0.03104003028295637
45,2,17,11,18.0,20.75,25.0,31.0,34.0,49,0.035014668306993464
45,2,18,14,18.1,25.0,30.0,38.0,43.699999999999996,63,0.041639065013721964
45,2,19,7,19.200000000000003,24.0,29.0,34.25,41.8,60,0.03917857480836567
45,2,20,12,15.3,20.75,25.0,30.0,36.0,57,0.03274344657897227
45,2,21,8,15.100000000000001,20.75,25.5,31.0,35.0,65,0.029620516702943123
45,2,22,10,15.0,18.75,25.0,31.0,35.9,43,0.028674174316267623
45,2,23,4,9.100000000000001,12.0,16.5,20.0,23.9,35,0.024226365098892776
45,3,0,1,5.0,7.0,9.0,12.0,15.0,23,0.02072489826819343
45,3,1,1,2.0,4.0,6.0,9.0,9.0,14,0.014762941232137786
45,3,2,2,2.0,3.0,4.0,5.0,6.4,7,0.009841960821425192
45,3,3,1,1.0,1.75,2.5,3.0,4.800000000000001,7,0.005961957036055645
45,3,4,1,1.3,2.0,2.5,3.0,4.700000000000001,6,0.004447809217374845
45,3,5,1,1.0,1.75,2.5,3.0,3.3,4,0.002176587489353648
45,3,6,1,2.0,2.0,3.5,5.0,6.0,11,0.002744392921358948
45,3,7,1,5.0,8.0,9.5,11.25,13.700000000000003,20,0.008327813002744391
45,3,8,7,16.0,19.0,25.0,29.0,35.0,40,0.02261758304154443
45,3,9,5,18.0,22.0,26.0,28.0,33.1,40,0.02413173086022523
45,3,10,8,11.0,15.0,18.0,20.25,23.0,30,0.02299611999621463
45,3,11,10,13.200000000000001,17.0,20.0,22.0,23.9,35,0.025078073246900725
45,3,12,14,17.0,19.0,21.0,25.25,28.0,35,0.029052711270937823
45,3,13,11,16.0,18.75,21.5,23.25,26.9,28,0.030945396044288823
45,3,14,10,16.0,18.0,21.0,24.25,29.0,35,0.029999053657613323
45,3,15,14,16.0,17.0,22.0,26.0,32.0,37,0.028958077032270275
45,3,16,10,15.0,16.75,22.0,26.25,28.0,37,0.03104003028295637
45,3,17,11,20.1,23.75,26.0,33.0,35.9,46,0.035014668306993464
45,3,18,18,25.1,27.75,35.0,40.0,43.0,49,0.041639065013721964
45,3,19,17,21.1,26.0,31.0,38.25,49.0,58,0.03917857480836567
45,3,20,15,18.1,23.5,30.0,38.0,44.8,58,0.03274344657897227
45,3,21,15,17.0,19.75,27.5,32.0,41.0,48,0.029620516702943123
45,3,22,9,16.200000000000003,21.75,29.0,37.5,44.8,49,0.028674174316267623
45,3,23,8,10.100000000000001,17.0,23.5,28.0,37.9,45,0.024226365098892776
45,4,0,4,7.1000000000000005,12.0,17.0,20.0,26.9,36,0.02072489826819343
45,4,1,4,6.0,7.0,9.5,13.25,17.60000000000001,24,0.014762941232137786
45,4,2,3,5.0,6.0,7.0,10.0,11.8,19,0.009841960821425192
45,4,3,1,1.9000000000000001,3.0,4.0,5.25,6.100000000000001,11,0.005961957036055645
45,4,4,2,2.3000000000000003,3.0,4.0,5.25,7.0,9,0.004447809217374845
45,4,5,1,1.0,1.5,3.0,4.5,5.6,7,0.002176587489353648
45,4,6,1,1.0,2.0,3.0,4.0,4.0,10,0.002744392921358948
45,4,7,2,3.1000000000000005,5.0,8.5,11.0,14.0,18,0.008327813002744391
45,4,8,9,13.0,14.25,17.5,21.75,24.9,31,0.02261758304154443
45,4,9,8,11.100000000000001,15.75,19.0,22.0,24.0,32,0.02413173086022523
45,4,10,8,13.0,16.0,18.5,21.25,25.9,36,0.02299611999621463
45,4,11,9,15.100000000000001,17.0,20.0,23.0,26.9,31,0.025078073246900725
45,4,12,7,16.0,18.0,22.0,25.0,32.8,43,0.029052711270937823
45,4,13,12,17.0,21.0,25.5,31.25,35.9,50,0.030945396044288823
45,4,14,12,19.0,21.0,24.5,29.0,33.0,45,0.029999053657613323
45,4,15,12,18.0,20.0,24.0,27.25,30.9,38,0.028958077032270275
45,4,16,15,17.0,22.0,27.0,32.0,35.0,42,0.03104003028295637
45,4,17,13,20.200000000000003,23.0,30.5,38.25,43.699999999999996,56,0.035014668306993464
45,4,18,19,28.0,33.75,41.0,48.25,53.0,68,0.041639065013721964
45,4,19,22,30.0,34.0,39.5,49.0,60.8,69,0.03917857480836567
45,4,20,18,22.0,26.0,31.5,40.25,48.39999999999999,63,0.03274344657897227
45,4,21,9,16.1,23.0,26.5,30.0,37.8,50,0.029620516702943123
45,4,22,14,19.1,23.0,28.5,34.25,41.9,59,0.028674174316267623
45,4,23,11,20.0,24.75,32.5,45.0,54.9,64,0.024226365098892776
45,5,0,10,20.0,24.75,34.0,44.0,51.8,68,0.02072489826819343
45,5,1,10,17.0,20.0,26.5,32.25,43.699999999999996,54,0.014762941232137786
45,5,2,5,12.0,16.75,19.5,24.0,27.0,40,0.009841960821425192
45,5,3,5,6.0,9.0,12.5,16.0,18.400000000000006,30,0.005961957036055645
45,5,4,3,4.0,6.0,9.0,10.0,14.0,16,0.004447809217374845
45,5,5,1,1.0,1.75,2.5,3.25,4.0,6,0.002176587489353648
45,5,6,1,1.0,1.0,2.0,3.5,5.0,7,0.002744392921358948
45,5,7,1,2.0,2.0,4.0,5.0,6.0,9,0.008327813002744391
45,5,8,2,3.3000000000000003,4.75,7.0,7.25,9.7,13,0.02261758304154443
45,5,9,6,8.0,9.0,12.0,14.0,16.0,20,0.02413173086022523
45,5,10,7,12.8,16.0,19.0,23.0,24.200000000000003,32,0.02299611999621463
45,5,11,8,18.0,20.0,24.0,29.0,33.0,38,0.025078073246900725
45,5,12,12,20.1,23.75,28.0,33.0,39.9,53,0.029052711270937823
45,5,13,16,23.1,28.0,31.5,37.0,42.9,58,0.030945396044288823
45,5,14,15,21.1,25.75,31.0,37.0,40.0,55,0.029999053657613323
45,5,15,18,20.200000000000003,25.0,30.0,36.0,40.9,52,0.028958077032270275
45,5,16,17,23.1,29.75,34.5,39.25,44.9,63,0.03104003028295637
45,5,17,23,28.0,32.0,36.5,45.0,50.8,68,0.035014668306993464
45,5,18,21,30.0,36.0,42.5,48.25,55.9,65,0.041639065013721964
45,5,19,25,30.0,34.0,40.5,50.75,60.9,86,0.03917857480836567
45,5,20,17,23.1,26.0,32.5,42.25,52.0,65,0.03274344657897227
45,5,21,17,20.0,24.0,31.5,37.25,40.9,56,0.029620516702943123
45,5,22,13,21.0,24.5,31.5,41.25,47.699999999999996,55,0.028674174316267623
45,5,23,10,22.1,29.0,34.0,43.0,49.8,60,0.024226365098892776
45,6,0,13,26.0,30.0,38.5,46.0,50.8,66,0.02072489826819343
45,6,1,9,18.0,26.0,33.0,42.0,44.0,47,0.014762941232137786
45,6,2,7,13.0,17.0,21.5,26.0,33.2,39,0.009841960821425192
45,6,3,5,8.8,10.25,14.0,18.0,24.1,29,0.005961957036055645
45,6,4,1,4.3,6.0,7.5,10.25,13.0,16,0.004447809217374845
45,6,5,1,1.4000000000000004,2.0,4.0,5.0,6.0,10,0.002176587489353648
45,6,6,1,1.0,1.75,3.0,3.25,4.0,5,0.002744392921358948
45,6,7,1,2.0,3.0,4.0,4.5,5.0,7,0.008327813002744391
45,6,8,1,3.0,4.0,5.0,6.0,7.0,12,0.02261758304154443
45,6,9,5,8.8,11.0,14.0,16.0,19.400000000000006,25,0.02413173086022523
45,6,10,8,11.0,15.0,19.0,21.5,24.0,35,0.02299611999621463
45,6,11,14,18.1,20.0,24.5,31.0,33.0,46,0.025078073246900725
45,6,12,7,17.1,22.0,27.5,34.0,39.0,48,0.029052711270937823
45,6,13,8,19.1,23.75,29.0,32.25,36.9,46,0.030945396044288823
45,6,14,13,15.100000000000001,20.75,27.0,32.25,34.9,51,0.029999053657613323
45,6,15,10,18.0,21.0,26.0,29.0,33.9,51,0.028958077032270275
45,6,16,7,19.0,22.0,28.0,34.0,36.9,48,0.03104003028295637
45,6,17,13,19.0,22.75,27.0,36.25,39.9,51,0.035014668306993464
45,6,18,12,18.1,25.5,28.5,35.25,40.9,50,0.041639065013721964
45,6,19,7,14.100000000000001,18.0,23.0,27.0,33.0,54,0.03917857480836567
45,6,20,2,12.0,15.75,20.0,23.0,27.0,46,0.03274344657897227
45,6,21,5,11.0,11.75,14.5,20.25,23.0,33,0.029620516702943123
45,6,22,5,8.0,10.0,11.5,14.25,19.0,26,0.028674174316267623
45,6,23,2,4.0,5.0,7.0,9.0,15.0,23,0.024226365098892776
48,0,0,54,67.2,78.0,87.0,107.0,157.8,272,0.2696129459638497
48,0,1,33,41.0,45.0,53.0,64.0,96.80000000000007,296,0.18018359042301504
48,0,2,24,27.0,30.0,36.0,44.0,71.80000000000003,391,0.1264313428598467
48,0,3,10,18.0,24.0,28.0,32.0,47.800000000000026,384,0.09075423488218037
48,0,4,15,19.0,22.0,28.0,37.0,50.20000000000002,312,0.0589571306898836
48,0,5,23,34.0,38.0,50.0,56.0,64.0,142,0.05753761710987035
48,0,6,30,69.6,80.0,95.0,108.0,116.80000000000001,142,0.11147913315037379
48,0,7,33,88.4,106.0,130.0,144.0,160.20000000000002,181,0.15898552096148386
48,0,8,55,109.6,134.0,148.0,163.0,181.8,190,0.19068799091511307
48,0,9,59,118.6,142.0,156.0,175.0,182.00000000000003,211,0.21425191634333302
48,0,10,102,131.6,148.0,156.0,169.0,181.8,214,0.22475631683543104
48,0,11,114,143.2,156.0,163.0,179.0,190.60000000000002,225,0.25579634711838745
48,0,12,113,148.4,156.0,168.0,181.0,199.8,226,0.2775622220119239
48,0,13,139,148.2,166.0,176.0,189.0,207.60000000000002,270,0.29402857954007755
48,0,14,140,167.0,175.0,194.0,210.0,225.60000000000002,341,0.29090564966404847
48,0,15,158,172.2,187.0,201.0,216.0,233.0,291,0.3078451783855399
48,0,16,154,184.4,202.0,222.0,242.0,251.8,342,0.3777798807608593
48,0,17,157,216.8,240.0,264.0,283.0,300.6,338,0.4434560423961389
48,0,18,170,241.0,263.0,285.0,314.0,343.20000000000005,402,0.48585218131920127
48,0,19,151,184.8,209.0,232.0,252.0,280.40000000000003,315,0.42027065392258917
48,0,20,125,191.0,217.0,237.0,267.0,300.00000000000006,331,0.3954764833916911
48,0,21,129,203.4,225.0,271.0,303.0,316.20000000000005,392,0.4835809595911801
48,0,22,103,142.2,191.0,248.0,268.0,295.0,321,0.5101731806567615
48,0,23,80,106.6,121.0,150.0,168.0,184.20000000000002,259,0.3880950127756222
48,1,0,44,65.6,74.0,85.0,103.0,122.20000000000002,198,0.2696129459638497
48,1,1,20,34.0,40.0,44.0,53.0,63.60000000000001,97,0.18018359042301504
48,1,2,14,17.0,24.0,28.0,34.0,40.40000000000001,62,0.1264313428598467
48,1,3,9,12.0,15.0,19.0,22.0,25.0,38,0.09075423488218037
48,1,4,7,11.0,15.0,17.0,22.0,26.0,37,0.0589571306898836
48,1,5,23,32.2,36.0,42.0,49.0,56.800000000000004,70,0.05753761710987035
48,1,6,40,67.0,79.0,102.0,109.0,121.40000000000003,134,0.11147913315037379
48,1,7,58,109.0,134.0,151.0,167.0,182.00000000000003,202,0.15898552096148386
48,1,8,104,137.0,152.0,170.0,184.0,209.00000000000003,247,0.19068799091511307
48,1,9,94,133.0,150.0,175.0,188.0,198.0,222,0.21425191634333302
48,1,10,127,142.0,160.0,169.0,187.0,203.60000000000002,231,0.22475631683543104
48,1,11,122,153.8,163.0,181.0,189.0,204.0,234,0.25579634711838745
48,1,12,114,154.0,171.0,185.0,205.0,213.8,242,0.2775622220119239
48,1,13,112,163.4,176.0,186.0,205.0,220.60000000000002,238,0.29402857954007755
48,1,14,126,173.2,193.0,211.0,222.0,233.0,268,0.29090564966404847
48,1,15,119,183.0,194.0,220.0,236.0,258.8,302,0.3078451783855399
48,1,16,150,221.6,238.0,267.0,287.0,306.6,354,0.3777798807608593
48,1,17,227,250.6,296.0,318.0,349.0,360.0,446,0.4434560423961389
48,1,18,224,272.4,314.0,360.0,399.0,471.20000000000005,657,0.48585218131920127
48,1,19,174,214.0,247.0,286.0,329.0,402.80000000000007,528,0.42027065392258917
48,1,20,174,234.2,271.0,310.0,372.0,404.0,612,0.3954764833916911
48,1,21,214,308.2,357.0,425.0,475.0,512.2,571,0.4835809595911801
48,1,22,145,260.6,325.0,389.0,461.0,496.40000000000003,538,0.5101731806567615
48,1,23,119,145.6,179.0,228.0,282.0,304.8,420,0.3880950127756222
48,2,0,65,81.1,93.75,114.0,129.0,147.9,210,0.2696129459638497
48,2,1,38,41.2,48.75,58.5,67.0,82.5,107,0.18018359042301504
48,2,2,17,23.200000000000003,29.0,35.0,40.0,47.699999999999996,77,0.1264313428598467
48,2,3,11,17.0,21.75,24.5,28.25,31.0,47,0.09075423488218037
48,2,4,7,12.0,14.5,17.5,21.25,25.0,31,0.0589571306898836
48,2,5,10,32.1,37.0,48.5,54.0,59.9,68,0.05753761710987035
48,2,6,22,72.60000000000001,89.75,101.0,116.25,129.8,154,0.11147913315037379
48,2,7,31,102.9,140.25,161.5,174.25,183.9,217,0.15898552096148386
48,2,8,47,147.0,159.75,178.5,200.0,207.0,237,0.19068799091511307
48,2,9,49,150.1,161.75,182.0,195.0,203.9,221,0.21425191634333302
48,2,10,86,147.2,161.75,173.0,186.0,200.7,225,0.22475631683543104
48,2,11,140,162.0,183.75,203.0,212.25,222.8,265,0.25579634711838745
48,2,12,160,177.1,193.25,216.5,231.75,253.8,324,0.2775622220119239
48,2,13,147,181.0,201.75,216.0,236.25,252.9,276,0.29402857954007755
48,2,14,145,177.0,195.75,203.0,225.0,241.9,352,0.29090564966404847
48,2,15,173,201.0,208.0,230.5,244.25,263.8,342,0.3078451783855399
48,2,16,199,235.3,265.75,287.0,308.5,343.59999999999997,408,0.3777798807608593
48,2,17,180,285.3,320.75,356.0,379.75,406.8,476,0.4434560423961389
48,2,18,220,302.0,343.0,367.5,427.5,514.0,571,0.48585218131920127
48,2,19,195,257.4,288.5,321.5,353.5,408.6,506,0.42027065392258917
48,2,20,192,240.3,289.0,331.5,371.5,408.0,531,0.3954764833916911
48,2,21,195,317.3,341.75,426.0,467.25,496.9,610,0.4835809595911801
48,2,22,191,343.8,375.5,458.5,492.25,527.8,558,0.5101731806567615
48,2,23,132,200.0,227.5,273.0,340.25,377.9,424,0.3880950127756222
48,3,0,63,103.3,124.75,140.0,159.75,199.39999999999998,268,0.2696129459638497
48,3,1,37,53.1,62.0,79.0,89.0,107.8,151,0.18018359042301504
48,3,2,15,36.1,43.0,50.0,57.25,62.0,122,0.1264313428598467
48,3,3,18,24.1,30.0,34.0,40.5,46.0,88,0.09075423488218037
48,3,4,10,18.1,20.75,25.0,30.0,34.0,67,0.0589571306898836
48,3,5,20,36.0,43.75,49.0,60.25,67.0,86,0.05753761710987035
48,3,6,34,76.2,92.5,112.5,126.0,132.0,177,0.11147913315037379
48,3,7,51,123.3,137.75,162.5,180.25,195.0,209,0.15898552096148386
48,3,8,79,152.2,169.0,186.5,205.25,221.9,239,0.19068799091511307
48,3,9,79,159.4,172.75,188.5,204.0,220.7,239,0.21425191634333302
48,3,10,104,157.1,163.25,171.5,190.25,205.7,292,0.22475631683543104
48,3,11,117,157.2,168.75,182.5,198.25,218.1,271,0.25579634711838745
48,3,12,133,165.1,175.0,190.0,205.25,223.9,330,0.2775622220119239
48,3,13,165,177.1,190.75,206.5,220.0,231.6,305,0.29402857954007755
48,3,14,147,186.0,197.5,210.5,237.75,258.8,274,0.29090564966404847
48,3,15,173,200.1,210.75,234.0,249.75,276.59999999999997,328,0.3078451783855399
48,3,16,198,240.4,264.75,291.0,321.5,340.0,389,0.3777798807608593
48,3,17,208,290.1,313.5,348.5,399.25,424.4,493,0.4434560423961389
48,3,18,235,332.6,371.25,416.5,465.5,495.7,557,0.48585218131920127
48,3,19,217,263.3,295.0,327.0,368.75,431.3,545,0.42027065392258917
48,3,20,213,278.5,300.25,347.5,386.25,458.5,486,0.3954764833916911
48,3,21,255,323.1,391.75,436.5,474.75,536.8,607,0.4835809595911801
48,3,22,217,351.4,398.0,485.0,519.25,564.7,614,0.5101731806567615
48,3,23,157,238.1,279.75,366.5,419.75,470.59999999999997,581,0.3880950127756222
48,4,0,89,144.4,173.25,227.5,260.0,302.79999999999995,379,0.2696129459638497
48,4,1,58,87.0,107.75,120.0,138.75,156.0,367,0.18018359042301504
48,4,2,33,60.0,68.75,80.0,87.0,95.9,227,0.1264313428598467
48,4,3,30,37.1,45.25,52.0,57.25,64.9,182,0.09075423488218037
48,4,4,22,27.1,33.0,38.0,48.75,63.9,124,0.0589571306898836
48,4,5,22,31.3,43.0,48.5,58.5,65.8,95,0.05753761710987035
48,4,6,30,71.1,83.5,91.5,105.0,112.69999999999999,142,0.11147913315037379
48,4,7,52,89.5,106.75,126.5,144.5,154.0,189,0.15898552096148386
48,4,8,81,112.4,127.75,149.0,161.75,173.6,210,0.19068799091511307
48,4,9,107,132.2,144.75,151.0,169.25,181.9,190,0.21425191634333302
48,4,10,123,139.1,151.75,167.5,179.25,195.6,240,0.22475631683543104
48,4,11,137,162.1,171.0,180.0,193.25,203.9,227,0.25579634711838745
48,4,12,149,155.1,172.5,180.5,199.5,212.39999999999998,237,0.2775622220119239
48,4,13,155,170.3,181.75,193.0,213.0,228.8,268,0.29402857954007755
48,4,14,165,179.3,201.75,215.5,237.25,246.5,299,0.29090564966404847
48,4,15,166,203.1,215.75,242.0,270.0,289.0,320,0.3078451783855399
48,4,16,224,234.2,258.75,284.0,309.0,337.3,392,0.3777798807608593
48,4,17,249,289.1,309.5,334.5,375.75,397.9,503,0.4434560423961389
48,4,18,280,329.1,365.25,404.5,449.5,539.0,608,0.48585218131920127
48,4,19,249,291.4,325.5,355.0,404.25,454.4,615,0.42027065392258917
48,4,20,234,251.2,270.5,290.0,342.25,383.9,456,0.3954764833916911
48,4,21,277,320.6,345.0,382.0,416.0,463.2,554,0.4835809595911801
48,4,22,295,372.1,395.75,439.0,470.0,508.3,590,0.5101731806567615
48,4,23,213,304.1,350.75,416.0,463.5,511.8,621,0.3880950127756222
48,5,0,160,247.70000000000002,304.75,358.0,404.75,462.0,588,0.2696129459638497
48,5,1,120,194.5,243.75,277.0,313.0,352.9,465,0.18018359042301504
48,5,2,96,162.5,184.75,208.0,237.25,258.8,325,0.1264313428598467
48,5,3,79,121.0,131.25,152.0,174.5,193.7,251,0.09075423488218037
48,5,4,46,60.1,69.0,84.0,97.0,120.49999999999997,152,0.0589571306898836
48,5,5,21,25.0,29.75,35.5,38.25,48.8,57,0.05753761710987035
48,5,6,25,37.2,41.0,49.0,55.0,61.9,72,0.11147913315037379
48,5,7,37,48.0,52.0,59.5,66.0,72.9,98,0.15898552096148386
48,5,8,69,84.0,91.5,100.0,112.25,126.9,135,0.19068799091511307
48,5,9,101,119.1,130.75,148.5,162.25,175.9,194,0.21425191634333302
48,5,10,133,157.70000000000002,174.0,187.5,201.5,215.5,236,0.22475631683543104
48,5,11,181,199.4,211.0,235.5,259.25,287.8,311,0.25579634711838745
48,5,12,187,232.5,260.5,283.0,312.25,325.9,394,0.2775622220119239
48,5,13,217,247.5,272.0,310.0,351.5,372.8,448,0.29402857954007755
48,5,14,193,205.4,219.5,235.0,267.25,283.6,366,0.29090564966404847
48,5,15,187,231.0,249.0,271.5,306.25,333.5,371,0.3078451783855399
48,5,16,278,311.2,334.0,375.0,394.5,427.4,453,0.3777798807608593
48,5,17,310,342.4,374.0,408.0,450.0,479.09999999999997,545,0.4434560423961389
48,5,18,304,342.0,378.5,416.5,466.5,500.59999999999997,580,0.48585218131920127
