station_id,timestamp,outflow,inflow
5679.08,2024-03-14 18:00:00,0,1
5679.08,2024-04-17 08:00:00,0,1
5679.08,2024-05-11 11:00:00,0,1
5679.08,2024-05-21 08:00:00,0,1
5687.04,2024-02-23 09:00:00,0,1
5687.04,2024-05-08 16:00:00,0,2
5687.04,2024-05-22 17:00:00,0,1
5696.03,2024-03-15 09:00:00,0,1
5696.03,2024-04-19 09:00:00,0,1
5696.03,2024-05-07 09:00:00,0,1
5696.03,2024-05-14 17:00:00,0,1
5712.12,2024-01-05 15:00:00,0,1
5712.12,2024-01-25 18:00:00,0,1
5712.12,2024-04-08 16:00:00,0,1
5712.12,2024-04-09 18:00:00,0,1
5712.12,2024-04-29 16:00:00,0,1
5712.12,2024-05-01 16:00:00,0,1
5712.12,2024-05-06 16:00:00,0,1
5712.12,2024-05-17 15:00:00,0,1
5712.12,2024-05-20 16:00:00,0,1
5712.12,2024-05-21 16:00:00,0,1
5712.12,2024-05-28 16:00:00,0,1
5721.07,2024-02-27 10:00:00,0,1
5721.07,2024-05-01 10:00:00,0,1
5721.14,2024-04-20 18:00:00,0,1
5730.08,2024-04-08 19:00:00,0,1
5730.08,2024-05-22 08:00:00,0,1
5746.14,2024-04-17 09:00:00,1,0
5772.05,2024-03-07 09:00:00,0,1
5772.05,2024-05-17 17:00:00,1,0
5779.11,2024-04-01 17:00:00,0,1
5779.11,2024-04-10 17:00:00,0,1
5779.11,2024-05-18 17:00:00,0,1
5779.11,2024-05-30 23:00:00,0,1
5805.07,2024-03-31 11:00:00,0,1
5805.07,2024-04-07 20:00:00,0,2
5838.09,2024-02-21 18:00:00,0,1
5847.01,2024-04-20 16:00:00,0,1
5872.10,2024-05-29 07:00:00,0,1
5880.02,2024-03-28 11:00:00,0,1
5905.12,2024-02-01 10:00:00,0,1
5905.14,2024-05-10 10:00:00,0,1
5914.08,2024-04-27 12:00:00,0,1
5964.01,2024-04-06 14:00:00,0,1
5980.07,2024-03-12 15:00:00,0,1
5989.02,2024-01-08 10:00:00,0,1
6022.04,2024-04-10 19:00:00,0,1
6022.04,2024-04-29 14:00:00,0,1
6022.04,2024-05-13 18:00:00,0,1
6030.04,2024-05-20 12:00:00,0,1
6039.06,2024-05-31 10:00:00,0,1
6072.06,2024-01-27 16:00:00,0,1
6072.11,2024-03-26 09:00:00,0,1
6072.11,2024-03-27 09:00:00,0,1
6072.11,2024-03-28 08:00:00,0,1
6072.11,2024-04-04 08:00:00,0,1
6072.11,2024-04-05 09:00:00,0,1
6072.11,2024-04-09 08:00:00,0,1
6072.11,2024-04-10 09:00:00,0,1
6072.11,2024-04-12 08:00:00,0,1
6072.11,2024-04-16 08:00:00,0,1
6072.11,2024-04-17 08:00:00,0,1
6072.11,2024-04-18 08:00:00,0,1
6072.11,2024-04-19 08:00:00,0,1
6072.11,2024-04-22 09:00:00,0,1
6072.11,2024-04-23 08:00:00,0,1
6072.11,2024-04-24 08:00:00,0,1
6072.11,2024-04-25 09:00:00,0,1
6072.11,2024-04-26 09:00:00,0,1
6072.11,2024-04-29 07:00:00,0,1
6072.11,2024-04-29 09:00:00,0,1
6072.11,2024-04-30 08:00:00,0,1
6072.11,2024-05-01 08:00:00,0,1
6072.11,2024-05-02 08:00:00,0,1
6072.11,2024-05-03 08:00:00,0,1
6072.11,2024-05-06 09:00:00,0,1
6072.11,2024-05-07 08:00:00,0,1
6072.11,2024-05-08 09:00:00,0,1
6072.11,2024-05-09 08:00:00,0,1
6072.11,2024-05-10 08:00:00,0,1
6072.11,2024-05-13 08:00:00,0,1
6072.11,2024-05-14 08:00:00,0,1
6072.11,2024-05-15 08:00:00,0,1
6072.11,2024-05-16 08:00:00,0,1
6072.11,2024-05-17 08:00:00,0,1
6072.11,2024-05-17 11:00:00,0,1
6072.11,2024-05-21 08:00:00,0,1
6072.11,2024-05-22 09:00:00,0,1
6072.11,2024-05-28 09:00:00,0,1
6072.11,2024-05-29 11:00:00,0,1
6072.11,2024-05-30 08:00:00,0,1
6072.11,2024-05-31 09:00:00,0,1
6072.11,2024-05-31 10:00:00,0,1
6072.16,2024-03-10 13:00:00,0,1
6089.07,2024-04-17 09:00:00,0,1
6098.12,2024-04-20 18:00:00,1,0
6122.09,2024-04-29 09:00:00,0,1
6148.02,2024-03-13 09:00:00,0,1
6148.02,2024-05-20 18:00:00,0,1
6157.04,2024-02-07 07:00:00,0,1
6157.04,2024-02-08 08:00:00,0,1
6157.04,2024-02-12 08:00:00,0,1
6157.04,2024-02-15 08:00:00,0,1
6157.04,2024-02-16 08:00:00,0,1
6157.04,2024-02-23 08:00:00,0,1
6157.04,2024-02-23 09:00:00,0,1
6157.04,2024-02-27 07:00:00,0,1
6157.04,2024-02-28 07:00:00,0,1
6157.04,2024-02-29 07:00:00,0,1
6157.04,2024-03-01 07:00:00,0,1
6157.04,2024-03-26 11:00:00,0,1
6157.04,2024-04-02 08:00:00,0,1
6157.04,2024-04-04 08:00:00,0,1
6157.04,2024-04-05 07:00:00,0,1
6157.04,2024-04-07 11:00:00,0,1
6157.04,2024-04-08 08:00:00,0,1
6157.04,2024-04-16 09:00:00,0,1
6157.04,2024-05-06 08:00:00,0,1
6157.04,2024-05-07 08:00:00,0,1
6157.04,2024-05-08 08:00:00,0,1
6157.04,2024-05-09 08:00:00,0,1
6157.04,2024-05-22 10:00:00,0,1
6157.04,2024-05-23 18:00:00,0,1
6157.04,2024-05-28 09:00:00,0,1
6157.04,2024-05-29 08:00:00,0,1
6157.04,2024-05-30 08:00:00,0,1
6157.04,2024-05-31 08:00:00,0,1
6173.08,2024-04-27 15:00:00,0,1
6190.03,2024-02-07 09:00:00,0,1
6224.03,2024-05-23 13:00:00,0,1
6233.04,2024-05-04 11:00:00,0,2
6233.04,2024-05-20 13:00:00,0,1
6233.05,2024-02-09 09:00:00,0,1
6233.05,2024-02-14 08:00:00,0,1
6233.05,2024-02-20 08:00:00,0,1
6233.05,2024-02-21 09:00:00,0,1
6233.05,2024-02-26 07:00:00,0,1
6233.05,2024-05-21 10:00:00,0,2
6233.05,2024-05-23 11:00:00,0,1
6289.06,2024-05-18 17:00:00,1,0
6297.07,2024-03-15 18:00:00,0,1
6297.07,2024-05-22 11:00:00,0,1
6303.01,2024-01-04 09:00:00,0,1
6303.01,2024-02-29 09:00:00,0,1
6306.01,2024-04-06 14:00:00,0,1
6306.06,2024-04-27 11:00:00,0,2
6322.01,2024-04-30 07:00:00,1,0
6331.01,2024-05-20 12:00:00,1,0
6364.07,2024-05-23 12:00:00,0,1
6389.09,2024-04-29 14:00:00,0,1
6398.06,2024-05-23 11:00:00,0,1
6398.06,2024-05-29 08:00:00,0,1
6398.08,2024-01-17 12:00:00,0,1
6398.08,2024-03-13 14:00:00,0,1
6422.09,2024-02-23 22:00:00,0,1
6425.04,2024-02-21 07:00:00,0,1
6425.04,2024-03-18 07:00:00,0,1
6425.04,2024-04-17 08:00:00,1,0
6425.04,2024-04-25 09:00:00,0,1
6425.04,2024-05-13 07:00:00,0,1
6425.04,2024-05-14 08:00:00,0,1
6425.04,2024-05-16 08:00:00,0,1
6425.04,2024-05-17 08:00:00,0,1
6425.04,2024-05-20 08:00:00,0,1
6425.04,2024-05-21 08:00:00,0,1
6432.10,2024-04-25 08:00:00,0,1
6432.10,2024-05-31 07:00:00,0,1
6432.11,2024-01-02 07:00:00,0,1
6432.11,2024-01-03 08:00:00,0,1
6432.11,2024-01-03 09:00:00,0,1
6432.11,2024-01-04 07:00:00,0,1
6432.11,2024-01-04 09:00:00,0,1
6432.11,2024-01-05 07:00:00,0,1
6432.11,2024-01-06 11:00:00,0,1
6432.11,2024-01-08 08:00:00,0,1
6432.11,2024-01-09 06:00:00,0,1
6432.11,2024-01-09 09:00:00,0,1
6432.11,2024-01-10 10:00:00,0,1
6432.11,2024-01-11 07:00:00,0,1
6432.11,2024-01-11 09:00:00,0,1
