dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1703980800,2023-12-31 00:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,6.53,10000,1.26,3.19,5.97,7.08,1007,,,69,5.14,300,,,,,,40,802,Clouds,scattered clouds,03n
1703984400,2023-12-31 01:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.81,10000,-0.6,1.16,4.87,6.2,1008,,,63,8.23,300,11.32,,,,,75,803,Clouds,broken clouds,04n
1703988000,2023-12-31 02:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.45,10000,-1.49,1.83,4.49,6.08,1008,,,60,5.14,320,,,,,,0,800,Clear,sky is clear,01n
1703991600,2023-12-31 03:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.92,10000,-1.54,1.17,3.44,5.86,1009,,,62,5.14,310,,,,,,0,800,Clear,sky is clear,01n
1703995200,2023-12-31 04:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.34,10000,-1.46,0.7,2.87,4.99,1010,,,65,4.63,310,,,,,,75,803,Clouds,broken clouds,04n
1703998800,2023-12-31 05:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.18,10000,-1.41,0.24,2.87,4.86,1010,,,66,5.14,330,,0.25,,,,75,500,Rain,light rain,10n
1704002400,2023-12-31 06:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.42,10000,-1.39,0.31,3.42,4.99,1011,,,65,5.66,310,,,,,,100,804,Clouds,overcast clouds,04n
1704006000,2023-12-31 07:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.62,10000,-1.99,0.56,3.77,5.08,1012,,,61,5.66,320,,,,,,100,804,Clouds,overcast clouds,04n
1704009600,2023-12-31 08:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.63,10000,-2.58,0.57,3.87,5.08,1013,,,58,5.66,310,,,,,,100,804,Clouds,overcast clouds,04n
1704013200,2023-12-31 09:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.29,10000,-2.86,-0.66,3.77,4.86,1013,,,58,7.72,310,10.8,,,,,100,804,Clouds,overcast clouds,04n
1704016800,2023-12-31 10:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.29,10000,-3.28,-0.29,3.77,4.86,1013,,,56,6.71,320,,,,,,100,804,Clouds,overcast clouds,04n
1704020400,2023-12-31 11:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.06,10000,-3.05,-1.29,3.44,4.43,1014,,,58,8.75,300,,,,,,100,804,Clouds,overcast clouds,04n
1704024000,2023-12-31 12:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,3.92,10000,-3.38,-0.08,3.21,4.43,1014,,,57,5.14,310,,,,,,40,802,Clouds,scattered clouds,03n
1704027600,2023-12-31 13:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.09,10000,-3.24,-0.33,2.83,4.86,1015,,,57,6.17,320,10.29,0.25,,,,75,500,Rain,light rain,10d
1704031200,2023-12-31 14:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.61,10000,-2.8,0.55,3.87,5.11,1016,,,57,5.66,310,,,,,,100,804,Clouds,overcast clouds,04d
1704034800,2023-12-31 15:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.22,10000,-2.51,1.11,4.3,6.08,1016,,,56,6.17,320,,,,,,100,804,Clouds,overcast clouds,04d
1704038400,2023-12-31 16:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.35,10000,-2.61,1.07,4.86,6.08,1016,,,55,6.71,310,,,,,,100,804,Clouds,overcast clouds,04d
1704042000,2023-12-31 17:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.49,10000,-2.5,1.25,4.86,6.08,1015,,,55,6.71,320,,,,,,100,804,Clouds,overcast clouds,04d
1704045600,2023-12-31 18:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.52,10000,-2.69,1.92,4.86,6.08,1015,,,54,5.14,310,,,,,,100,804,Clouds,overcast clouds,04d
1704049200,2023-12-31 19:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.43,10000,-2.55,1.81,4.86,6.1,1015,,,55,5.14,270,8.75,,,,,100,804,Clouds,overcast clouds,04d
1704052800,2023-12-31 20:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.65,10000,-2.81,2.33,4.88,6.1,1015,,,53,4.63,280,,,,,,100,804,Clouds,overcast clouds,04d
1704056400,2023-12-31 21:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.65,10000,-2.58,2.33,4.88,6.1,1015,,,54,4.63,290,,,,,,100,804,Clouds,overcast clouds,04d
1704060000,2023-12-31 22:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.63,10000,-2.6,1.83,4.87,6.1,1015,,,54,5.66,310,,,,,,100,804,Clouds,overcast clouds,04n
1704063600,2023-12-31 23:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.63,10000,-2.6,2.3,4.87,6.1,1016,,,54,4.63,330,,,,,,100,804,Clouds,overcast clouds,04n
1704067200,2024-01-01 00:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.64,10000,-2.59,3.21,4.87,6.1,1016,,,54,3.09,270,,,,,,100,804,Clouds,overcast clouds,04n
1704070800,2024-01-01 01:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.77,10000,-2.71,3.04,4.55,6.24,1016,,,53,3.6,260,0,,,,,100,804,Clouds,overcast clouds,04n
1704074400,2024-01-01 02:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.59,10000,-2.2,2.82,4.87,6.1,1016,,,56,3.6,250,0,,,,,100,804,Clouds,overcast clouds,04n
1704078000,2024-01-01 03:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.75,10000,-1.65,3.01,4.32,6.24,1016,,,58,3.6,260,0,0.25,,,,100,500,Rain,light rain,10n
1704081600,2024-01-01 04:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.81,10000,-1.6,3.09,4.55,6.24,1016,,,58,3.6,250,0,,,,,100,804,Clouds,overcast clouds,04n
1704085200,2024-01-01 05:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.75,10000,-1.44,2.53,4.55,6.59,1016,,,59,4.47,300,7.15,0.12,,,,100,500,Rain,light rain,10n
1704088800,2024-01-01 06:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.43,10000,-1.51,2.32,4.28,6.08,1016,,,60,4.12,260,,0.14,,,,100,500,Rain,light rain,10n
1704092400,2024-01-01 07:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.45,10000,-1.1,2.35,4.32,6.1,1016,,,62,4.12,270,,,,,,100,804,Clouds,overcast clouds,04n
1704096000,2024-01-01 08:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.05,10000,-1.05,1.85,3.87,5.86,1016,,,64,4.12,270,,,,,,100,804,Clouds,overcast clouds,04n
1704099600,2024-01-01 09:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.87,10000,-1.01,2.28,3.78,5.55,1016,,,65,3.1,280,0,,,,,100,804,Clouds,overcast clouds,04n
1704103200,2024-01-01 10:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.6,10000,-0.7,2.8,3.44,5.55,1015,,,68,2.1,250,0,,,,,75,803,Clouds,broken clouds,04n
1704106800,2024-01-01 11:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.74,10000,-0.23,1.78,3.77,5.55,1016,,,70,3.6,290,0,,,,,100,500,Rain,light rain,10n
1704110400,2024-01-01 12:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,3.92,10000,0.44,0.78,2.83,4.89,1016,,,78,3.6,310,0,0.59,,,,100,500,Rain,light rain,10n
1704114000,2024-01-01 13:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,3.94,10000,0.98,1.49,2.83,4.89,1017,,,81,2.68,287,2.68,0.27,,,,100,500,Rain,light rain,10d
1704117600,2024-01-01 14:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.22,10000,1.08,1.89,3.38,4.88,1017,,,80,2.6,0,0,0.28,,,,100,500,Rain,light rain,10d
1704121200,2024-01-01 15:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.94,10000,0.89,2.36,4.32,5.86,1017,,,75,3.1,360,0,0.38,0.39,,,100,500,Rain,light rain,10d
1704124800,2024-01-01 16:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,6.05,10000,1,2.59,4.93,6.86,1017,,,70,5.14,290,15.43,,,,,40,802,Clouds,scattered clouds,03d
1704128400,2024-01-01 17:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,6.88,10000,0.55,5.47,5.99,7.86,1016,,,64,2.1,0,0,,,,,0,800,Clear,sky is clear,01d
1704132000,2024-01-01 18:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,7.52,10000,0.26,6.77,6.53,8.08,1016,,,60,1.54,0,,,,,,75,803,Clouds,broken clouds,04d
1704135600,2024-01-01 19:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,7.04,10000,-0.37,4.89,6.53,7.89,1016,,,59,3.1,310,0,,,,,75,803,Clouds,broken clouds,04d
1704139200,2024-01-01 20:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,7.6,10000,-0.54,5.91,6.53,8.18,1017,,,56,2.6,0,0,,,,,100,804,Clouds,overcast clouds,04d
1704142800,2024-01-01 21:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,7.29,10000,-0.37,5.17,5.97,8.08,1017,,,58,3.13,24,4.47,,,,,100,804,Clouds,overcast clouds,04d
1704146400,2024-01-01 22:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,6.8,10000,-0.57,4.3,5.87,7.34,1017,,,59,3.58,30,7.15,,,,,100,804,Clouds,overcast clouds,04n
1704150000,2024-01-01 23:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,6.1,10000,-1.15,3.45,4.87,6.86,1018,,,59,3.58,327,5.36,,,,,0,800,Clear,sky is clear,01n
1704153600,2024-01-02 00:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.54,10000,-1.41,1.31,4.28,6.1,1018,,,60,6.71,325,8.05,,,,,0,800,Clear,sky is clear,01n
1704157200,2024-01-02 01:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.03,10000,-1.64,1.83,3.78,5.86,1018,,,61,4.12,340,,,,,,20,801,Clouds,few clouds,02n
1704160800,2024-01-02 02:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.26,10000,-1.9,0.45,2.87,4.99,1019,,,63,4.92,340,6.71,,,,,0,800,Clear,sky is clear,01n
1704164400,2024-01-02 03:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,3.37,10000,-2.46,-0.66,2.08,4.43,1019,,,64,4.92,298,4.92,,,,,0,800,Clear,sky is clear,01n
1704168000,2024-01-02 04:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,2.66,10000,-2.52,-1.66,1.22,3.32,1019,,,67,5.14,330,,,,,,0,800,Clear,sky is clear,01n
1704171600,2024-01-02 05:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,1.78,10000,-2.91,-2.39,0.48,2.68,1019,,,69,4.47,5,5.81,,,,,0,800,Clear,sky is clear,01n
1704175200,2024-01-02 06:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,1.09,10000,-3.33,-3.24,-0.13,2.08,1019,,,70,4.47,15,6.71,,,,,0,800,Clear,sky is clear,01n
1704178800,2024-01-02 07:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,0.33,10000,-4.15,-3.96,-0.51,0.99,1019,,,69,4.12,340,,,,,,0,800,Clear,sky is clear,01n
1704182400,2024-01-02 08:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,-0.17,10000,-4.6,-5.08,-1.22,0.98,1019,,,69,4.92,9,7.15,,,,,0,800,Clear,sky is clear,01n
1704186000,2024-01-02 09:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,-0.64,10000,-5.22,-6.17,-1.82,-0.01,1019,,,68,5.81,310,8.05,,,,,0,800,Clear,sky is clear,01n
1704189600,2024-01-02 10:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,-1.06,10000,-5.8,-6.45,-2.32,-0.57,1019,,,67,5.36,355,7.6,,,,,0,800,Clear,sky is clear,01n
1704193200,2024-01-02 11:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,-1.24,10000,-5.97,-7.77,-2.34,-0.92,1020,,,67,7.6,38,8.94,,,,,0,800,Clear,sky is clear,01n
1704196800,2024-01-02 12:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,-1.57,10000,-6.12,-6.54,-2.34,-1.12,1020,,,68,4.47,47,6.71,,,,,0,800,Clear,sky is clear,01n
1704200400,2024-01-02 13:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,-1.48,10000,-6.03,-5.8,-2.17,-1.07,1020,,,68,3.6,350,0,,,,,0,800,Clear,sky is clear,01d
1704204000,2024-01-02 14:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,-0.86,10000,-5.78,-5.43,-1.25,0.11,1020,,,66,4.12,340,,,,,,0,800,Clear,sky is clear,01d
1704207600,2024-01-02 15:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,0.24,10000,-5.67,-4.4,-0.14,1.58,1020,,,61,4.63,320,,,,,,0,800,Clear,sky is clear,01d
1704211200,2024-01-02 16:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,1.43,10000,-5.46,-2.61,0.93,2.89,1020,,,57,4.12,250,,,,,,0,500,Rain,light rain,10d
1704214800,2024-01-02 17:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,2.96,10000,-5.03,-1.02,2.08,3.86,1018,,,53,4.63,310,,0.25,,,,0,500,Rain,light rain,10d
1704218400,2024-01-02 18:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.06,10000,-5.04,0.35,3.43,4.93,1017,,,49,4.63,320,,0.51,,,,0,500,Rain,light rain,10d
1704222000,2024-01-02 19:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.98,10000,-4.77,2.41,4.23,6.2,1017,,,47,3.1,320,0,0.25,,,,0,500,Rain,light rain,10d
1704225600,2024-01-02 20:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.69,10000,-4.97,2.38,5.05,6.76,1016,,,44,4.63,320,,,,,,0,800,Clear,sky is clear,01d
1704229200,2024-01-02 21:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.65,10000,-4.74,2.33,5.11,6.2,1016,,,45,4.63,310,,,,,,0,800,Clear,sky is clear,01d
1704232800,2024-01-02 22:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.23,10000,-4.32,2.38,4,5.86,1016,,,48,3.6,340,0,,,,,0,800,Clear,sky is clear,01n
1704236400,2024-01-02 23:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.16,10000,-4.38,2.94,3.38,5.86,1017,,,48,2.68,327,4.02,,,,,0,800,Clear,sky is clear,01n
1704240000,2024-01-03 00:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.15,10000,-4.15,1.21,3.42,5.86,1017,,,49,5.7,300,0,,,,,0,800,Clear,sky is clear,01n
1704243600,2024-01-03 01:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.02,10000,-4.01,1.3,2.27,5.86,1017,,,50,5.14,310,,,,,,0,800,Clear,sky is clear,01n
1704247200,2024-01-03 02:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.37,10000,-3.86,0.74,2.27,4.99,1017,,,53,4.63,300,,,,,,0,800,Clear,sky is clear,01n
1704250800,2024-01-03 03:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.12,10000,-3.85,0.42,1.87,4.99,1017,,,54,4.63,310,,,,,,0,800,Clear,sky is clear,01n
1704254400,2024-01-03 04:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,3.81,10000,-3.89,0.65,2.11,4.43,1017,,,55,3.6,310,0,,,,,0,800,Clear,sky is clear,01n
1704258000,2024-01-03 05:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,3.05,10000,-3.7,-0.28,0.87,3.88,1016,,,59,3.6,270,0,,,,,0,800,Clear,sky is clear,01n
1704261600,2024-01-03 06:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,2.73,10000,-3.19,-1.3,1.16,3.32,1016,,,63,4.63,300,,,,,,0,800,Clear,sky is clear,01n
1704265200,2024-01-03 07:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,2.18,10000,-3.1,-2.26,0.61,2.86,1016,,,66,5.14,300,,,,,,0,800,Clear,sky is clear,01n
1704268800,2024-01-03 08:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,1.76,10000,-3.1,-3.31,-0.13,2.21,1016,,,68,6.2,300,0,,,,,0,800,Clear,sky is clear,01n
1704272400,2024-01-03 09:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,1.52,10000,-3.31,-3.21,-0.13,2.09,1016,,,68,5.36,41,7.6,,,,,0,800,Clear,sky is clear,01n
1704276000,2024-01-03 10:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,1.27,10000,-3.35,-3.67,0.05,1.86,1016,,,69,5.66,310,,,,,,0,800,Clear,sky is clear,01n
1704279600,2024-01-03 11:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,1.5,10000,-3.5,-3,0.05,2.08,1017,,,67,4.92,335,9.39,,,,,0,800,Clear,sky is clear,01n
1704283200,2024-01-03 12:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,1.61,10000,-3.58,-2.86,0.61,2.1,1017,,,66,4.92,331,5.36,,,,,0,800,Clear,sky is clear,01n
1704286800,2024-01-03 13:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,1.79,10000,-3.25,-2.16,-0.13,2.21,1018,,,67,4.12,250,,,,,,0,800,Clear,sky is clear,01d
1704290400,2024-01-03 14:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,2.05,10000,-3.21,-1.49,0.87,2.86,1018,,,66,3.6,250,,,,,,0,800,Clear,sky is clear,01d
1704294000,2024-01-03 15:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,3.12,10000,-3.05,-1.09,2.64,3.86,1018,,,62,5.14,300,,0.25,,,,0,500,Rain,light rain,10d
1704297600,2024-01-03 16:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.19,10000,-2.74,1.11,3.75,5.11,1017,,,59,3.6,300,,,,,,0,800,Clear,sky is clear,01d
1704301200,2024-01-03 17:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.17,10000,-2.55,1.73,4.3,6,1017,,,56,4.63,340,,,,,,0,800,Clear,sky is clear,01d
1704304800,2024-01-03 18:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.84,10000,-2.43,2.56,5.42,6.86,1016,,,54,4.63,320,,,,,,100,804,Clouds,overcast clouds,04d
1704308400,2024-01-03 19:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.77,10000,-2.27,2.24,4.87,6.08,1016,,,55,5.14,290,,,,,,100,804,Clouds,overcast clouds,04d
1704312000,2024-01-03 20:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.33,10000,-2.42,2.2,4.3,6.08,1015,,,56,4.12,310,,,,,,100,804,Clouds,overcast clouds,04d
1704315600,2024-01-03 21:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.79,10000,-2.45,1.53,3.87,5.09,1015,,,58,4.12,330,,,,,,100,804,Clouds,overcast clouds,04d
1704319200,2024-01-03 22:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.44,10000,-2.53,0.82,3.87,4.99,1016,,,59,4.63,330,,,,,,100,804,Clouds,overcast clouds,04n
1704322800,2024-01-03 23:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.44,10000,-2.53,1.77,3.87,4.99,1016,,,59,3.09,250,19.03,,,,,100,804,Clouds,overcast clouds,04n
1704326400,2024-01-04 00:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.44,10000,-2.53,1.77,3.87,4.99,1016,,,59,3.09,260,,,,,,100,804,Clouds,overcast clouds,04n
1704330000,2024-01-04 01:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.2,10000,-2.53,0.52,3.44,4.86,1016,,,60,4.63,300,,,,,,100,804,Clouds,overcast clouds,04n
1704333600,2024-01-04 02:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.11,10000,-2.61,1.37,3.44,4.86,1016,,,60,3.09,330,,,,,,100,804,Clouds,overcast clouds,04n
1704337200,2024-01-04 03:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.04,10000,-2.47,0.93,3.44,4.43,1016,,,61,3.6,250,,,,,,100,804,Clouds,overcast clouds,04n
1704340800,2024-01-04 04:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.03,10000,-2.48,0.6,3.44,4.43,1016,,,61,4.12,330,,,,,,100,804,Clouds,overcast clouds,04n
1704344400,2024-01-04 05:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,3.97,10000,-2.34,0.84,3.21,4.43,1016,,,62,3.6,290,,,,,,100,804,Clouds,overcast clouds,04n
1704348000,2024-01-04 06:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,3.97,10000,-2.34,1.62,2.87,4.43,1015,,,62,2.57,250,,,,,,100,804,Clouds,overcast clouds,04n
1704351600,2024-01-04 07:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,3.94,10000,-2.36,2.07,2.87,4.43,1015,,,62,2.06,250,,,,,,100,804,Clouds,overcast clouds,04n
1704355200,2024-01-04 08:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.01,10000,-2.3,1.22,2.87,4.43,1015,,,62,3.13,259,4.02,,,,,100,804,Clouds,overcast clouds,04n
1704358800,2024-01-04 09:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,3.94,10000,-2.17,1.49,2.87,4.43,1014,,,63,2.68,275,4.92,,,,,100,804,Clouds,overcast clouds,04n
1704362400,2024-01-04 10:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,3.98,10000,-2.33,0.53,2.87,4.43,1014,,,62,4.12,240,,,,,,100,804,Clouds,overcast clouds,04n
1704366000,2024-01-04 11:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.14,10000,-2,1.41,2.87,4.86,1014,,,63,3.09,280,,,,,,100,804,Clouds,overcast clouds,04n
1704369600,2024-01-04 12:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,3.73,10000,-1.79,-0.06,2.87,4.08,1014,,,66,4.63,310,,,,,,100,804,Clouds,overcast clouds,04n
1704373200,2024-01-04 13:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,3.77,10000,-1.58,0.6,2.87,4.43,1014,,,67,3.6,280,,,,,,100,804,Clouds,overcast clouds,04d
1704376800,2024-01-04 14:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,3.87,10000,-1.49,0.72,2.87,4.43,1015,,,67,3.6,310,,,,,,100,804,Clouds,overcast clouds,04d
1704380400,2024-01-04 15:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,3.94,10000,-1.61,-0.3,2.87,4.43,1015,,,66,5.66,310,,,,,,100,804,Clouds,overcast clouds,04d
1704384000,2024-01-04 16:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.47,10000,-1.35,-0.06,3.75,5.11,1015,,,65,6.71,310,,,,,,100,804,Clouds,overcast clouds,04d
1704387600,2024-01-04 17:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.4,10000,-1.73,1.13,4.86,6.22,1014,,,59,6.71,296,7.6,,,,,100,804,Clouds,overcast clouds,04d
1704391200,2024-01-04 18:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,6.46,10000,-2.14,1.58,5.42,7.08,1014,,,53,9.77,320,11.83,,,,,100,804,Clouds,overcast clouds,04d
1704394800,2024-01-04 19:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,6.75,10000,-3.08,2.7,5.97,7.31,1014,,,48,7.2,310,11.32,,,,,40,802,Clouds,scattered clouds,03d
1704398400,2024-01-04 20:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,5.82,10000,-3.84,0.02,4.86,6.86,1014,,,48,12.86,320,14.92,,,,,40,802,Clouds,scattered clouds,03d
1704402000,2024-01-04 21:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,4.8,10000,-4.68,-0.61,3.77,5.86,1016,,,48,9.77,310,11.83,0.25,,,,0,500,Rain,light rain,10d
1704405600,2024-01-04 22:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,3.57,10000,-6.18,-2.52,2.67,4.08,1017,,,46,10.8,310,13.89,,,,,0,800,Clear,sky is clear,01n
1704409200,2024-01-04 23:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,2.35,10000,-6.69,-3.69,1.22,3.08,1019,,,48,9.26,310,12.86,,,,,0,800,Clear,sky is clear,01n
1704412800,2024-01-05 00:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,1.6,10000,-7.79,-4.68,0.67,2.08,1020,,,46,9.26,320,13.38,,,,,0,800,Clear,sky is clear,01n
1704416400,2024-01-05 01:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,0.67,10000,-9.06,-5.64,-0.45,1.53,1021,,,44,8.49,330,11.62,,,,,0,800,Clear,sky is clear,01n
1704420000,2024-01-05 02:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,-0.25,10000,-9.1,-6.84,-1.13,0.42,1021,,,47,8.49,310,11.18,,,,,0,800,Clear,sky is clear,01n
1704423600,2024-01-05 03:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,-1.15,10000,-9.47,-7.91,-2.13,-0.57,1022,,,49,8.23,330,,,,,,0,800,Clear,sky is clear,01n
1704427200,2024-01-05 04:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,-1.79,10000,-9.4,-8.79,-2.34,-1.14,1023,,,52,10.29,320,14.92,,,,,0,800,Clear,sky is clear,01n
1704430800,2024-01-05 05:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,-2.22,10000,-9.18,-9.22,-3.22,-1.68,1023,,,55,8.23,320,13.38,,,,,0,800,Clear,sky is clear,01n
1704434400,2024-01-05 06:00:00 +0000 UTC,-18000,Manhattan,40.768517,-73.982194,-2.71,10000,-9.64,-9.71,-3.78,-1.92,1023,,,55,9.26,310,12.86,,,,,0,800,Clear,sky is clear,01n
