PULocationID,hour,day_of_week,p10,p25,p50,p75,p90
24.0,0,0,18.0,21.0,30.0,36.0,50.0
24.0,0,1,22.0,25.0,33.0,43.0,47.800000000000004
24.0,0,2,23.9,26.0,34.0,45.0,51.2
24.0,0,3,25.0,31.0,39.0,47.0,56.0
24.0,0,4,35.0,40.0,46.0,58.0,67.0
24.0,0,5,31.1,56.0,68.0,81.75,105.69999999999999
24.0,0,6,24.900000000000006,40.75,58.0,82.25,92.8
24.0,1,0,7.0,9.0,13.0,17.0,20.800000000000004
24.0,1,1,8.2,12.0,13.0,17.0,20.800000000000004
24.0,1,2,10.0,13.0,16.0,18.0,23.0
24.0,1,3,8.8,12.0,17.0,21.0,24.1
24.0,1,4,10.0,13.0,17.0,23.75,28.1
24.0,1,5,13.100000000000001,19.0,28.0,39.25,45.0
24.0,1,6,11.0,16.0,24.0,33.0,42.8
24.0,2,0,3.0,5.0,7.0,9.0,10.899999999999999
24.0,2,1,3.1000000000000005,5.0,7.0,9.25,11.899999999999999
24.0,2,2,3.9000000000000004,5.25,8.0,9.0,11.0
24.0,2,3,5.0,7.0,9.0,12.0,16.0
24.0,2,4,3.9000000000000004,6.25,9.5,11.0,16.0
24.0,2,5,9.0,10.0,14.5,20.5,27.9
24.0,2,6,6.0,8.0,12.0,19.5,24.0
24.0,3,0,2.0,3.0,5.0,8.0,9.899999999999999
24.0,3,1,3.0,4.0,6.0,8.0,10.0
24.0,3,2,3.0,4.0,7.0,9.0,10.0
24.0,3,3,2.8000000000000007,5.0,7.0,10.0,12.0
24.0,3,4,4.0,7.0,9.0,11.0,13.100000000000001
24.0,3,5,3.0,5.0,8.0,12.0,13.899999999999999
24.0,3,6,3.0,4.0,6.0,9.25,10.0
24.0,4,0,5.2,8.0,11.0,14.0,17.0
24.0,4,1,8.0,10.0,13.0,17.0,19.9
24.0,4,2,6.0,8.0,13.0,15.0,17.9
24.0,4,3,7.0,10.0,12.0,15.0,18.9
24.0,4,4,7.1000000000000005,11.0,14.0,18.0,20.9
24.0,4,5,6.0,7.0,10.0,14.0,15.899999999999999
24.0,4,6,3.0,6.0,10.0,14.0,16.9
24.0,5,0,21.2,27.0,32.0,38.0,43.0
24.0,5,1,28.2,34.0,37.0,42.0,46.0
24.0,5,2,30.0,31.75,37.0,40.25,43.9
24.0,5,3,27.1,30.75,35.0,37.25,41.9
24.0,5,4,21.0,26.0,30.0,35.5,38.0
24.0,5,5,4.1000000000000005,10.0,13.0,19.25,23.9
24.0,5,6,6.0,9.0,12.0,17.0,20.0
24.0,6,0,84.4,129.0,150.0,160.0,168.0
24.0,6,1,113.60000000000001,144.0,163.0,169.0,183.00000000000003
24.0,6,2,138.70000000000002,152.25,161.5,173.75,180.9
24.0,6,3,114.10000000000001,138.75,151.5,162.25,175.0
24.0,6,4,98.2,120.25,138.5,155.0,162.9
24.0,6,5,11.100000000000001,41.0,48.0,58.75,69.8
24.0,6,6,6.1000000000000005,21.0,27.5,37.0,44.699999999999996
24.0,7,0,177.4,373.0,468.0,522.0,550.4000000000001
24.0,7,1,330.4,435.0,511.0,552.0,591.0
24.0,7,2,360.90000000000003,432.25,533.5,560.25,584.7
24.0,7,3,328.1,437.25,502.0,544.75,569.6
24.0,7,4,245.3,322.75,427.5,458.0,487.6
24.0,7,5,24.200000000000003,92.25,115.5,129.25,154.8
24.0,7,6,15.3,63.0,76.5,93.25,105.69999999999999
24.0,8,0,309.8,727.0,859.0,918.0,959.8
24.0,8,1,667.8,884.0,987.0,1072.0,1087.2
24.0,8,2,679.0,877.75,1018.0,1070.75,1087.7
24.0,8,3,634.0,896.75,967.0,1028.5,1051.5
24.0,8,4,467.1,630.0,711.5,799.0,829.7
24.0,8,5,35.1,148.25,196.0,228.0,248.8
24.0,8,6,26.500000000000004,114.5,140.0,163.75,183.7
24.0,9,0,350.2,421.0,485.0,522.0,538.4
24.0,9,1,432.40000000000003,527.0,566.0,601.0,635.2
24.0,9,2,483.2,542.25,578.0,601.75,634.1
24.0,9,3,463.5,525.0,560.0,598.25,619.7
24.0,9,4,386.2,448.75,488.5,525.5,563.0
24.0,9,5,41.400000000000006,218.5,276.5,332.75,372.0
24.0,9,6,35.5,188.5,228.0,265.75,311.3
24.0,10,0,310.6,345.0,371.0,397.0,428.40000000000003
24.0,10,1,342.4,369.0,397.0,431.0,462.6
24.0,10,2,354.4,379.5,424.5,456.25,470.0
24.0,10,3,325.40000000000003,379.75,398.0,445.25,467.6
24.0,10,4,339.3,371.5,422.0,460.5,481.9
24.0,10,5,63.2,317.25,378.0,439.75,478.9
24.0,10,6,52.2,270.25,318.0,400.25,438.5
24.0,11,0,311.6,341.0,354.0,382.0,432.20000000000005
24.0,11,1,322.6,338.0,373.0,406.0,450.6
24.0,11,2,358.2,375.5,406.0,432.25,478.0
24.0,11,3,359.1,370.0,395.0,421.25,472.9
24.0,11,4,364.5,398.0,450.0,481.5,518.0
24.0,11,5,76.3,357.0,484.5,578.0,645.9
24.0,11,6,61.1,346.0,421.0,509.25,544.3
24.0,12,0,338.0,361.0,400.0,430.0,484.8
24.0,12,1,349.8,378.0,415.0,441.0,472.8
24.0,12,2,371.4,397.25,432.5,476.25,522.7
24.0,12,3,379.1,404.5,427.0,462.5,499.59999999999997
24.0,12,4,407.0,460.5,509.0,543.0,576.0
24.0,12,5,88.2,425.5,516.0,646.75,700.5
24.0,12,6,86.0,406.75,503.5,593.5,650.5
24.0,13,0,357.6,386.0,419.0,460.0,507.40000000000003
24.0,13,1,379.2,414.0,453.0,472.0,507.6
24.0,13,2,398.5,431.5,472.5,504.0,542.0
24.0,13,3,403.0,431.0,457.0,491.25,523.0
24.0,13,4,452.0,482.0,525.0,581.5,635.0
24.0,13,5,102.7,434.75,529.0,654.75,736.9
24.0,13,6,101.3,440.5,504.5,594.5,637.4
24.0,14,0,398.2,456.0,507.0,545.0,600.0
24.0,14,1,430.8,479.0,523.0,588.0,609.0
24.0,14,2,428.4,502.75,546.5,579.25,628.6999999999999
24.0,14,3,434.3,480.75,544.0,614.0,651.9
24.0,14,4,474.0,588.5,638.0,710.0,754.0
24.0,14,5,115.2,419.75,489.5,588.0,675.9
24.0,14,6,84.5,391.25,475.5,553.75,605.6
24.0,15,0,543.2,600.0,723.0,804.0,869.2
24.0,15,1,612.2,655.0,753.0,890.0,919.6
24.0,15,2,597.1,658.25,782.5,867.75,921.4
24.0,15,3,593.1,661.5,792.5,906.0,949.0
24.0,15,4,637.1,697.75,851.5,927.25,994.1
24.0,15,5,117.10000000000001,438.25,519.0,592.5,675.6999999999999
24.0,15,6,103.7,378.25,456.5,504.5,562.1
24.0,16,0,599.8,690.0,773.0,851.0,918.8
24.0,16,1,684.8,735.0,812.0,890.0,928.6
24.0,16,2,692.0,751.5,820.0,921.0,971.6
24.0,16,3,704.1,762.75,845.5,908.5,963.0
24.0,16,4,654.9,750.25,860.0,952.0,1002.9
24.0,16,5,133.0,404.25,515.5,587.5,678.9
24.0,16,6,117.80000000000001,349.0,441.0,477.75,529.0
24.0,17,0,614.6,698.0,802.0,883.0,912.6
24.0,17,1,661.0,780.0,859.0,994.0,1056.4
24.0,17,2,702.0,781.5,889.5,1018.0,1104.8999999999999
24.0,17,3,724.2,789.25,924.0,1037.0,1106.7
24.0,17,4,573.4000000000001,767.25,927.5,1005.0,1085.8
24.0,17,5,133.2,366.0,504.5,615.5,664.0
24.0,17,6,102.2,308.75,425.5,477.25,527.6
24.0,18,0,405.2,519.0,584.0,635.0,682.8
24.0,18,1,500.0,600.0,674.0,758.0,826.8000000000001
24.0,18,2,548.9,634.5,708.0,774.25,822.8
24.0,18,3,545.2,621.0,763.0,854.75,911.1999999999999
24.0,18,4,579.3,672.5,814.5,894.75,935.7
24.0,18,5,111.1,367.25,473.5,617.5,667.0
24.0,18,6,113.5,289.25,374.0,447.5,481.79999999999995
24.0,19,0,274.6,364.0,400.0,430.0,450.6
24.0,19,1,341.6,386.0,444.0,508.0,527.0
24.0,19,2,369.8,408.0,458.5,513.0,561.4
24.0,19,3,378.8,432.75,507.5,571.5,616.6
24.0,19,4,423.40000000000003,485.25,594.5,675.5,698.8
24.0,19,5,95.0,336.0,418.5,500.0,581.2
24.0,19,6,85.60000000000001,211.75,258.0,323.5,364.2
24.0,20,0,203.4,262.0,294.0,328.0,353.6
24.0,20,1,240.0,279.0,316.0,349.0,375.8
24.0,20,2,273.3,309.0,327.5,376.25,408.0
24.0,20,3,286.3,318.0,360.5,421.5,468.0
24.0,20,4,305.8,328.75,414.5,452.5,487.0
24.0,20,5,72.2,222.75,298.5,357.5,376.8
24.0,20,6,57.300000000000004,161.25,191.5,246.0,274.6
24.0,21,0,150.2,176.0,202.0,223.0,241.8
24.0,21,1,176.4,196.0,228.0,267.0,295.80000000000007
24.0,21,2,209.0,221.75,253.5,289.0,309.7
24.0,21,3,206.5,238.5,301.5,358.5,378.5
24.0,21,4,213.6,261.75,314.5,363.75,398.09999999999997
24.0,21,5,59.400000000000006,186.25,232.0,286.5,329.9
24.0,21,6,51.800000000000004,113.75,136.5,161.25,176.8
24.0,22,0,75.0,114.0,132.0,154.0,173.20000000000002
24.0,22,1,120.1,142.5,161.5,180.5,193.8
24.0,22,2,120.5,144.75,169.5,187.0,212.29999999999998
24.0,22,3,119.0,156.0,205.0,244.0,266.0
24.0,22,4,60.10000000000001,190.25,239.0,270.75,295.9
24.0,22,5,48.7,160.75,194.0,228.75,268.2
24.0,22,6,40.2,97.0,113.0,129.0,142.9
24.0,23,0,64.1,77.75,95.5,113.25,119.69999999999999
24.0,23,1,78.0,91.0,109.0,121.0,139.0
24.0,23,2,88.4,103.5,120.5,136.25,147.1
24.0,23,3,80.0,115.5,138.0,168.0,195.0
24.0,23,4,44.400000000000006,141.5,185.0,220.0,241.6
24.0,23,5,43.5,110.25,154.5,190.25,220.29999999999998
24.0,23,6,36.7,65.75,81.5,91.0,104.0
41.0,0,0,93.6,106.0,121.0,135.0,163.20000000000005
41.0,0,1,93.0,104.0,117.0,129.0,147.8
41.0,0,2,99.3,108.5,124.5,143.5,165.8
41.0,0,3,102.1,116.75,128.5,152.5,180.7
41.0,0,4,106.2,113.0,138.5,160.25,172.9
41.0,0,5,165.1,189.75,212.0,233.25,262.8
41.0,0,6,167.1,185.75,206.5,233.5,269.8
41.0,1,0,39.2,44.0,50.0,58.0,66.80000000000001
41.0,1,1,35.0,38.0,46.0,52.0,58.60000000000001
41.0,1,2,37.1,44.75,53.0,58.5,65.0
41.0,1,3,40.1,45.75,54.0,66.25,73.9
41.0,1,4,34.0,50.75,60.0,68.25,77.8
41.0,1,5,72.3,83.75,98.5,110.0,133.9
41.0,1,6,72.1,80.75,96.0,108.25,130.29999999999998
41.0,2,0,27.4,32.0,37.0,45.0,49.800000000000004
41.0,2,1,28.0,32.0,37.0,42.0,44.0
41.0,2,2,30.1,34.75,39.5,47.0,53.8
41.0,2,3,30.0,33.0,38.5,47.0,54.9
41.0,2,4,32.0,36.0,43.0,49.0,57.9
41.0,2,5,39.2,52.0,59.5,65.5,72.9
41.0,2,6,36.0,51.5,61.0,69.5,79.0
41.0,3,0,39.2,45.0,50.0,54.0,57.0
41.0,3,1,37.2,40.0,48.0,52.0,56.0
41.0,3,2,41.0,44.0,51.0,56.75,62.8
41.0,3,3,38.0,43.5,50.0,56.25,62.0
41.0,3,4,36.1,43.0,48.5,61.25,66.9
41.0,3,5,37.300000000000004,44.0,53.0,58.25,64.9
41.0,3,6,39.1,43.75,49.0,57.0,62.0
41.0,4,0,78.0,85.0,96.0,101.0,106.80000000000001
41.0,4,1,78.0,84.0,92.0,100.0,108.0
41.0,4,2,74.1,84.5,95.5,102.25,109.0
41.0,4,3,80.0,85.0,96.0,105.0,110.0
41.0,4,4,74.1,81.75,88.5,99.75,111.0
41.0,4,5,52.1,57.0,66.0,72.0,80.9
41.0,4,6,40.1,52.5,61.0,70.0,79.8
41.0,5,0,252.0,295.0,309.0,331.0,357.20000000000005
41.0,5,1,294.2,314.0,342.0,359.0,369.8
41.0,5,2,301.1,321.75,345.5,367.0,378.9
41.0,5,3,302.0,313.5,332.0,352.25,371.9
41.0,5,4,270.0,284.75,311.5,336.0,352.4
41.0,5,5,115.1,128.0,142.0,154.75,164.7
41.0,5,6,98.1,104.5,115.0,123.0,139.7
41.0,6,0,628.8,811.0,895.0,954.0,997.2
41.0,6,1,820.2,890.0,965.0,1036.0,1081.6
41.0,6,2,829.1,885.5,971.0,1019.25,1039.6
41.0,6,3,818.9,855.0,931.5,986.0,1015.6
41.0,6,4,696.3000000000001,766.25,858.5,892.75,927.0
41.0,6,5,261.0,280.75,320.5,352.5,372.0
41.0,6,6,205.3,227.75,258.0,282.0,290.9
41.0,7,0,1231.6,1835.0,2636.0,2875.0,3185.4
41.0,7,1,1923.4,2100.0,2858.0,3152.0,3437.4
41.0,7,2,1992.5,2156.75,2876.5,3159.25,3392.2
41.0,7,3,1919.0,2067.25,2850.0,3029.75,3268.6
41.0,7,4,1522.7,1691.75,2459.0,2644.25,2870.9
41.0,7,5,475.7,510.5,596.5,645.0,698.0
41.0,7,6,360.3,384.25,426.0,461.5,525.2
41.0,8,0,1756.0,2794.0,3277.0,3575.0,3766.8
41.0,8,1,3018.0,3418.0,3903.0,4062.0,4352.8
41.0,8,2,2983.4,3459.25,3887.5,4063.25,4308.2
41.0,8,3,2968.1,3400.75,3769.5,3924.5,4139.0
41.0,8,4,2082.2,2380.0,2921.5,3092.5,3291.0
41.0,8,5,633.8000000000001,770.25,864.0,961.5,1032.8
41.0,8,6,516.1,592.0,642.5,702.75,740.8
41.0,9,0,1499.6,1817.0,1931.0,2060.0,2178.6
41.0,9,1,1980.0,2098.0,2272.0,2420.0,2541.8
41.0,9,2,2004.6,2122.5,2273.0,2384.25,2528.0
41.0,9,3,1960.2,2138.0,2247.0,2335.25,2474.9
41.0,9,4,1570.6000000000001,1699.5,1823.0,1929.5,2069.3
41.0,9,5,889.1,1042.75,1108.0,1262.25,1347.5
41.0,9,6,730.7,838.75,933.5,997.75,1094.2
41.0,10,0,1147.8,1235.0,1355.0,1435.0,1492.6
41.0,10,1,1321.0,1357.0,1450.0,1562.0,1610.2
41.0,10,2,1352.2,1411.0,1487.0,1571.0,1659.8999999999999
41.0,10,3,1316.8,1403.5,1480.5,1575.5,1629.3
41.0,10,4,1270.5,1322.75,1425.5,1480.75,1599.5
41.0,10,5,1071.2,1141.75,1263.5,1406.0,1521.5
41.0,10,6,934.4,1056.25,1155.5,1252.25,1381.6999999999998
41.0,11,0,1115.2,1182.0,1270.0,1355.0,1468.0
41.0,11,1,1194.6,1260.0,1329.0,1449.0,1505.4
41.0,11,2,1262.3,1315.75,1401.0,1494.25,1594.4
41.0,11,3,1251.5,1329.25,1385.0,1502.5,1566.8
41.0,11,4,1273.6,1338.5,1418.0,1501.25,1600.8
41.0,11,5,1193.6,1311.25,1494.0,1634.75,1779.1
41.0,11,6,1286.3,1434.25,1536.0,1683.75,1782.2
41.0,12,0,1157.4,1248.0,1307.0,1401.0,1502.0000000000002
41.0,12,1,1201.8,1305.0,1356.0,1477.0,1598.4
41.0,12,2,1332.2,1386.75,1482.5,1553.5,1669.8
41.0,12,3,1264.3,1342.75,1421.5,1509.0,1563.7
41.0,12,4,1413.5,1488.0,1569.5,1658.25,1744.9
41.0,12,5,1401.1,1537.5,1724.0,1874.0,1982.0
41.0,12,6,1538.7,1633.25,1844.5,1932.75,2173.3999999999996
41.0,13,0,1332.6,1378.0,1458.0,1557.0,1654.6000000000001
41.0,13,1,1301.2,1437.0,1538.0,1616.0,1716.6000000000001
41.0,13,2,1408.5,1498.0,1594.0,1676.0,1741.3
41.0,13,3,1405.5,1468.75,1582.5,1640.75,1744.5
41.0,13,4,1517.2,1582.5,1679.0,1779.0,1927.0
41.0,13,5,1476.9,1566.0,1720.5,1833.5,1989.1
41.0,13,6,1470.9,1650.75,1763.5,1889.75,2063.6
41.0,14,0,1467.0,1567.0,1699.0,1920.0,1966.0
41.0,14,1,1508.6,1654.0,1816.0,1952.0,2095.4
41.0,14,2,1585.7,1657.75,1839.0,1964.25,2103.2
41.0,14,3,1547.7,1659.5,1830.5,1968.25,2056.8
41.0,14,4,1728.7,1855.75,1950.0,2113.75,2204.5
41.0,14,5,1395.1,1484.5,1634.0,1749.0,1946.3
41.0,14,6,1300.3,1525.0,1651.0,1775.0,1935.9
41.0,15,0,1659.6,1842.0,2087.0,2333.0,2631.2000000000003
41.0,15,1,1847.0,1970.0,2198.0,2582.0,2801.2
41.0,15,2,1883.4,2015.25,2233.5,2579.0,2743.9
41.0,15,3,1872.5,2046.75,2268.5,2604.25,2687.7
41.0,15,4,1911.5,2108.0,2274.0,2543.75,2783.8
41.0,15,5,1372.8,1509.5,1665.0,1796.25,1971.0
41.0,15,6,1206.6,1305.0,1434.5,1556.5,1798.2
41.0,16,0,1861.6,2054.0,2197.0,2494.0,2678.0
41.0,16,1,1929.4,2078.0,2339.0,2496.0,2724.6
41.0,16,2,2031.0,2098.0,2281.0,2512.75,2703.7
41.0,16,3,2079.1,2200.5,2352.5,2593.0,2761.6
41.0,16,4,2023.7,2160.75,2390.5,2567.75,2715.2
41.0,16,5,1269.4,1406.5,1620.5,1759.25,1880.8
41.0,16,6,1062.3,1196.25,1297.5,1433.0,1692.6
41.0,17,0,1960.8,2135.0,2264.0,2590.0,2794.4
41.0,17,1,2163.8,2311.0,2484.0,2732.0,2998.6
41.0,17,2,2216.9,2288.5,2480.0,2686.0,2957.3999999999996
41.0,17,3,2308.6,2421.5,2633.0,2800.5,2952.0
41.0,17,4,2179.0,2318.0,2518.0,2771.25,2942.7
41.0,17,5,1233.2,1386.75,1578.0,1760.25,1850.3
41.0,17,6,995.0,1102.0,1203.5,1340.5,1507.5
41.0,18,0,1280.4,1582.0,1690.0,1836.0,1992.0
41.0,18,1,1484.4,1722.0,1877.0,2088.0,2161.8
41.0,18,2,1623.0,1759.0,1881.0,2111.0,2207.1
41.0,18,3,1742.6,1872.5,2038.0,2120.5,2300.7
41.0,18,4,1799.5,1983.75,2136.5,2271.25,2404.7999999999997
41.0,18,5,1131.0,1289.0,1472.5,1608.5,1768.7
41.0,18,6,859.5,957.5,1055.0,1160.75,1297.5
41.0,19,0,842.6,1060.0,1161.0,1237.0,1319.6
41.0,19,1,939.8,1089.0,1255.0,1328.0,1379.8
41.0,19,2,1051.6,1171.75,1266.5,1353.25,1457.4
41.0,19,3,1125.4,1224.5,1335.5,1440.25,1557.5
41.0,19,4,1248.7,1423.75,1543.0,1624.25,1753.9
41.0,19,5,955.8,1082.25,1263.0,1354.0,1431.7
41.0,19,6,605.5,742.5,799.5,919.5,969.9
41.0,20,0,633.4,700.0,779.0,843.0,877.6
41.0,20,1,644.0,747.0,823.0,906.0,982.8
41.0,20,2,702.3,807.25,849.5,884.5,967.5
41.0,20,3,709.5,823.75,891.5,972.0,1026.9
41.0,20,4,869.5,995.5,1085.5,1198.75,1254.6
41.0,20,5,652.1,793.0,892.5,1019.25,1073.4
41.0,20,6,475.8,560.75,638.0,702.5,780.8
41.0,21,0,397.6,461.0,494.0,547.0,606.8
41.0,21,1,454.2,506.0,563.0,635.0,668.2
41.0,21,2,487.2,556.5,632.5,693.5,734.5
41.0,21,3,497.3,579.5,647.0,697.75,726.2
41.0,21,4,632.3,695.25,790.5,838.75,931.1
41.0,21,5,501.6,620.0,688.5,761.75,807.2
41.0,21,6,347.5,412.0,440.0,503.25,570.9
41.0,22,0,285.6,306.0,330.0,363.0,380.40000000000003
41.0,22,1,275.0,307.0,361.0,411.0,461.40000000000015
41.0,22,2,302.2,338.25,392.5,432.0,487.9
41.0,22,3,333.0,376.5,406.0,459.5,542.8
41.0,22,4,467.3,507.25,561.5,611.0,645.7
41.0,22,5,376.1,451.0,527.5,577.25,701.3
41.0,22,6,250.4,293.75,319.5,378.25,404.6
41.0,23,0,204.0,216.0,243.0,269.0,292.20000000000005
41.0,23,1,203.8,230.0,266.0,282.0,323.40000000000003
41.0,23,2,218.2,238.0,265.5,300.5,333.8
41.0,23,3,246.2,268.25,287.0,330.25,362.5
41.0,23,4,329.5,370.5,412.0,454.0,527.6999999999999
41.0,23,5,279.40000000000003,332.75,384.0,438.0,486.09999999999997
41.0,23,6,177.3,209.5,234.5,268.0,306.0
42.0,0,0,156.2,172.0,187.0,206.0,229.8
42.0,0,1,143.4,170.0,188.0,211.0,237.20000000000005
42.0,0,2,147.2,168.75,189.0,208.5,219.9
42.0,0,3,150.2,171.75,195.0,211.25,225.9
42.0,0,4,152.9,176.25,204.0,221.75,234.8
42.0,0,5,190.5,218.0,241.5,267.5,290.6
42.0,0,6,180.0,203.5,237.0,262.0,278.8
42.0,1,0,60.2,69.0,79.0,87.0,96.80000000000001
42.0,1,1,62.2,68.0,76.0,87.0,91.0
42.0,1,2,60.2,67.5,79.5,89.5,100.8
42.0,1,3,61.300000000000004,69.5,79.0,91.0,104.5
42.0,1,4,55.0,70.5,82.0,96.0,101.8
42.0,1,5,96.1,105.0,116.5,127.25,138.9
42.0,1,6,83.0,94.75,111.5,129.25,138.9
42.0,2,0,34.2,46.0,54.0,60.0,69.60000000000001
42.0,2,1,34.2,39.0,45.0,52.0,60.0
42.0,2,2,38.0,43.0,52.5,60.25,63.9
42.0,2,3,38.2,44.0,52.0,57.5,63.9
42.0,2,4,39.0,46.0,52.5,58.0,67.9
42.0,2,5,45.2,51.75,67.0,79.0,86.9
42.0,2,6,45.0,52.5,69.0,86.5,94.0
42.0,3,0,45.2,56.0,66.0,73.0,79.80000000000001
42.0,3,1,48.0,55.0,64.0,76.0,85.0
42.0,3,2,54.1,60.75,67.5,75.25,81.9
42.0,3,3,50.1,56.75,64.0,72.0,78.9
42.0,3,4,49.1,59.0,65.5,75.25,85.8
42.0,3,5,49.0,60.75,67.0,76.25,84.9
42.0,3,6,48.2,58.75,65.5,76.25,83.8
42.0,4,0,110.4,134.0,144.0,158.0,168.0
42.0,4,1,135.2,140.0,153.0,166.0,188.00000000000006
42.0,4,2,133.6,144.5,154.5,162.0,173.9
42.0,4,3,123.1,135.75,145.0,157.0,188.5
42.0,4,4,117.1,127.0,136.0,147.25,164.8
42.0,4,5,77.2,87.25,99.5,108.0,113.9
42.0,4,6,66.1,75.0,88.0,97.5,108.8
42.0,5,0,489.8,532.0,573.0,603.0,629.0
42.0,5,1,545.8,588.0,628.0,651.0,662.4
42.0,5,2,549.1,561.75,596.0,620.75,651.9
42.0,5,3,529.2,559.75,596.0,616.5,647.0
42.0,5,4,508.3,538.75,553.0,582.25,606.5
42.0,5,5,199.1,213.0,231.0,248.0,261.0
42.0,5,6,146.0,163.75,177.0,190.0,199.0
42.0,6,0,967.2,1168.0,1348.0,1468.0,1514.0
42.0,6,1,1239.4,1306.0,1485.0,1590.0,1631.0
42.0,6,2,1233.1,1322.25,1462.5,1552.75,1612.0
42.0,6,3,1223.9,1310.5,1449.0,1505.5,1600.7
42.0,6,4,990.4000000000001,1132.75,1300.5,1391.5,1452.1
42.0,6,5,418.7,472.5,509.0,562.0,591.7
42.0,6,6,298.6,349.0,387.0,418.25,449.9
42.0,7,0,1711.4,2287.0,3056.0,3427.0,3755.8
42.0,7,1,2382.4,2548.0,3295.0,3732.0,3953.4
42.0,7,2,2420.0,2694.5,3354.0,3663.25,3968.7999999999997
42.0,7,3,2329.4,2644.75,3305.0,3560.25,3869.6
42.0,7,4,1956.9,2066.25,2874.0,3205.75,3481.9
42.0,7,5,641.0,696.5,813.0,887.25,926.6
42.0,7,6,462.0,512.0,571.0,643.0,682.2
42.0,8,0,2066.4,2710.0,3029.0,3413.0,3747.2000000000003
42.0,8,1,2901.0,3018.0,3313.0,3785.0,3975.6
42.0,8,2,2921.4,3167.0,3475.0,3773.0,4089.3
42.0,8,3,2810.7,3043.25,3397.5,3619.0,3900.2
42.0,8,4,2262.8,2475.25,2788.5,3084.0,3267.1
42.0,8,5,785.3,905.0,1020.0,1093.25,1167.3
42.0,8,6,576.7,696.0,749.0,814.0,856.1
42.0,9,0,1470.2,1720.0,1853.0,2007.0,2204.0000000000005
42.0,9,1,1821.4,1926.0,2061.0,2256.0,2406.0
42.0,9,2,1833.2,1974.0,2102.5,2296.5,2375.2999999999997
42.0,9,3,1808.8,1923.0,2049.5,2246.25,2379.1
42.0,9,4,1508.1,1618.75,1784.0,1949.75,2060.0
42.0,9,5,809.2,945.5,1047.5,1158.75,1205.1
42.0,9,6,665.9,750.0,812.0,919.75,978.7
42.0,10,0,1075.8,1224.0,1333.0,1415.0,1534.6000000000001
42.0,10,1,1184.8,1313.0,1440.0,1561.0,1624.8
42.0,10,2,1265.1,1331.25,1408.5,1532.5,1636.9
42.0,10,3,1252.2,1305.75,1459.0,1549.5,1608.9
42.0,10,4,1204.7,1265.0,1353.5,1490.0,1545.8
42.0,10,5,835.2,924.75,1097.5,1203.25,1259.6
42.0,10,6,687.0,857.75,933.5,1054.0,1126.3
42.0,11,0,973.8,1125.0,1226.0,1307.0,1397.4
42.0,11,1,1088.6,1158.0,1290.0,1365.0,1420.6
42.0,11,2,1123.4,1194.75,1309.0,1401.25,1501.3
42.0,11,3,1125.2,1171.0,1296.5,1403.75,1505.7
42.0,11,4,1155.0,1223.5,1321.5,1445.5,1501.6
42.0,11,5,858.7,1065.25,1193.0,1288.25,1383.8999999999999
42.0,11,6,747.7,928.75,1065.0,1147.0,1242.1999999999998
42.0,12,0,1090.6,1193.0,1273.0,1352.0,1409.2
42.0,12,1,1125.2,1204.0,1299.0,1437.0,1526.8
42.0,12,2,1174.6,1255.5,1361.5,1459.75,1522.0
42.0,12,3,1151.1,1251.25,1348.5,1444.25,1578.4
42.0,12,4,1247.2,1308.0,1427.0,1588.25,1644.9
42.0,12,5,947.2,1116.5,1280.5,1413.5,1506.1
42.0,12,6,849.8,1091.75,1192.0,1310.5,1423.7
42.0,13,0,1207.6,1275.0,1405.0,1529.0,1652.8000000000002
42.0,13,1,1274.4,1331.0,1494.0,1633.0,1702.6
42.0,13,2,1245.5,1363.75,1475.0,1610.5,1705.6
42.0,13,3,1266.3,1356.0,1485.5,1634.75,1749.3
42.0,13,4,1395.5,1450.75,1604.0,1720.25,1884.1999999999998
42.0,13,5,1021.9,1211.5,1373.5,1491.5,1568.7
42.0,13,6,910.6,1073.25,1236.5,1348.5,1461.9
42.0,14,0,1491.8,1607.0,1690.0,1943.0,2163.8
42.0,14,1,1527.6,1634.0,1862.0,2076.0,2328.2000000000003
42.0,14,2,1529.0,1657.25,1837.5,2151.25,2343.9
42.0,14,3,1593.0,1691.0,1801.0,2167.75,2346.8
42.0,14,4,1657.4,1744.75,1951.0,2131.0,2349.1
42.0,14,5,1041.1,1231.25,1434.0,1581.25,1694.0
42.0,14,6,924.6,1092.25,1221.5,1338.75,1409.2
42.0,15,0,1757.2,2011.0,2140.0,2382.0,2640.4
42.0,15,1,1910.4,2056.0,2226.0,2551.0,2736.2000000000003
42.0,15,2,1955.1,2074.0,2343.0,2585.5,2806.4
42.0,15,3,1949.0,2089.75,2279.0,2583.0,2698.6
42.0,15,4,1963.3,2044.5,2250.0,2436.0,2618.4
42.0,15,5,1103.8,1303.0,1508.0,1673.0,1736.7
42.0,15,6,920.7,1077.25,1227.5,1324.0,1387.0
42.0,16,0,1883.6000000000001,2233.0,2365.0,2775.0,2972.0000000000005
42.0,16,1,2122.8,2324.0,2521.0,2903.0,3091.8
42.0,16,2,2183.5,2338.0,2523.5,2836.25,3058.4
42.0,16,3,2246.6,2328.0,2591.0,2873.75,3100.8
42.0,16,4,2046.7,2207.5,2415.0,2696.5,2785.7
42.0,16,5,1040.7,1201.25,1456.0,1579.75,1730.3
42.0,16,6,836.5,962.25,1106.0,1228.0,1315.9
