PULocationID,day_of_week,hour,p25,p75,p10,p50,p90,simulated_ridership,busyness_level
4,0,0,9,15,6.75,12,18.75,12,Busy
4,0,1,5,11,3.75,8,13.75,8,Busy
4,0,2,4,7,3,5.5,8.75,5.5,Busy
4,0,3,2.75,6.25,2.0625,4.5,7.8125,4.5,Busy
4,0,4,3,5,2.25,4,6.25,4,Busy
4,0,5,2,5,1.5,3.5,6.25,3.5,Busy
4,0,6,4,9,3,6.5,11.25,6.5,Busy
4,0,7,8,18,6,13,22.5,13,Busy
4,0,8,11,19,8.25,15,23.75,15,Busy
4,0,9,9,15,6.75,12,18.75,12,Busy
4,0,10,9,13,6.75,11,16.25,11,Busy
4,0,11,8.25,12.75,6.1875,10.5,15.9375,10.5,Busy
4,0,12,9,15,6.75,12,18.75,12,Busy
4,0,13,11,14,8.25,12.5,17.5,12.5,Busy
4,0,14,12,18.5,9,15.25,23.125,15.25,Busy
4,0,15,14.5,21,10.875,17.75,26.25,17.75,Busy
4,0,16,15.75,21,11.8125,18.375,26.25,18.375,Busy
4,0,17,20,28,15,24,35,24,Busy
4,0,18,23,31.5,17.25,27.25,39.375,27.25,Busy
4,0,19,19,27,14.25,23,33.75,23,Busy
4,0,20,19,29.25,14.25,24.125,36.5625,24.125,Busy
4,0,21,20,30,15,25,37.5,25,Busy
4,0,22,22.5,32.25,16.875,27.375,40.3125,27.375,Busy
4,0,23,13,23,9.75,18,28.75,18,Busy
4,1,0,10,14,7.5,12,17.5,12,Busy
4,1,1,6,10,4.5,8,12.5,8,Busy
4,1,2,3,6.75,2.25,4.875,8.4375,4.875,Busy
4,1,3,1.25,3,0.9375,2.125,3.75,2.125,Busy
4,1,4,1,2.5,0.75,1.75,3.125,1.75,Busy
4,1,5,1,3,0.75,2,3.75,2,Busy
4,1,6,5,9,3.75,7,11.25,7,Busy
4,1,7,9,19,6.75,14,23.75,14,Busy
4,1,8,13,20,9.75,16.5,25,16.5,Busy
4,1,9,12.75,19,9.5625,15.875,23.75,15.875,Busy
4,1,10,10,14,7.5,12,17.5,12,Busy
4,1,11,9,12,6.75,10.5,15,10.5,Busy
4,1,12,10,15,7.5,12.5,18.75,12.5,Busy
4,1,13,10,15.5,7.5,12.75,19.375,12.75,Busy
4,1,14,12.25,17,9.1875,14.625,21.25,14.625,Busy
4,1,15,16.25,20,12.1875,18.125,25,18.125,Busy
4,1,16,15.75,21,11.8125,18.375,26.25,18.375,Busy
4,1,17,24,35,18,29.5,43.75,29.5,Busy
4,1,18,27,42.5,20.25,34.75,53.125,34.75,Busy
4,1,19,27,38,20.25,32.5,47.5,32.5,Busy
4,1,20,27.5,42.25,20.625,34.875,52.8125,34.875,Busy
4,1,21,28,54,21,41,67.5,41,Busy
4,1,22,29.5,50,22.125,39.75,62.5,39.75,Busy
4,1,23,20,31,15,25.5,38.75,25.5,Busy
4,2,0,12,20,9,16,25,16,Busy
4,2,1,7,11,5.25,9,13.75,9,Busy
4,2,2,4,7,3,5.5,8.75,5.5,Busy
4,2,3,2.25,6,1.6875,4.125,7.5,4.125,Busy
4,2,4,2.5,4,1.875,3.25,5,3.25,Busy
4,2,5,1,3,0.75,2,3.75,2,Busy
4,2,6,4.75,9,3.5625,6.875,11.25,6.875,Busy
4,2,7,11,20,8.25,15.5,25,15.5,Busy
4,2,8,13,22,9.75,17.5,27.5,17.5,Busy
4,2,9,13,20,9.75,16.5,25,16.5,Busy
4,2,10,9,12,6.75,10.5,15,10.5,Busy
4,2,11,11,15.75,8.25,13.375,19.6875,13.375,Busy
4,2,12,9.75,14,7.3125,11.875,17.5,11.875,Busy
4,2,13,10.25,15,7.6875,12.625,18.75,12.625,Busy
4,2,14,14.25,19,10.6875,16.625,23.75,16.625,Busy
4,2,15,16,23,12,19.5,28.75,19.5,Busy
4,2,16,18,24,13.5,21,30,21,Busy
4,2,17,26.25,40,19.6875,33.125,50,33.125,Busy
4,2,18,29.75,51,22.3125,40.375,63.75,40.375,Busy
4,2,19,27.25,45,20.4375,36.125,56.25,36.125,Busy
4,2,20,28,44.5,21,36.25,55.625,36.25,Busy
4,2,21,32,51,24,41.5,63.75,41.5,Busy
4,2,22,32.75,54,24.5625,43.375,67.5,43.375,Busy
4,2,23,23,41,17.25,32,51.25,32,Busy
4,3,0,13.25,25.75,9.9375,19.5,32.1875,19.5,Busy
4,3,1,6.5,13.5,4.875,10,16.875,10,Busy
4,3,2,4,8,3,6,10,6,Busy
4,3,3,3,7,2.25,5,8.75,5,Busy
4,3,4,2,5,1.5,3.5,6.25,3.5,Busy
4,3,5,2,5,1.5,3.5,6.25,3.5,Busy
4,3,6,7,11,5.25,9,13.75,9,Busy
4,3,7,13,21,9.75,17,26.25,17,Busy
4,3,8,14,22.25,10.5,18.125,27.8125,18.125,Busy
4,3,9,12,20.25,9,16.125,25.3125,16.125,Busy
4,3,10,8,15,6,11.5,18.75,11.5,Busy
4,3,11,10.75,16,8.0625,13.375,20,13.375,Busy
4,3,12,10,15,7.5,12.5,18.75,12.5,Busy
4,3,13,12,17,9,14.5,21.25,14.5,Busy
4,3,14,14,20,10.5,17,25,17,Busy
4,3,15,18,25,13.5,21.5,31.25,21.5,Busy
4,3,16,19,27,14.25,23,33.75,23,Busy
4,3,17,29,39,21.75,34,48.75,34,Busy
4,3,18,36,58,27,47,72.5,47,Busy
4,3,19,29.75,50.75,22.3125,40.25,63.4375,40.25,Busy
4,3,20,31,52,23.25,41.5,65,41.5,Busy
4,3,21,35.75,51.5,26.8125,43.625,64.375,43.625,Busy
4,3,22,44.5,67,33.375,55.75,83.75,55.75,Busy
4,3,23,38.75,61.75,29.0625,50.25,77.1875,50.25,Busy
4,4,0,31,47.5,23.25,39.25,59.375,39.25,Busy
4,4,1,19.75,32.25,14.8125,26,40.3125,26,Busy
4,4,2,12,19,9,15.5,23.75,15.5,Busy
4,4,3,5.5,11,4.125,8.25,13.75,8.25,Busy
4,4,4,4.25,9,3.1875,6.625,11.25,6.625,Busy
4,4,5,2.5,6.5,1.875,4.5,8.125,4.5,Busy
4,4,6,5,12,3.75,8.5,15,8.5,Busy
4,4,7,12,19,9,15.5,23.75,15.5,Busy
4,4,8,10,21,7.5,15.5,26.25,15.5,Busy
4,4,9,10,16,7.5,13,20,13,Busy
4,4,10,9,16,6.75,12.5,20,12.5,Busy
4,4,11,11,16,8.25,13.5,20,13.5,Busy
4,4,12,14,19.75,10.5,16.875,24.6875,16.875,Busy
4,4,13,14,22,10.5,18,27.5,18,Busy
4,4,14,16.5,23,12.375,19.75,28.75,19.75,Busy
4,4,15,18,28,13.5,23,35,23,Busy
4,4,16,23,30.25,17.25,26.625,37.8125,26.625,Busy
4,4,17,27,44.5,20.25,35.75,55.625,35.75,Busy
4,4,18,36.5,60.5,27.375,48.5,75.625,48.5,Busy
4,4,19,38.5,67.5,28.875,53,84.375,53,Busy
4,4,20,30.75,56.25,23.0625,43.5,70.3125,43.5,Busy
4,4,21,35,50,26.25,42.5,62.5,42.5,Busy
4,4,22,39.25,63.5,29.4375,51.375,79.375,51.375,Busy
4,4,23,62,99,46.5,80.5,123.75,80.5,Busy
4,5,0,87.5,129,65.625,108.25,161.25,108.25,Busy
4,5,1,94.25,133,70.6875,113.625,166.25,113.625,Busy
4,5,2,75.75,108,56.8125,91.875,135,91.875,Busy
4,5,3,35.75,60.25,26.8125,48,75.3125,48,Busy
4,5,4,14,24,10.5,19,30,19,Busy
4,5,5,3.25,7,2.4375,5.125,8.75,5.125,Busy
4,5,6,3,5,2.25,4,6.25,4,Busy
4,5,7,5,8,3.75,6.5,10,6.5,Busy
4,5,8,5,11,3.75,8,13.75,8,Busy
4,5,9,9.5,16,7.125,12.75,20,12.75,Busy
4,5,10,11,19.25,8.25,15.125,24.0625,15.125,Busy
4,5,11,15,22.5,11.25,18.75,28.125,18.75,Busy
4,5,12,18,28,13.5,23,35,23,Busy
4,5,13,19,32,14.25,25.5,40,25.5,Busy
4,5,14,20,30,15,25,37.5,25,Busy
4,5,15,23,37,17.25,30,46.25,30,Busy
4,5,16,29.5,46,22.125,37.75,57.5,37.75,Busy
4,5,17,32,53.25,24,42.625,66.5625,42.625,Busy
4,5,18,37.75,65.25,28.3125,51.5,81.5625,51.5,Busy
4,5,19,41.75,71,31.3125,56.375,88.75,56.375,Busy
4,5,20,37,59.25,27.75,48.125,74.0625,48.125,Busy
4,5,21,34,57.5,25.5,45.75,71.875,45.75,Busy
4,5,22,48,81.25,36,64.625,101.5625,64.625,Busy
4,5,23,66.25,113,49.6875,89.625,141.25,89.625,Busy
4,6,0,88,127.25,66,107.625,159.0625,107.625,Busy
4,6,1,93,137.5,69.75,115.25,171.875,115.25,Busy
4,6,2,72,115.5,54,93.75,144.375,93.75,Busy
4,6,3,39.5,63.5,29.625,51.5,79.375,51.5,Busy
4,6,4,20,30,15,25,37.5,25,Busy
4,6,5,3,6,2.25,4.5,7.5,4.5,Busy
4,6,6,3,6,2.25,4.5,7.5,4.5,Busy
4,6,7,3,7,2.25,5,8.75,5,Busy
4,6,8,5,10,3.75,7.5,12.5,7.5,Busy
4,6,9,8,16,6,12,20,12,Busy
4,6,10,11,20.5,8.25,15.75,25.625,15.75,Busy
4,6,11,13,22.25,9.75,17.625,27.8125,17.625,Busy
4,6,12,17,29,12.75,23,36.25,23,Busy
4,6,13,18,29.25,13.5,23.625,36.5625,23.625,Busy
4,6,14,19,28,14.25,23.5,35,23.5,Busy
4,6,15,18,32,13.5,25,40,25,Busy
4,6,16,21,30,15.75,25.5,37.5,25.5,Busy
4,6,17,25.25,38,18.9375,31.625,47.5,31.625,Busy
4,6,18,26.75,36.25,20.0625,31.5,45.3125,31.5,Busy
4,6,19,22,34,16.5,28,42.5,28,Busy
4,6,20,21.5,30,16.125,25.75,37.5,25.75,Busy
4,6,21,18,30,13.5,24,37.5,24,Busy
4,6,22,16.25,26.75,12.1875,21.5,33.4375,21.5,Busy
4,6,23,11,21.5,8.25,16.25,26.875,16.25,Busy
12,0,0,1,2.5,0.75,1.75,3.125,1.75,Busy
12,0,2,1,1,0.75,1,1.25,1,Very Busy
12,0,3,2,2,1.5,2,2.5,2,Very Busy
12,0,4,1,1,0.75,1,1.25,1,Very Busy
12,0,6,1,1,0.75,1,1.25,1,Very Busy
12,0,7,3.5,7.5,2.625,5.5,9.375,5.5,Busy
12,0,8,10.5,15.5,7.875,13,19.375,13,Busy
12,0,9,8,15.25,6,11.625,19.0625,11.625,Busy
12,0,10,7.75,12.25,5.8125,10,15.3125,10,Busy
12,0,11,6,11,4.5,8.5,13.75,8.5,Busy
12,0,12,5,12,3.75,8.5,15,8.5,Busy
12,0,13,7,13.25,5.25,10.125,16.5625,10.125,Busy
12,0,14,7,12,5.25,9.5,15,9.5,Busy
12,0,15,6.75,12.5,5.0625,9.625,15.625,9.625,Busy
12,0,16,4,9,3,6.5,11.25,6.5,Busy
12,0,17,3,8.75,2.25,5.875,10.9375,5.875,Busy
12,0,18,2,5,1.5,3.5,6.25,3.5,Busy
12,0,19,2,5,1.5,3.5,6.25,3.5,Busy
12,0,20,1,2.75,0.75,1.875,3.4375,1.875,Busy
12,0,21,1,2,0.75,1.5,2.5,1.5,Busy
12,0,22,1,2,0.75,1.5,2.5,1.5,Busy
12,0,23,1,1,0.75,1,1.25,1,Very Busy
12,1,0,1,1,0.75,1,1.25,1,Very Busy
12,1,1,1,1,0.75,1,1.25,1,Very Busy
12,1,3,1,1,0.75,1,1.25,1,Very Busy
12,1,5,1,1,0.75,1,1.25,1,Very Busy
12,1,6,1,1,0.75,1,1.25,1,Very Busy
12,1,7,3.5,9.75,2.625,6.625,12.1875,6.625,Busy
12,1,8,9.5,15.5,7.125,12.5,19.375,12.5,Busy
12,1,9,9,15,6.75,12,18.75,12,Busy
12,1,10,7.5,14,5.625,10.75,17.5,10.75,Busy
12,1,11,6,10,4.5,8,12.5,8,Busy
12,1,12,7,11,5.25,9,13.75,9,Busy
12,1,13,7,13,5.25,10,16.25,10,Busy
12,1,14,6,10,4.5,8,12.5,8,Busy
12,1,15,5,11,3.75,8,13.75,8,Busy
12,1,16,3,8.5,2.25,5.75,10.625,5.75,Busy
12,1,17,3,7,2.25,5,8.75,5,Busy
12,1,18,2,5,1.5,3.5,6.25,3.5,Busy
12,1,19,2,3,1.5,2.5,3.75,2.5,Busy
12,1,20,2,3,1.5,2.5,3.75,2.5,Busy
12,1,21,1,3.25,0.75,2.125,4.0625,2.125,Busy
12,1,22,1,3.75,0.75,2.375,4.6875,2.375,Busy
12,1,23,1.5,3,1.125,2.25,3.75,2.25,Busy
12,2,0,1,2,0.75,1.5,2.5,1.5,Busy
12,2,1,1,1,0.75,1,1.25,1,Very Busy
12,2,6,1,1,0.75,1,1.25,1,Very Busy
12,2,7,4,7,3,5.5,8.75,5.5,Busy
12,2,8,8,15.5,6,11.75,19.375,11.75,Busy
12,2,9,6,10.75,4.5,8.375,13.4375,8.375,Busy
12,2,10,6,11,4.5,8.5,13.75,8.5,Busy
12,2,11,5,9.5,3.75,7.25,11.875,7.25,Busy
12,2,12,5,10,3.75,7.5,12.5,7.5,Busy
12,2,13,6,10,4.5,8,12.5,8,Busy
12,2,14,5,12,3.75,8.5,15,8.5,Busy
12,2,15,4,8,3,6,10,6,Busy
12,2,16,3,7.75,2.25,5.375,9.6875,5.375,Busy
12,2,17,3,6,2.25,4.5,7.5,4.5,Busy
12,2,18,2,5.25,1.5,3.625,6.5625,3.625,Busy
12,2,19,2,5.25,1.5,3.625,6.5625,3.625,Busy
12,2,20,2,3,1.5,2.5,3.75,2.5,Busy
12,2,21,1,2,0.75,1.5,2.5,1.5,Busy
12,2,22,1.75,3,1.3125,2.375,3.75,2.375,Busy
12,2,23,1,2.75,0.75,1.875,3.4375,1.875,Busy
12,3,0,1,1,0.75,1,1.25,1,Very Busy
12,3,6,1,1,0.75,1,1.25,1,Very Busy
12,3,7,3,4.75,2.25,3.875,5.9375,3.875,Busy
12,3,8,7.25,12,5.4375,9.625,15,9.625,Busy
12,3,9,7.75,13.25,5.8125,10.5,16.5625,10.5,Busy
12,3,10,7,14,5.25,10.5,17.5,10.5,Busy
12,3,11,6,9.75,4.5,7.875,12.1875,7.875,Busy
12,3,12,5,10,3.75,7.5,12.5,7.5,Busy
12,3,13,5.25,10.75,3.9375,8,13.4375,8,Busy
12,3,14,4,11,3,7.5,13.75,7.5,Busy
12,3,15,4,11,3,7.5,13.75,7.5,Busy
12,3,16,3,9,2.25,6,11.25,6,Busy
12,3,17,2,7,1.5,4.5,8.75,4.5,Busy
12,3,18,3,6.75,2.25,4.875,8.4375,4.875,Busy
12,3,19,2,4.5,1.5,3.25,5.625,3.25,Busy
12,3,20,2,4.5,1.5,3.25,5.625,3.25,Busy
12,3,21,2,3,1.5,2.5,3.75,2.5,Busy
12,3,22,1.75,3,1.3125,2.375,3.75,2.375,Busy
12,3,23,2,2.25,1.5,2.125,2.8125,2.125,Busy
12,4,0,1,1,0.75,1,1.25,1,Very Busy
12,4,1,1,1,0.75,1,1.25,1,Very Busy
12,4,2,1,1,0.75,1,1.25,1,Very Busy
12,4,5,1,1,0.75,1,1.25,1,Very Busy
12,4,6,1,1,0.75,1,1.25,1,Very Busy
12,4,7,7,12.5,5.25,9.75,15.625,9.75,Busy
12,4,8,8,13,6,10.5,16.25,10.5,Busy
12,4,9,11,14.75,8.25,12.875,18.4375,12.875,Busy
12,4,10,9,13,6.75,11,16.25,11,Busy
12,4,11,6,13,4.5,9.5,16.25,9.5,Busy
12,4,12,8.75,14,6.5625,11.375,17.5,11.375,Busy
12,4,13,8,13,6,10.5,16.25,10.5,Busy
12,4,14,6,12,4.5,9,15,9,Busy
12,4,15,6,12,4.5,9,15,9,Busy
12,4,16,6,10,4.5,8,12.5,8,Busy
12,4,17,4,9,3,6.5,11.25,6.5,Busy
12,4,18,3.5,8,2.625,5.75,10,5.75,Busy
12,4,19,1,4,0.75,2.5,5,2.5,Busy
12,4,20,1,3,0.75,2,3.75,2,Busy
12,4,21,1,3,0.75,2,3.75,2,Busy
12,4,22,1,3,0.75,2,3.75,2,Busy
12,4,23,1,3,0.75,2,3.75,2,Busy
12,5,0,1,2,0.75,1.5,2.5,1.5,Busy
12,5,1,1,1,0.75,1,1.25,1,Very Busy
12,5,2,1,1,0.75,1,1.25,1,Very Busy
12,5,6,1,1,0.75,1,1.25,1,Very Busy
12,5,7,4.75,5.25,3.5625,5,6.5625,5,Busy
12,5,8,8,14,6,11,17.5,11,Busy
12,5,9,12,14.5,9,13.25,18.125,13.25,Busy
12,5,10,9.75,14,7.3125,11.875,17.5,11.875,Busy
12,5,11,8,15.25,6,11.625,19.0625,11.625,Busy
12,5,12,9,15,6.75,12,18.75,12,Busy
12,5,13,8.5,18,6.375,13.25,22.5,13.25,Busy
12,5,14,8,16,6,12,20,12,Busy
12,5,15,8.75,16,6.5625,12.375,20,12.375,Busy
12,5,16,8,15,6,11.5,18.75,11.5,Busy
12,5,17,6,12,4.5,9,15,9,Busy
12,5,18,4,9,3,6.5,11.25,6.5,Busy
12,5,19,2,5,1.5,3.5,6.25,3.5,Busy
12,5,20,2,3,1.5,2.5,3.75,2.5,Busy
12,5,21,1,3.25,0.75,2.125,4.0625,2.125,Busy
12,5,22,1,3,0.75,2,3.75,2,Busy
12,5,23,1.25,3,0.9375,2.125,3.75,2.125,Busy
12,6,0,1,3,0.75,2,3.75,2,Busy
12,6,1,2,3.5,1.5,2.75,4.375,2.75,Busy
12,6,2,1,1,0.75,1,1.25,1,Very Busy
12,6,4,1.5,2.5,1.125,2,3.125,2,Busy
12,6,7,6.5,16,4.875,11.25,20,11.25,Busy
12,6,8,13.25,18.25,9.9375,15.75,22.8125,15.75,Busy
12,6,9,11.25,15,8.4375,13.125,18.75,13.125,Busy
12,6,10,9,13,6.75,11,16.25,11,Busy
12,6,11,7,13,5.25,10,16.25,10,Busy
12,6,12,7,15,5.25,11,18.75,11,Busy
12,6,13,7,14,5.25,10.5,17.5,10.5,Busy
12,6,14,6,12,4.5,9,15,9,Busy
12,6,15,6,13,4.5,9.5,16.25,9.5,Busy
12,6,16,5,9,3.75,7,11.25,7,Busy
12,6,17,4,9,3,6.5,11.25,6.5,Busy
12,6,18,2,6.75,1.5,4.375,8.4375,4.375,Busy
12,6,19,2,4.25,1.5,3.125,5.3125,3.125,Busy
12,6,20,1,4,0.75,2.5,5,2.5,Busy
12,6,21,1,2.75,0.75,1.875,3.4375,1.875,Busy
12,6,22,1,2,0.75,1.5,2.5,1.5,Busy
12,6,23,1,1.5,0.75,1.25,1.875,1.25,Busy
13,0,0,4.25,11,3.1875,7.625,13.75,7.625,Busy
13,0,1,3,4.75,2.25,3.875,5.9375,3.875,Busy
13,0,2,2,6,1.5,4,7.5,4,Busy
13,0,3,2,3,1.5,2.5,3.75,2.5,Busy
13,0,4,2,3.25,1.5,2.625,4.0625,2.625,Busy
13,0,5,4,7,3,5.5,8.75,5.5,Busy
13,0,6,18,31.25,13.5,24.625,39.0625,24.625,Busy
13,0,7,39,66.5,29.25,52.75,83.125,52.75,Busy
13,0,8,59.75,102.5,44.8125,81.125,128.125,81.125,Busy
13,0,9,54,78,40.5,66,97.5,66,Busy
13,0,10,52,66,39,59,82.5,59,Busy
13,0,11,51,67,38.25,59,83.75,59,Busy
13,0,12,52,67,39,59.5,83.75,59.5,Busy
13,0,13,61,76,45.75,68.5,95,68.5,Busy
13,0,14,61,80,45.75,70.5,100,70.5,Busy
13,0,15,63,80,47.25,71.5,100,71.5,Busy
13,0,16,68,86,51,77,107.5,77,Busy
13,0,17,87,112,65.25,99.5,140,99.5,Busy
13,0,18,83,114,62.25,98.5,142.5,98.5,Busy
13,0,19,62,86,46.5,74,107.5,74,Busy
13,0,20,58,78,43.5,68,97.5,68,Busy
13,0,21,50,78,37.5,64,97.5,64,Busy
13,0,22,28,54,21,41,67.5,41,Busy
13,0,23,15,23.5,11.25,19.25,29.375,19.25,Busy
13,1,0,5,12,3.75,8.5,15,8.5,Busy
13,1,1,3,5,2.25,4,6.25,4,Busy
13,1,2,2,2.75,1.5,2.375,3.4375,2.375,Busy
13,1,3,2.25,2.75,1.6875,2.5,3.4375,2.5,Busy
13,1,4,1,2.75,0.75,1.875,3.4375,1.875,Busy
13,1,5,4,7,3,5.5,8.75,5.5,Busy
13,1,6,20,31,15,25.5,38.75,25.5,Busy
13,1,7,53,79,39.75,66,98.75,66,Busy
13,1,8,88,131,66,109.5,163.75,109.5,Busy
13,1,9,70,98,52.5,84,122.5,84,Busy
13,1,10,57,80,42.75,68.5,100,68.5,Busy
13,1,11,64,82,48,73,102.5,73,Busy
13,1,12,61,87,45.75,74,108.75,74,Busy
13,1,13,69,92,51.75,80.5,115,80.5,Busy
13,1,14,67,93,50.25,80,116.25,80,Busy
13,1,15,69,92,51.75,80.5,115,80.5,Busy
13,1,16,77,107,57.75,92,133.75,92,Busy
13,1,17,100,136,75,118,170,118,Busy
13,1,18,108,139,81,123.5,173.75,123.5,Busy
13,1,19,79,128,59.25,103.5,160,103.5,Busy
13,1,20,81,131,60.75,106,163.75,106,Busy
13,1,21,75,133,56.25,104,166.25,104,Busy
13,1,22,57,92,42.75,74.5,115,74.5,Busy
13,1,23,22,41,16.5,31.5,51.25,31.5,Busy
13,2,0,10,18,7.5,14,22.5,14,Busy
13,2,1,3.25,7,2.4375,5.125,8.75,5.125,Busy
13,2,2,1,3,0.75,2,3.75,2,Busy
13,2,3,1,2,0.75,1.5,2.5,1.5,Busy
13,2,4,1,3,0.75,2,3.75,2,Busy
13,2,5,4,6,3,5,7.5,5,Busy
13,2,6,21,31.25,15.75,26.125,39.0625,26.125,Busy
13,2,7,58.5,86.5,43.875,72.5,108.125,72.5,Busy
13,2,8,101,142.5,75.75,121.75,178.125,121.75,Busy
13,2,9,82.75,112.25,62.0625,97.5,140.3125,97.5,Busy
13,2,10,60.5,83,45.375,71.75,103.75,71.75,Busy
13,2,11,67.75,90,50.8125,78.875,112.5,78.875,Busy
13,2,12,69,85.25,51.75,77.125,106.5625,77.125,Busy
13,2,13,77,95.25,57.75,86.125,119.0625,86.125,Busy
13,2,14,77,97,57.75,87,121.25,87,Busy
13,2,15,75,95.25,56.25,85.125,119.0625,85.125,Busy
13,2,16,87,110,65.25,98.5,137.5,98.5,Busy
13,2,17,114,138,85.5,126,172.5,126,Busy
13,2,18,116.75,147.25,87.5625,132,184.0625,132,Busy
13,2,19,106,134.25,79.5,120.125,167.8125,120.125,Busy
13,2,20,93,123.25,69.75,108.125,154.0625,108.125,Busy
13,2,21,95.75,134.25,71.8125,115,167.8125,115,Busy
13,2,22,66.75,102,50.0625,84.375,127.5,84.375,Busy
13,2,23,32,56.75,24,44.375,70.9375,44.375,Busy
13,3,0,14,21,10.5,17.5,26.25,17.5,Busy
13,3,1,5.5,9.5,4.125,7.5,11.875,7.5,Busy
13,3,2,2,4,1.5,3,5,3,Busy
13,3,3,2,3,1.5,2.5,3.75,2.5,Busy
13,3,4,2,3,1.5,2.5,3.75,2.5,Busy
13,3,5,4,7,3,5.5,8.75,5.5,Busy
13,3,6,21.75,39.5,16.3125,30.625,49.375,30.625,Busy
13,3,7,61.25,103,45.9375,82.125,128.75,82.125,Busy
13,3,8,99.25,149.5,74.4375,124.375,186.875,124.375,Busy
13,3,9,78,107,58.5,92.5,133.75,92.5,Busy
13,3,10,61.75,79.75,46.3125,70.75,99.6875,70.75,Busy
13,3,11,71.75,86.25,53.8125,79,107.8125,79,Busy
13,3,12,69,88.25,51.75,78.625,110.3125,78.625,Busy
13,3,13,75,97,56.25,86,121.25,86,Busy
13,3,14,75.75,95.5,56.8125,85.625,119.375,85.625,Busy
13,3,15,77.75,97.75,58.3125,87.75,122.1875,87.75,Busy
13,3,16,87,111,65.25,99,138.75,99,Busy
13,3,17,113.75,138.25,85.3125,126,172.8125,126,Busy
13,3,18,127.75,152,95.8125,139.875,190,139.875,Busy
13,3,19,101.75,138.5,76.3125,120.125,173.125,120.125,Busy
13,3,20,99,135,74.25,117,168.75,117,Busy
13,3,21,94.5,142.25,70.875,118.375,177.8125,118.375,Busy
13,3,22,77,115.75,57.75,96.375,144.6875,96.375,Busy
13,3,23,47.5,71,35.625,59.25,88.75,59.25,Busy
13,4,0,25,39,18.75,32,48.75,32,Busy
13,4,1,12,20,9,16,25,16,Busy
13,4,2,6,10,4.5,8,12.5,8,Busy
13,4,3,3,7.5,2.25,5.25,9.375,5.25,Busy
13,4,4,4,6.5,3,5.25,8.125,5.25,Busy
13,4,5,4,7,3,5.5,8.75,5.5,Busy
13,4,6,16,30,12,23,37.5,23,Busy
13,4,7,35,59,26.25,47,73.75,47,Busy
13,4,8,53.25,83.5,39.9375,68.375,104.375,68.375,Busy
13,4,9,56.75,73.25,42.5625,65,91.5625,65,Busy
13,4,10,52.75,67.5,39.5625,60.125,84.375,60.125,Busy
13,4,11,58.75,77,44.0625,67.875,96.25,67.875,Busy
13,4,12,64.5,81,48.375,72.75,101.25,72.75,Busy
13,4,13,66.75,86.25,50.0625,76.5,107.8125,76.5,Busy
13,4,14,69,91.25,51.75,80.125,114.0625,80.125,Busy
13,4,15,78.25,99.25,58.6875,88.75,124.0625,88.75,Busy
13,4,16,83,107.5,62.25,95.25,134.375,95.25,Busy
13,4,17,94.25,129.75,70.6875,112,162.1875,112,Busy
13,4,18,104,137.25,78,120.625,171.5625,120.625,Busy
13,4,19,85.25,126.25,63.9375,105.75,157.8125,105.75,Busy
13,4,20,63.5,98,47.625,80.75,122.5,80.75,Busy
13,4,21,57.75,79.25,43.3125,68.5,99.0625,68.5,Busy
13,4,22,52.75,76.25,39.5625,64.5,95.3125,64.5,Busy
13,4,23,42,71,31.5,56.5,88.75,56.5,Busy
13,5,0,40,65.75,30,52.875,82.1875,52.875,Busy
13,5,1,33.75,46.75,25.3125,40.25,58.4375,40.25,Busy
13,5,2,23,30,17.25,26.5,37.5,26.5,Busy
13,5,3,14,18,10.5,16,22.5,16,Busy
13,5,4,5,9.25,3.75,7.125,11.5625,7.125,Busy
13,5,5,2,4,1.5,3,5,3,Busy
13,5,6,3,6.25,2.25,4.625,7.8125,4.625,Busy
13,5,7,8,15,6,11.5,18.75,11.5,Busy
13,5,8,18,28,13.5,23,35,23,Busy
13,5,9,32.75,53.25,24.5625,43,66.5625,43,Busy
13,5,10,53,70.25,39.75,61.625,87.8125,61.625,Busy
13,5,11,62.25,84.25,46.6875,73.25,105.3125,73.25,Busy
13,5,12,73.5,96.5,55.125,85,120.625,85,Busy
13,5,13,78,100.75,58.5,89.375,125.9375,89.375,Busy
13,5,14,79.75,102.75,59.8125,91.25,128.4375,91.25,Busy
13,5,15,82.5,105,61.875,93.75,131.25,93.75,Busy
13,5,16,82.25,101,61.6875,91.625,126.25,91.625,Busy
13,5,17,80.75,111.75,60.5625,96.25,139.6875,96.25,Busy
13,5,18,76.75,108.25,57.5625,92.5,135.3125,92.5,Busy
13,5,19,65.5,100.25,49.125,82.875,125.3125,82.875,Busy
13,5,20,53.75,80.25,40.3125,67,100.3125,67,Busy
13,5,21,51.5,68.75,38.625,60.125,85.9375,60.125,Busy
13,5,22,49.5,77.75,37.125,63.625,97.1875,63.625,Busy
13,5,23,48.75,77.5,36.5625,63.125,96.875,63.125,Busy
13,6,0,43,63.25,32.25,53.125,79.0625,53.125,Busy
13,6,1,34.75,49,26.0625,41.875,61.25,41.875,Busy
13,6,2,21,31.25,15.75,26.125,39.0625,26.125,Busy
13,6,3,15.25,23,11.4375,19.125,28.75,19.125,Busy
13,6,4,6.25,10.75,4.6875,8.5,13.4375,8.5,Busy
13,6,5,2,5,1.5,3.5,6.25,3.5,Busy
13,6,6,2.75,6,2.0625,4.375,7.5,4.375,Busy
13,6,7,5,10,3.75,7.5,12.5,7.5,Busy
