PULocationID,day_of_week,hour,p25,p75,p10,p50,p90,simulated_ridership,busyness_level
164,2,11,220.5,262.25,165.375,241.375,327.8125,241.375,Busy
164,2,12,225,268.25,168.75,246.625,335.3125,246.625,Busy
164,2,13,233.5,276.25,175.125,254.875,345.3125,254.875,Busy
164,2,14,253.5,292,190.125,272.75,365,272.75,Busy
164,2,15,249.75,302.75,187.3125,276.25,378.4375,276.25,Busy
164,2,16,262.5,341.25,196.875,301.875,426.5625,301.875,Busy
164,2,17,329.5,399.25,247.125,364.375,499.0625,364.375,Busy
164,2,18,350.5,427.5,262.875,389,534.375,389,Busy
164,2,19,295.25,383.5,221.4375,339.375,479.375,339.375,Busy
164,2,20,281,379.75,210.75,330.375,474.6875,330.375,Busy
164,2,21,301.5,417.25,226.125,359.375,521.5625,359.375,Busy
164,2,22,266,372.75,199.5,319.375,465.9375,319.375,Busy
164,2,23,145.5,273.5,109.125,209.5,341.875,209.5,Busy
164,3,0,84.75,123.25,63.5625,104,154.0625,104,Busy
164,3,1,38,57,28.5,47.5,71.25,47.5,Busy
164,3,2,17.75,29.25,13.3125,23.5,36.5625,23.5,Busy
164,3,3,11,17,8.25,14,21.25,14,Busy
164,3,4,8,13,6,10.5,16.25,10.5,Busy
164,3,5,12,18,9,15,22.5,15,Busy
164,3,6,38,53,28.5,45.5,66.25,45.5,Busy
164,3,7,103.75,131.25,77.8125,117.5,164.0625,117.5,Busy
164,3,8,186,239.25,139.5,212.625,299.0625,212.625,Busy
164,3,9,203.25,246.25,152.4375,224.75,307.8125,224.75,Busy
164,3,10,193.75,230,145.3125,211.875,287.5,211.875,Busy
164,3,11,212.75,247,159.5625,229.875,308.75,229.875,Busy
164,3,12,232.25,266.5,174.1875,249.375,333.125,249.375,Busy
164,3,13,233.5,276,175.125,254.75,345,254.75,Busy
164,3,14,260,295.5,195,277.75,369.375,277.75,Busy
164,3,15,265,318.75,198.75,291.875,398.4375,291.875,Busy
164,3,16,280,336.5,210,308.25,420.625,308.25,Busy
164,3,17,350.5,412,262.875,381.25,515,381.25,Busy
164,3,18,373,460.5,279.75,416.75,575.625,416.75,Busy
164,3,19,317,412.75,237.75,364.875,515.9375,364.875,Busy
164,3,20,281.75,401.5,211.3125,341.625,501.875,341.625,Busy
164,3,21,311.25,405.75,233.4375,358.5,507.1875,358.5,Busy
164,3,22,308.25,386,231.1875,347.125,482.5,347.125,Busy
164,3,23,227.5,329.75,170.625,278.625,412.1875,278.625,Busy
164,4,0,123.75,210.5,92.8125,167.125,263.125,167.125,Busy
164,4,1,69,98.25,51.75,83.625,122.8125,83.625,Busy
164,4,2,39.75,51.25,29.8125,45.5,64.0625,45.5,Busy
164,4,3,20,32.25,15,26.125,40.3125,26.125,Busy
164,4,4,17,26,12.75,21.5,32.5,21.5,Busy
164,4,5,13,19,9.75,16,23.75,16,Busy
164,4,6,27.75,40.25,20.8125,34,50.3125,34,Busy
164,4,7,62.75,91.25,47.0625,77,114.0625,77,Busy
164,4,8,113.5,146,85.125,129.75,182.5,129.75,Busy
164,4,9,139.75,173.75,104.8125,156.75,217.1875,156.75,Busy
164,4,10,169.75,194,127.3125,181.875,242.5,181.875,Busy
164,4,11,187,216.25,140.25,201.625,270.3125,201.625,Busy
164,4,12,205.5,249,154.125,227.25,311.25,227.25,Busy
164,4,13,211,255.5,158.25,233.25,319.375,233.25,Busy
164,4,14,230.75,273,173.0625,251.875,341.25,251.875,Busy
164,4,15,253,298.25,189.75,275.625,372.8125,275.625,Busy
164,4,16,251.25,319,188.4375,285.125,398.75,285.125,Busy
164,4,17,281.25,370.25,210.9375,325.75,462.8125,325.75,Busy
164,4,18,306,403.5,229.5,354.75,504.375,354.75,Busy
164,4,19,288.75,393.25,216.5625,341,491.5625,341,Busy
164,4,20,233.5,319,175.125,276.25,398.75,276.25,Busy
164,4,21,225.75,307.25,169.3125,266.5,384.0625,266.5,Busy
164,4,22,252.5,351,189.375,301.75,438.75,301.75,Busy
164,4,23,216,345.75,162,280.875,432.1875,280.875,Busy
164,5,0,177,293.5,132.75,235.25,366.875,235.25,Busy
164,5,1,150.5,212.75,112.875,181.625,265.9375,181.625,Busy
164,5,2,105.75,134.5,79.3125,120.125,168.125,120.125,Busy
164,5,3,68,92,51,80,115,80,Busy
164,5,4,40.75,61.25,30.5625,51,76.5625,51,Busy
164,5,5,14,21.25,10.5,17.625,26.5625,17.625,Busy
164,5,6,15,22.25,11.25,18.625,27.8125,18.625,Busy
164,5,7,25,36.25,18.75,30.625,45.3125,30.625,Busy
164,5,8,55,73.75,41.25,64.375,92.1875,64.375,Busy
164,5,9,100.75,132,75.5625,116.375,165,116.375,Busy
164,5,10,138.75,187.25,104.0625,163,234.0625,163,Busy
164,5,11,180.75,233.5,135.5625,207.125,291.875,207.125,Busy
164,5,12,199.75,254.5,149.8125,227.125,318.125,227.125,Busy
164,5,13,210.75,273,158.0625,241.875,341.25,241.875,Busy
164,5,14,214.25,290,160.6875,252.125,362.5,252.125,Busy
164,5,15,233,311,174.75,272,388.75,272,Busy
164,5,16,268.5,339.25,201.375,303.875,424.0625,303.875,Busy
164,5,17,287.5,376.25,215.625,331.875,470.3125,331.875,Busy
164,5,18,294.5,392,220.875,343.25,490,343.25,Busy
164,5,19,284.75,393,213.5625,338.875,491.25,338.875,Busy
164,5,20,239.25,342,179.4375,290.625,427.5,290.625,Busy
164,5,21,232.75,312.25,174.5625,272.5,390.3125,272.5,Busy
164,5,22,262.75,385.25,197.0625,324,481.5625,324,Busy
164,5,23,251.25,375.75,188.4375,313.5,469.6875,313.5,Busy
164,6,0,214.75,308,161.0625,261.375,385,261.375,Busy
164,6,1,168.75,247,126.5625,207.875,308.75,207.875,Busy
164,6,2,111,150.5,83.25,130.75,188.125,130.75,Busy
164,6,3,73.75,109,55.3125,91.375,136.25,91.375,Busy
164,6,4,50,74,37.5,62,92.5,62,Busy
164,6,5,13,27,9.75,20,33.75,20,Busy
164,6,6,15,23.25,11.25,19.125,29.0625,19.125,Busy
164,6,7,23,35.25,17.25,29.125,44.0625,29.125,Busy
164,6,8,46.75,65.5,35.0625,56.125,81.875,56.125,Busy
164,6,9,88,113.5,66,100.75,141.875,100.75,Busy
164,6,10,122.75,167.25,92.0625,145,209.0625,145,Busy
164,6,11,156,212.25,117,184.125,265.3125,184.125,Busy
164,6,12,180.25,243.5,135.1875,211.875,304.375,211.875,Busy
164,6,13,180.75,229.25,135.5625,205,286.5625,205,Busy
164,6,14,185,240.5,138.75,212.75,300.625,212.75,Busy
164,6,15,182,244.75,136.5,213.375,305.9375,213.375,Busy
164,6,16,185.5,259.25,139.125,222.375,324.0625,222.375,Busy
164,6,17,198,275.5,148.5,236.75,344.375,236.75,Busy
164,6,18,203.75,280.25,152.8125,242,350.3125,242,Busy
164,6,19,176.75,236.5,132.5625,206.625,295.625,206.625,Busy
164,6,20,156,209.5,117,182.75,261.875,182.75,Busy
164,6,21,155,197.25,116.25,176.125,246.5625,176.125,Busy
164,6,22,119,166.25,89.25,142.625,207.8125,142.625,Busy
164,6,23,63,109.25,47.25,86.125,136.5625,86.125,Busy
166,0,0,6.5,16,4.875,11.25,20,11.25,Busy
166,0,1,3,7,2.25,5,8.75,5,Busy
166,0,2,2,4,1.5,3,5,3,Busy
166,0,3,2,5,1.5,3.5,6.25,3.5,Busy
166,0,4,2,5.25,1.5,3.625,6.5625,3.625,Busy
166,0,5,5,10,3.75,7.5,12.5,7.5,Busy
166,0,6,13,22,9.75,17.5,27.5,17.5,Busy
166,0,7,31,59,23.25,45,73.75,45,Busy
166,0,8,56,78,42,67,97.5,67,Busy
166,0,9,49,69,36.75,59,86.25,59,Busy
166,0,10,48,64,36,56,80,56,Busy
166,0,11,48,63,36,55.5,78.75,55.5,Busy
166,0,12,56,73,42,64.5,91.25,64.5,Busy
166,0,13,54,71,40.5,62.5,88.75,62.5,Busy
166,0,14,62,79,46.5,70.5,98.75,70.5,Busy
166,0,15,68,83,51,75.5,103.75,75.5,Busy
166,0,16,61,81,45.75,71,101.25,71,Busy
166,0,17,67,95,50.25,81,118.75,81,Busy
166,0,18,59,88,44.25,73.5,110,73.5,Busy
166,0,19,45,66,33.75,55.5,82.5,55.5,Busy
166,0,20,44,70,33,57,87.5,57,Busy
166,0,21,41,66,30.75,53.5,82.5,53.5,Busy
166,0,22,26,44,19.5,35,55,35,Busy
166,0,23,15,25,11.25,20,31.25,20,Busy
166,1,0,6,13,4.5,9.5,16.25,9.5,Busy
166,1,1,3,6,2.25,4.5,7.5,4.5,Busy
166,1,2,2,5,1.5,3.5,6.25,3.5,Busy
166,1,3,1,2,0.75,1.5,2.5,1.5,Busy
166,1,4,2,5,1.5,3.5,6.25,3.5,Busy
166,1,5,4,7.75,3,5.875,9.6875,5.875,Busy
166,1,6,12,18,9,15,22.5,15,Busy
166,1,7,28,64,21,46,80,46,Busy
166,1,8,71,93,53.25,82,116.25,82,Busy
166,1,9,56,81,42,68.5,101.25,68.5,Busy
166,1,10,50,66,37.5,58,82.5,58,Busy
166,1,11,54,74,40.5,64,92.5,64,Busy
166,1,12,59,76,44.25,67.5,95,67.5,Busy
166,1,13,57,77,42.75,67,96.25,67,Busy
166,1,14,67,86,50.25,76.5,107.5,76.5,Busy
166,1,15,70,95,52.5,82.5,118.75,82.5,Busy
166,1,16,68,87,51,77.5,108.75,77.5,Busy
166,1,17,75,116,56.25,95.5,145,95.5,Busy
166,1,18,65,99,48.75,82,123.75,82,Busy
166,1,19,54,86,40.5,70,107.5,70,Busy
166,1,20,56,89,42,72.5,111.25,72.5,Busy
166,1,21,55,92,41.25,73.5,115,73.5,Busy
166,1,22,39,67,29.25,53,83.75,53,Busy
166,1,23,21,39,15.75,30,48.75,30,Busy
166,2,0,9,17,6.75,13,21.25,13,Busy
166,2,1,4,8,3,6,10,6,Busy
166,2,2,3,4.5,2.25,3.75,5.625,3.75,Busy
166,2,3,2,4,1.5,3,5,3,Busy
166,2,4,2,4,1.5,3,5,3,Busy
166,2,5,4,7,3,5.5,8.75,5.5,Busy
166,2,6,12,19,9,15.5,23.75,15.5,Busy
166,2,7,35.75,63.25,26.8125,49.5,79.0625,49.5,Busy
166,2,8,76.75,102.25,57.5625,89.5,127.8125,89.5,Busy
166,2,9,58.5,82,43.875,70.25,102.5,70.25,Busy
166,2,10,51.75,65.5,38.8125,58.625,81.875,58.625,Busy
166,2,11,58,75,43.5,66.5,93.75,66.5,Busy
166,2,12,65,79.25,48.75,72.125,99.0625,72.125,Busy
166,2,13,66.75,81.25,50.0625,74,101.5625,74,Busy
166,2,14,65.5,86.75,49.125,76.125,108.4375,76.125,Busy
166,2,15,74.75,96.25,56.0625,85.5,120.3125,85.5,Busy
166,2,16,74.5,102.25,55.875,88.375,127.8125,88.375,Busy
166,2,17,89,119,66.75,104,148.75,104,Busy
166,2,18,72,117.25,54,94.625,146.5625,94.625,Busy
166,2,19,56.75,79.5,42.5625,68.125,99.375,68.125,Busy
166,2,20,59.5,88.25,44.625,73.875,110.3125,73.875,Busy
166,2,21,53.75,91,40.3125,72.375,113.75,72.375,Busy
166,2,22,46,76,34.5,61,95,61,Busy
166,2,23,25.75,41.25,19.3125,33.5,51.5625,33.5,Busy
166,3,0,10,20,7.5,15,25,15,Busy
166,3,1,4,10,3,7,12.5,7,Busy
166,3,2,3,6,2.25,4.5,7.5,4.5,Busy
166,3,3,2.75,4.25,2.0625,3.5,5.3125,3.5,Busy
166,3,4,2,6,1.5,4,7.5,4,Busy
166,3,5,6,9,4.5,7.5,11.25,7.5,Busy
166,3,6,13,21,9.75,17,26.25,17,Busy
166,3,7,38.5,64,28.875,51.25,80,51.25,Busy
166,3,8,75,101,56.25,88,126.25,88,Busy
166,3,9,63,82.25,47.25,72.625,102.8125,72.625,Busy
166,3,10,54.75,68,41.0625,61.375,85,61.375,Busy
166,3,11,57,82.25,42.75,69.625,102.8125,69.625,Busy
166,3,12,68,80.25,51,74.125,100.3125,74.125,Busy
166,3,13,64.75,83.5,48.5625,74.125,104.375,74.125,Busy
166,3,14,70.75,95.25,53.0625,83,119.0625,83,Busy
166,3,15,78,100.5,58.5,89.25,125.625,89.25,Busy
166,3,16,77,102.25,57.75,89.625,127.8125,89.625,Busy
166,3,17,92.75,127,69.5625,109.875,158.75,109.875,Busy
166,3,18,79,121.5,59.25,100.25,151.875,100.25,Busy
166,3,19,58.5,99.25,43.875,78.875,124.0625,78.875,Busy
166,3,20,59.75,95,44.8125,77.375,118.75,77.375,Busy
166,3,21,63.75,87.25,47.8125,75.5,109.0625,75.5,Busy
166,3,22,54.5,85.5,40.875,70,106.875,70,Busy
166,3,23,32.75,57.5,24.5625,45.125,71.875,45.125,Busy
166,4,0,18.75,33,14.0625,25.875,41.25,25.875,Busy
166,4,1,8.25,18,6.1875,13.125,22.5,13.125,Busy
166,4,2,6,10,4.5,8,12.5,8,Busy
166,4,3,4,6.5,3,5.25,8.125,5.25,Busy
166,4,4,3,6,2.25,4.5,7.5,4.5,Busy
166,4,5,5,12,3.75,8.5,15,8.5,Busy
166,4,6,13,22.5,9.75,17.75,28.125,17.75,Busy
166,4,7,32.5,68.25,24.375,50.375,85.3125,50.375,Busy
166,4,8,64,88.75,48,76.375,110.9375,76.375,Busy
166,4,9,56.75,76.5,42.5625,66.625,95.625,66.625,Busy
166,4,10,48,65.25,36,56.625,81.5625,56.625,Busy
166,4,11,59.75,74.25,44.8125,67,92.8125,67,Busy
166,4,12,64.75,86.5,48.5625,75.625,108.125,75.625,Busy
166,4,13,69.75,90.75,52.3125,80.25,113.4375,80.25,Busy
166,4,14,70,94,52.5,82,117.5,82,Busy
166,4,15,81.5,111.5,61.125,96.5,139.375,96.5,Busy
166,4,16,70,105,52.5,87.5,131.25,87.5,Busy
166,4,17,77.75,123.25,58.3125,100.5,154.0625,100.5,Busy
166,4,18,81.75,114,61.3125,97.875,142.5,97.875,Busy
166,4,19,63,92.5,47.25,77.75,115.625,77.75,Busy
166,4,20,46.75,81.25,35.0625,64,101.5625,64,Busy
166,4,21,42,71.25,31.5,56.625,89.0625,56.625,Busy
166,4,22,43,73.5,32.25,58.25,91.875,58.25,Busy
166,4,23,32.75,66.25,24.5625,49.5,82.8125,49.5,Busy
166,5,0,27.75,53,20.8125,40.375,66.25,40.375,Busy
166,5,1,22.25,34.75,16.6875,28.5,43.4375,28.5,Busy
166,5,2,16,27.5,12,21.75,34.375,21.75,Busy
166,5,3,9,19,6.75,14,23.75,14,Busy
166,5,4,6,10.75,4.5,8.375,13.4375,8.375,Busy
166,5,5,3,7,2.25,5,8.75,5,Busy
166,5,6,10,15,7.5,12.5,18.75,12.5,Busy
166,5,7,16,25,12,20.5,31.25,20.5,Busy
166,5,8,23.75,48.25,17.8125,36,60.3125,36,Busy
166,5,9,38,68,28.5,53,85,53,Busy
166,5,10,49.5,69.25,37.125,59.375,86.5625,59.375,Busy
166,5,11,52,74,39,63,92.5,63,Busy
166,5,12,62,85.5,46.5,73.75,106.875,73.75,Busy
166,5,13,57.5,89.75,43.125,73.625,112.1875,73.625,Busy
166,5,14,54.5,78.25,40.875,66.375,97.8125,66.375,Busy
166,5,15,56,85.5,42,70.75,106.875,70.75,Busy
166,5,16,58.75,96.25,44.0625,77.5,120.3125,77.5,Busy
166,5,17,60.5,106.75,45.375,83.625,133.4375,83.625,Busy
166,5,18,67.75,110,50.8125,88.875,137.5,88.875,Busy
166,5,19,56.5,102,42.375,79.25,127.5,79.25,Busy
166,5,20,47.75,89.25,35.8125,68.5,111.5625,68.5,Busy
166,5,21,43.75,80.25,32.8125,62,100.3125,62,Busy
166,5,22,48.5,83.75,36.375,66.125,104.6875,66.125,Busy
166,5,23,40.75,74.25,30.5625,57.5,92.8125,57.5,Busy
166,6,0,26.75,53.25,20.0625,40,66.5625,40,Busy
166,6,1,23.5,42.5,17.625,33,53.125,33,Busy
166,6,2,16,31,12,23.5,38.75,23.5,Busy
166,6,3,12,22,9,17,27.5,17,Busy
166,6,4,8,13,6,10.5,16.25,10.5,Busy
166,6,5,4,8,3,6,10,6,Busy
166,6,6,8,17,6,12.5,21.25,12.5,Busy
166,6,7,15,22.5,11.25,18.75,28.125,18.75,Busy
166,6,8,25,37,18.75,31,46.25,31,Busy
166,6,9,34,57.25,25.5,45.625,71.5625,45.625,Busy
166,6,10,53.5,79.25,40.125,66.375,99.0625,66.375,Busy
166,6,11,49,74.25,36.75,61.625,92.8125,61.625,Busy
166,6,12,63.25,88,47.4375,75.625,110,75.625,Busy
166,6,13,60.75,91.5,45.5625,76.125,114.375,76.125,Busy
166,6,14,59.75,87.25,44.8125,73.5,109.0625,73.5,Busy
166,6,15,53.5,82.25,40.125,67.875,102.8125,67.875,Busy
166,6,16,51,73.75,38.25,62.375,92.1875,62.375,Busy
166,6,17,55.75,84.25,41.8125,70,105.3125,70,Busy
166,6,18,49.5,74.5,37.125,62,93.125,62,Busy
166,6,19,39,64.5,29.25,51.75,80.625,51.75,Busy
166,6,20,36.25,61.25,27.1875,48.75,76.5625,48.75,Busy
166,6,21,31,44,23.25,37.5,55,37.5,Busy
166,6,22,23,35.25,17.25,29.125,44.0625,29.125,Busy
166,6,23,13.5,22.5,10.125,18,28.125,18,Busy
170,0,0,36,51,27,43.5,63.75,43.5,Busy
170,0,1,15,25,11.25,20,31.25,20,Busy
170,0,2,7,12,5.25,9.5,15,9.5,Busy
170,0,3,4,9,3,6.5,11.25,6.5,Busy
170,0,4,5.5,9,4.125,7.25,11.25,7.25,Busy
170,0,5,20,28,15,24,35,24,Busy
170,0,6,76,100,57,88,125,88,Busy
170,0,7,166,209,124.5,187.5,261.25,187.5,Busy
170,0,8,259,315,194.25,287,393.75,287,Busy
170,0,9,278,328,208.5,303,410,303,Busy
170,0,10,263,319,197.25,291,398.75,291,Busy
170,0,11,267,313,200.25,290,391.25,290,Busy
170,0,12,272,335,204,303.5,418.75,303.5,Busy
170,0,13,291,338,218.25,314.5,422.5,314.5,Busy
170,0,14,308,350,231,329,437.5,329,Busy
170,0,15,301,352,225.75,326.5,440,326.5,Busy
170,0,16,296,349,222,322.5,436.25,322.5,Busy
170,0,17,337,403,252.75,370,503.75,370,Busy
170,0,18,333,442,249.75,387.5,552.5,387.5,Busy
170,0,19,266,337,199.5,301.5,421.25,301.5,Busy
170,0,20,270,338,202.5,304,422.5,304,Busy
170,0,21,229,316,171.75,272.5,395,272.5,Busy
170,0,22,153,237,114.75,195,296.25,195,Busy
170,0,23,83,124,62.25,103.5,155,103.5,Busy
170,1,0,40,56,30,48,70,48,Busy
170,1,1,15,23,11.25,19,28.75,19,Busy
170,1,2,7,11,5.25,9,13.75,9,Busy
170,1,3,3.25,6,2.4375,4.625,7.5,4.625,Busy
170,1,4,4,7,3,5.5,8.75,5.5,Busy
170,1,5,21,29,15.75,25,36.25,25,Busy
170,1,6,79,101,59.25,90,126.25,90,Busy
170,1,7,189,237,141.75,213,296.25,213,Busy
170,1,8,324,408,243,366,510,366,Busy
170,1,9,337,399,252.75,368,498.75,368,Busy
170,1,10,319,386,239.25,352.5,482.5,352.5,Busy
170,1,11,325,379,243.75,352,473.75,352,Busy
170,1,12,331,393,248.25,362,491.25,362,Busy
170,1,13,331,389,248.25,360,486.25,360,Busy
170,1,14,359,413,269.25,386,516.25,386,Busy
170,1,15,351,422,263.25,386.5,527.5,386.5,Busy
170,1,16,342,428,256.5,385,535,385,Busy
170,1,17,443,519,332.25,481,648.75,481,Busy
170,1,18,436,561,327,498.5,701.25,498.5,Busy
170,1,19,366,489,274.5,427.5,611.25,427.5,Busy
170,1,20,329,492,246.75,410.5,615,410.5,Busy
170,1,21,328,494,246,411,617.5,411,Busy
170,1,22,244,392,183,318,490,318,Busy
170,1,23,130,201,97.5,165.5,251.25,165.5,Busy
170,2,0,58.5,87.25,43.875,72.875,109.0625,72.875,Busy
170,2,1,25.75,34.25,19.3125,30,42.8125,30,Busy
170,2,2,9,15,6.75,12,18.75,12,Busy
170,2,3,5,9,3.75,7,11.25,7,Busy
170,2,4,5,8,3.75,6.5,10,6.5,Busy
170,2,5,19,26,14.25,22.5,32.5,22.5,Busy
170,2,6,84,110,63,97,137.5,97,Busy
170,2,7,211.5,249.5,158.625,230.5,311.875,230.5,Busy
170,2,8,336,401.5,252,368.75,501.875,368.75,Busy
170,2,9,355,415.25,266.25,385.125,519.0625,385.125,Busy
170,2,10,335.75,390,251.8125,362.875,487.5,362.875,Busy
170,2,11,347.5,386.25,260.625,366.875,482.8125,366.875,Busy
170,2,12,360.5,395,270.375,377.75,493.75,377.75,Busy
170,2,13,373,416.25,279.75,394.625,520.3125,394.625,Busy
170,2,14,382.5,436.75,286.875,409.625,545.9375,409.625,Busy
170,2,15,373.5,427.5,280.125,400.5,534.375,400.5,Busy
170,2,16,386.25,452.75,289.6875,419.5,565.9375,419.5,Busy
170,2,17,455.75,555,341.8125,505.375,693.75,505.375,Busy
170,2,18,473.5,592,355.125,532.75,740,532.75,Busy
170,2,19,403.25,521.25,302.4375,462.25,651.5625,462.25,Busy
170,2,20,392.25,529,294.1875,460.625,661.25,460.625,Busy
170,2,21,379.75,534.75,284.8125,457.25,668.4375,457.25,Busy
170,2,22,308,420,231,364,525,364,Busy
170,2,23,151.5,254.75,113.625,203.125,318.4375,203.125,Busy
170,3,0,75.75,114,56.8125,94.875,142.5,94.875,Busy
170,3,1,30.5,47.25,22.875,38.875,59.0625,38.875,Busy
170,3,2,13.75,20.25,10.3125,17,25.3125,17,Busy
170,3,3,6,11,4.5,8.5,13.75,8.5,Busy
170,3,4,7,10,5.25,8.5,12.5,8.5,Busy
170,3,5,23,32.25,17.25,27.625,40.3125,27.625,Busy
170,3,6,86,106,64.5,96,132.5,96,Busy
170,3,7,198.75,270.5,149.0625,234.625,338.125,234.625,Busy
170,3,8,342.25,412.25,256.6875,377.25,515.3125,377.25,Busy
170,3,9,357.25,410.5,267.9375,383.875,513.125,383.875,Busy
170,3,10,333.5,397.25,250.125,365.375,496.5625,365.375,Busy
170,3,11,349.75,400,262.3125,374.875,500,374.875,Busy
170,3,12,344.75,409.25,258.5625,377,511.5625,377,Busy
170,3,13,360.25,411.25,270.1875,385.75,514.0625,385.75,Busy
170,3,14,367.5,441.75,275.625,404.625,552.1875,404.625,Busy
170,3,15,380.25,437.75,285.1875,409,547.1875,409,Busy
170,3,16,378,458,283.5,418,572.5,418,Busy
170,3,17,459.25,572.75,344.4375,516,715.9375,516,Busy
170,3,18,497.75,607.25,373.3125,552.5,759.0625,552.5,Busy
170,3,19,451.25,561.25,338.4375,506.25,701.5625,506.25,Busy
170,3,20,404,547,303,475.5,683.75,475.5,Busy
170,3,21,397.75,548.5,298.3125,473.125,685.625,473.125,Busy
170,3,22,346.75,478.75,260.0625,412.75,598.4375,412.75,Busy
170,3,23,222.75,343.75,167.0625,283.25,429.6875,283.25,Busy
170,4,0,120,181.25,90,150.625,226.5625,150.625,Busy
170,4,1,62,88.25,46.5,75.125,110.3125,75.125,Busy
170,4,2,26.75,41,20.0625,33.875,51.25,33.875,Busy
170,4,3,16,24,12,20,30,20,Busy
170,4,4,11,19.5,8.25,15.25,24.375,15.25,Busy
170,4,5,23,34.25,17.25,28.625,42.8125,28.625,Busy
170,4,6,72,90.25,54,81.125,112.8125,81.125,Busy
170,4,7,141.75,186,106.3125,163.875,232.5,163.875,Busy
170,4,8,218.5,277.25,163.875,247.875,346.5625,247.875,Busy
170,4,9,246,298,184.5,272,372.5,272,Busy
170,4,10,268.75,308.75,201.5625,288.75,385.9375,288.75,Busy
170,4,11,275.25,323.25,206.4375,299.25,404.0625,299.25,Busy
170,4,12,295.25,334.5,221.4375,314.875,418.125,314.875,Busy
170,4,13,312.25,348.25,234.1875,330.25,435.3125,330.25,Busy
170,4,14,334.75,374.5,251.0625,354.625,468.125,354.625,Busy
170,4,15,339.75,385.75,254.8125,362.75,482.1875,362.75,Busy
170,4,16,334.75,398.75,251.0625,366.75,498.4375,366.75,Busy
170,4,17,360,455.5,270,407.75,569.375,407.75,Busy
170,4,18,379.75,527,284.8125,453.375,658.75,453.375,Busy
170,4,19,367,531.5,275.25,449.25,664.375,449.25,Busy
170,4,20,279,407.25,209.25,343.125,509.0625,343.125,Busy
170,4,21,279,376.5,209.25,327.75,470.625,327.75,Busy
170,4,22,281,377.5,210.75,329.25,471.875,329.25,Busy
170,4,23,261,379.75,195.75,320.375,474.6875,320.375,Busy
170,5,0,232.5,324.75,174.375,278.625,405.9375,278.625,Busy
170,5,1,205.75,279.25,154.3125,242.5,349.0625,242.5,Busy
170,5,2,125.75,181.25,94.3125,153.5,226.5625,153.5,Busy
170,5,3,73,96.5,54.75,84.75,120.625,84.75,Busy
170,5,4,31,45,23.25,38,56.25,38,Busy
170,5,5,11,19.25,8.25,15.125,24.0625,15.125,Busy
170,5,6,29.75,37.25,22.3125,33.5,46.5625,33.5,Busy
170,5,7,46.75,69,35.0625,57.875,86.25,57.875,Busy
170,5,8,85,116.5,63.75,100.75,145.625,100.75,Busy
170,5,9,145.75,191,109.3125,168.375,238.75,168.375,Busy
170,5,10,208,250.25,156,229.125,312.8125,229.125,Busy
170,5,11,251,312.25,188.25,281.625,390.3125,281.625,Busy
170,5,12,270.75,350.5,203.0625,310.625,438.125,310.625,Busy
170,5,13,262.75,330.75,197.0625,296.75,413.4375,296.75,Busy
170,5,14,282,349,211.5,315.5,436.25,315.5,Busy
170,5,15,293,381.25,219.75,337.125,476.5625,337.125,Busy
170,5,16,318.75,391,239.0625,354.875,488.75,354.875,Busy
170,5,17,345,431,258.75,388,538.75,388,Busy
170,5,18,334.25,467,250.6875,400.625,583.75,400.625,Busy
170,5,19,341.75,473,256.3125,407.375,591.25,407.375,Busy
170,5,20,287.25,425,215.4375,356.125,531.25,356.125,Busy
170,5,21,282.25,365.25,211.6875,323.75,456.5625,323.75,Busy
170,5,22,296,409,222,352.5,511.25,352.5,Busy
170,5,23,282,420.25,211.5,351.125,525.3125,351.125,Busy
170,6,0,240.75,377.25,180.5625,309,471.5625,309,Busy
170,6,1,216,308.5,162,262.25,385.625,262.25,Busy
170,6,2,131.5,189,98.625,160.25,236.25,160.25,Busy
170,6,3,73,107.5,54.75,90.25,134.375,90.25,Busy
170,6,4,39,55.25,29.25,47.125,69.0625,47.125,Busy
170,6,5,13,18.25,9.75,15.625,22.8125,15.625,Busy
170,6,6,24,34,18,29,42.5,29,Busy
170,6,7,36.75,54.25,27.5625,45.5,67.8125,45.5,Busy
170,6,8,69,100,51.75,84.5,125,84.5,Busy
170,6,9,117.75,155.25,88.3125,136.5,194.0625,136.5,Busy
170,6,10,177.25,237.5,132.9375,207.375,296.875,207.375,Busy
170,6,11,228.75,285.5,171.5625,257.125,356.875,257.125,Busy
170,6,12,249.25,313.25,186.9375,281.25,391.5625,281.25,Busy
170,6,13,253.5,304.25,190.125,278.875,380.3125,278.875,Busy
170,6,14,248.75,315.75,186.5625,282.25,394.6875,282.25,Busy
170,6,15,254,295,190.5,274.5,368.75,274.5,Busy
170,6,16,256.75,312.25,192.5625,284.5,390.3125,284.5,Busy
170,6,17,263,324.25,197.25,293.625,405.3125,293.625,Busy
170,6,18,260,317.25,195,288.625,396.5625,288.625,Busy
170,6,19,225.75,286.25,169.3125,256,357.8125,256,Busy
170,6,20,217,264.5,162.75,240.75,330.625,240.75,Busy
170,6,21,189.25,240,141.9375,214.625,300,214.625,Busy
170,6,22,135.75,172.5,101.8125,154.125,215.625,154.125,Busy
170,6,23,75.75,103,56.8125,89.375,128.75,89.375,Busy
186,0,0,79,132,59.25,105.5,165,105.5,Busy
186,0,1,30,65,22.5,47.5,81.25,47.5,Busy
186,0,2,13,31,9.75,22,38.75,22,Busy
186,0,3,9,22,6.75,15.5,27.5,15.5,Busy
