latitude,longitude,hour,day_of_week,month,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,is_rush_hour,is_weekend,is_holiday,temp,has_snow,has_rain,temp_category,is_freezing,is_hot,humidity,wind_speed,feels_like,is_cbd
40.759145,-73.95326,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.764629,-73.966113,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.763972,-73.97745,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.758663,-73.981329,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.742878,-73.992821,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.718267,-73.993753,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.723402,-73.989938,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.713715,-73.990173,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.760167,-73.975224,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.762862,-73.981637,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.874561,-73.909831,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.869444,-73.915279,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.864621,-73.918822,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.860531,-73.925536,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.855225,-73.929412,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.849505,-73.933596,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.834041,-73.94489,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.826551,-73.95036,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.822008,-73.953676,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.815581,-73.958372,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.807722,-73.96411,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.803967,-73.966847,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.799446,-73.968379,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.793919,-73.972323,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.788644,-73.976218,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.783934,-73.979917,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.778453,-73.98197,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.77344,-73.982209,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.761728,-73.983849,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.750373,-73.991057,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.747215,-73.993365,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.744081,-73.995657,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.74104,-73.997871,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.733422,-74.002906,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.728251,-74.005367,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.722854,-74.006277,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.719318,-74.006886,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.715478,-74.009266,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.711835,-74.012188,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.707513,-74.013783,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.706821,-74.0091,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.804138,-73.937594,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.798629,-73.941617,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.79502,-73.94425,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.7906,-73.947478,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.785672,-73.95107,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.779492,-73.955589,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.77362,-73.959874,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.768141,-73.96387,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.746081,-73.982076,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.74307,-73.984264,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.739864,-73.986599,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.730054,-73.99107,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.722301,-73.997141,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.707557,-74.011862,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.704817,-74.014065,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.82388,-73.93647,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.820421,-73.936245,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.814229,-73.94077,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.807754,-73.945495,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.802098,-73.949625,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.799075,-73.951822,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.755882,-74.00191,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.784318,-73.947152,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.777891,-73.951787,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.768799,-73.958424,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.737335,-73.996786,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.735736,-73.990568,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.840719,-73.939561,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,0
40.749567,-73.98795,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.754222,-73.984569,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.751776,-73.976848,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.754672,-73.986754,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.757552,-73.969055,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.76266,-73.967258,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.768296,-73.981736,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.739777,-74.002578,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.725297,-73.996204,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.713243,-74.003401,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.719527,-74.001775,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.710668,-74.011029,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.718315,-73.987437,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.710374,-74.007582,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
40.703087,-74.012994,14,3,7,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,27.5,0,0,3,0,0,52,3.2,29.0,1
